-75,-75
-72,-72
-68,-71
-68,-70
-65,-69
-65,-68
-72,-69
-72,-69
-67,-69
-67,-68
-63,-67
-69,-67
-72,-68
-62,-67
-64,-66
-74,-68
-68,-68
-63,-67
-72,-68
-72,-68
-69,-68
-64,-67
-74,-69
-71,-69
-69,-69
-64,-68
-65,-67
-73,-68
-74,-69
-69,-69
-65,-68
-71,-69
-69,-69
-68,-68
-71,-69
-65,-68
-71,-68
-67,-68
-64,-67
-72,-68
-68,-68
-64,-67
-72,-68
-68,-68
-65,-67
-74,-68
-67,-68
-65,-67
-75,-69
-68,-69
-68,-68
-66,-68
-71,-68
-46,-64
-65,-64
-72,-65
-71,-66
-68,-67
-65,-66
-66,-66
-74,-68
-68,-68
-67,-67
-66,-67
-65,-66
-71,-67
-68,-67
-65,-67
-71,-68
-69,-68
-69,-68
-65,-67
-72,-68
-72,-69
-68,-68
-68,-68
-65,-68
-72,-68
-71,-69
-68,-69
-66,-68
-71,-68
-67,-68
-68,-68
-65,-67
-72,-68
-72,-69
-65,-68
-71,-68
-71,-69
-67,-68
-68,-68
-65,-67
-66,-67
-71,-68
-68,-68
-66,-67
-68,-67
-63,-66
-71,-67
-71,-68
-73,-69
-72,-69
-70,-69
-69,-69
-64,-68
-64,-67
-71,-68
-68,-68
-64,-67
-72,-68
-68,-68
-68,-68
-65,-67
-67,-67
-65,-66
-72,-67
-68,-67
-64,-67
-71,-67
-71,-68
-69,-68
-68,-68
-64,-67
-71,-68
-69,-68
-65,-67
-72,-68
-70,-68
-63,-67
-64,-66
-70,-67
-71,-68
-69,-68
-63,-67
-72,-68
-68,-68
-63,-67
-71,-67
-68,-67
-69,-68
-63,-67
-75,-68
-75,-69
-68,-69
-69,-69
-64,-68
-64,-67
-72,-68
-64,-67
-67,-67
-64,-66
-70,-67
-68,-67
-69,-67
-65,-67
-70,-67
-69,-68
-69,-68
-66,-67
-64,-67
-71,-67
-71,-68
-69,-68
-64,-67
-65,-67
-70,-67
-69,-67
-64,-67
-69,-67
-69,-67
-65,-67
-70,-67
-70,-68
-68,-68
-69,-68
-72,-69
-71,-69
-65,-68
-72,-69
-69,-69
-64,-68
-71,-68
-69,-68
-63,-67
-71,-68
-71,-68
-69,-68
-69,-68
-64,-67
-70,-68
-69,-68
-64,-67
-63,-66
-71,-67
-64,-66
-70,-67
-69,-67
-69,-68
-63,-67
-70,-67
-63,-66
-72,-67
-70,-68
-69,-68
-64,-67
-71,-68
-72,-68
-69,-68
-70,-69
-64,-68
-73,-69
-69,-69
-63,-67
-63,-66
-71,-67
-68,-67
-64,-67
-71,-67
-71,-68
-68,-68
-64,-67
-73,-68
-68,-68
-69,-68
-63,-67
-64,-66
-71,-67
-72,-68
-68,-68
-63,-67
-63,-66
-71,-67
-64,-66
-74,-68
-75,-69
-69,-69
-68,-69
-65,-68
-73,-69
-71,-69
-70,-69
-65,-68
-73,-69
-74,-70
-69,-70
-69,-69
-64,-68
-65,-68
-73,-69
-71,-69
-68,-69
-65,-68
-64,-67
-64,-66
-72,-67
-70,-68
-68,-68
-70,-68
-64,-67
-73,-68
-73,-69
-65,-68
-73,-69
-71,-69
-71,-70
-64,-68
-71,-69
-70,-69
-65,-68
-71,-69
-69,-69
-70,-69
-66,-68
-71,-69
-71,-69
-71,-69
-71,-70
-65,-69
-71,-69
-64,-68
-71,-68
-71,-69
-70,-69
-66,-68
-64,-67
-71,-68
-71,-68
-64,-67
-70,-68
-71,-68
-64,-67
-70,-68
-64,-67
-70,-67
-70,-68
-64,-67
-71,-68
-71,-68
-71,-69
-72,-69
-63,-68
-62,-67
-72,-68
-72,-68
-68,-68
-64,-67
-74,-69
-75,-70
-69,-69
-63,-68
-72,-69
-71,-69
-68,-69
-64,-68
-73,-69
-67,-68
-67,-68
-64,-67
-63,-66
-75,-68
-75,-69
-67,-69
-64,-68
-63,-67
-72,-68
-69,-68
-68,-68
-69,-68
-63,-67
-72,-68
-72,-68
-68,-68
-63,-67
-61,-66
-72,-67
-72,-68
-68,-68
-63,-67
-72,-68
-68,-68
-63,-67
-68,-67
-68,-67
-63,-66
-71,-67
-69,-67
-67,-67
-64,-66
-72,-67
-68,-67
-64,-67
-64,-66
-71,-67
-69,-67
-66,-67
-73,-68
-71,-69
-64,-68
-71,-68
-71,-69
-70,-69
-69,-69
-68,-68
-65,-68
-74,-69
-74,-70
-68,-69
-65,-68
-65,-68
-71,-68
-64,-67
-64,-66
-71,-67
-68,-67
-65,-67
-71,-68
-68,-68
-65,-67
-71,-68
-68,-68
-68,-68
-64,-67
-72,-68
-71,-68
-67,-68
-72,-69
-71,-69
-64,-68
-71,-68
-68,-68
-68,-68
-64,-67
-71,-68
-65,-67
-74,-68
-68,-68
-65,-67
-74,-69
-74,-70
-68,-69
-67,-69
-65,-68
-65,-67
-72,-68
-72,-69
-68,-68
-65,-68
-71,-68
-68,-68
-68,-68
-64,-67
-64,-66
-75,-68
-72,-69
-64,-68
-71,-68
-69,-68
-65,-68
-71,-68
-69,-68
-69,-68
-64,-67
-64,-67
-71,-67
-70,-68
-70,-68
-64,-67
-73,-68
-69,-68
-69,-68
-63,-67
-71,-68
-71,-68
-70,-69
-65,-68
-71,-68
-70,-69
-64,-68
-71,-68
-71,-69
-68,-68
-65,-68
-69,-68
-68,-68
-63,-67
-71,-67
-70,-68
-65,-67
-63,-66
-71,-67
-63,-66
-73,-67
-69,-68
-64,-67
-71,-68
-71,-68
-69,-68
-64,-67
-64,-67
-72,-68
-64,-67
-71,-67
-64,-67
-73,-68
-73,-69
-70,-69
-71,-69
-64,-68
-70,-68
-71,-69
-70,-69
-66,-68
-65,-67
-73,-68
-69,-68
-64,-67
-65,-67
-71,-68
-70,-68
-64,-67
-71,-68
-70,-68
-64,-67
-71,-68
-69,-68
-64,-67
-71,-68
-71,-68
-69,-68
-69,-68
-64,-67
-71,-68
-69,-68
-69,-68
-65,-67
-65,-67
-71,-68
-69,-68
-65,-67
-64,-66
-71,-67
-63,-66
-71,-67
