-59,-59
-60,-60
-61,-60
-63,-60
-62,-61
-62,-61
-58,-60
-58,-60
-59,-59
-58,-59
-62,-59
-61,-60
-60,-60
-60,-60
-58,-59
-62,-60
-64,-60
-60,-60
-58,-60
-58,-59
-62,-60
-62,-60
-58,-60
-60,-60
-60,-60
-60,-60
-60,-60
-61,-60
-62,-60
-61,-60
-61,-60
-60,-60
-60,-60
-61,-60
-60,-60
-61,-60
-60,-60
-61,-60
-60,-60
-59,-60
-58,-59
-59,-59
-61,-59
-60,-59
-60,-59
-60,-59
-61,-60
-59,-59
-61,-60
-59,-59
-61,-60
-61,-60
-59,-60
-60,-60
-63,-60
-60,-60
-59,-60
-62,-60
-59,-60
-61,-60
-62,-60
-39,-56
-39,-52
-37,-49
-61,-51
-60,-53
-62,-55
-61,-56
-61,-57
-61,-58
-62,-58
-62,-59
-61,-59
-60,-59
-62,-60
-59,-60
-61,-60
-62,-60
-59,-60
-62,-60
-61,-60
-60,-60
-62,-60
-60,-60
-59,-60
-61,-60
-61,-60
-60,-60
-60,-60
-59,-60
-59,-59
-60,-59
-60,-59
-59,-59
-59,-59
-61,-59
-61,-60
-61,-60
-61,-60
-60,-60
-61,-60
-59,-60
-59,-59
-61,-60
-60,-60
-60,-60
-60,-60
-61,-60
-61,-60
-60,-60
-60,-60
-63,-60
-63,-61
-60,-60
-60,-60
-64,-61
-63,-61
-60,-61
-62,-61
-62,-61
-60,-61
-62,-61
-60,-61
-60,-60
-60,-60
-60,-60
-60,-60
-60,-60
-60,-60
-61,-60
-62,-60
-60,-60
-60,-60
-60,-60
-61,-60
-61,-60
-60,-60
-60,-60
-60,-60
-60,-60
-60,-60
-60,-60
-60,-60
-60,-60
-62,-60
-59,-60
-59,-59
-60,-59
-60,-59
-61,-60
-61,-60
-60,-60
-60,-60
-61,-60
-60,-60
-61,-60
-60,-60
-60,-60
-60,-60
-60,-60
-61,-60
-60,-60
-60,-60
-60,-60
-61,-60
-60,-60
-60,-60
-60,-60
-60,-60
-60,-60
-61,-60
-60,-60
-60,-60
-60,-60
-61,-60
-63,-60
-61,-60
-61,-60
-60,-60
-60,-60
-60,-60
-63,-60
-62,-61
-60,-60
-61,-60
-60,-60
-61,-60
-62,-61
-61,-61
-62,-61
-62,-61
-61,-61
-60,-61
-60,-60
-60,-60
-61,-60
-60,-60
-60,-60
