-53,-53
-55,-55
-56,-55
-53,-54
-53,-54
-56,-54
-53,-54
-53,-54
-51,-53
-56,-53
-53,-53
-56,-54
-53,-53
-52,-53
-56,-54
-56,-54
-53,-54
-53,-53
-51,-53
-57,-54
-56,-54
-53,-54
-53,-53
-51,-53
-56,-53
-53,-53
-53,-53
-56,-54
-53,-53
-51,-53
-55,-53
-53,-53
-51,-52
-56,-53
-52,-53
-56,-53
-56,-54
-53,-54
-56,-54
-56,-54
-53,-54
-51,-53
-51,-53
-56,-53
-56,-54
-53,-53
-51,-53
-56,-53
-56,-54
-51,-53
-53,-53
-56,-54
-55,-54
-53,-53
-53,-53
-51,-53
-57,-53
-53,-53
-52,-53
-53,-53
-30,-48
-33,-45
-32,-42
-53,-44
-52,-46
-56,-48
-56,-49
-53,-50
-53,-50
-51,-50
-56,-51
-56,-52
-53,-52
-53,-52
-52,-52
-56,-53
-53,-53
-53,-53
-52,-52
-56,-53
-53,-53
-53,-53
-52,-53
-56,-53
-53,-53
-56,-54
-52,-53
-56,-54
-57,-54
-52,-54
-55,-54
-52,-53
-56,-54
-57,-54
-57,-55
-53,-54
-56,-55
-53,-54
-56,-54
-57,-55
-56,-55
-53,-54
-53,-54
-51,-53
-56,-54
-53,-54
-53,-53
-52,-53
-56,-53
-56,-54
-53,-54
-53,-53
-51,-53
-51,-52
-56,-53
-56,-53
-53,-53
-51,-53
-51,-52
-56,-53
-53,-53
-55,-53
-53,-53
-53,-53
-51,-52
-53,-52
-53,-52
-55,-53
-55,-53
-53,-53
-51,-53
-51,-52
-52,-52
-56,-53
-53,-53
-53,-53
-51,-52
-56,-53
-53,-53
-56,-53
-57,-54
-53,-54
-53,-53
-51,-53
-56,-53
-51,-53
-56,-53
-53,-53
-53,-53
-51,-53
-56,-53
-56,-54
-53,-53
-53,-53
-52,-53
-51,-52
-56,-53
-53,-53
-51,-52
-56,-53
-52,-53
-56,-53
-51,-53
-56,-53
-51,-53
-56,-53
-53,-53
-53,-53
-56,-54
-53,-53
-52,-53
-52,-53
-56,-53
-56,-54
-53,-53
-53,-53
-51,-53
-56,-53
-56,-54
-52,-53
-52,-53
-56,-53
-56,-54
-53,-54
-53,-53
-56,-54
-53,-54
-54,-54
-52,-53
-56,-54
-54,-54
-54,-54
-56,-54
-53,-54
-51,-53
-56,-54
-53,-53
-51,-53
-52,-53
-58,-54
-53,-53
-52,-53
-55,-53
-54,-53
-53,-53
-52,-53
-56,-53
-56,-54
-53,-54
-53,-53
-51,-53
-53,-53
-53,-53
-53,-53
-51,-52
-56,-53
-56,-53
-56,-54
-53,-54
-51,-53
-51,-52
-56,-53
-51,-53
-56,-53
-53,-53
-53,-53
-51,-52
-56,-53
-56,-54
-53,-53
-53,-53
-51,-53
-56,-53
-56,-54
-53,-53
-53,-53
-51,-53
-56,-53
-56,-54
-53,-53
-53,-53
-52,-53
-56,-53
-56,-54
-52,-53
-56,-54
-51,-53
-56,-54
-53,-53
-53,-53
-56,-54
-53,-53
-53,-53
-53,-53
