rssi,rssiKarman,distance
-60,-60.000,0.521
-63,-60.600,0.569
-62,-60.880,0.593
-59,-60.504,0.561
-61,-60.603,0.569
-62,-60.883,0.593
-59,-60.506,0.561
-61,-60.605,0.570
-63,-61.084,0.611
-59,-60.667,0.575
-59,-60.334,0.547
-61,-60.467,0.558
-63,-60.974,0.601
-63,-61.379,0.638
-58,-60.703,0.578
-58,-60.162,0.534
-61,-60.330,0.547
-63,-60.864,0.592
-58,-60.291,0.544
-58,-59.833,0.509
-61,-60.066,0.526
-63,-60.653,0.574
-63,-61.122,0.615
-58,-60.498,0.561
-58,-59.998,0.521
-61,-60.199,0.537
-63,-60.759,0.583
-63,-61.207,0.622
-58,-60.566,0.566
-61,-60.653,0.574
-62,-60.922,0.597
-61,-60.938,0.598
-62,-61.150,0.617
-62,-61.320,0.633
-62,-61.456,0.645
-63,-61.765,0.675
-58,-61.012,0.605
-58,-60.410,0.553
-61,-60.528,0.563
-63,-61.022,0.606
-63,-61.418,0.642
-58,-60.734,0.581
-61,-60.787,0.585
-61,-60.830,0.589
-63,-61.264,0.627
-58,-60.611,0.570
-58,-60.089,0.528
-61,-60.271,0.542
-61,-60.417,0.554
-63,-60.934,0.598
-58,-60.347,0.548
-58,-59.877,0.512
-61,-60.102,0.529
-63,-60.682,0.576
-59,-60.345,0.548
-61,-60.476,0.559
-58,-59.981,0.520
-61,-60.185,0.536
-61,-60.348,0.549
-63,-60.878,0.593
-63,-61.303,0.631
-58,-60.642,0.573
-61,-60.714,0.579
-61,-60.771,0.584
-63,-61.217,0.623
-61,-61.173,0.619
-63,-61.539,0.653
-58,-60.831,0.589
-60,-60.665,0.575
-60,-60.532,0.564
-64,-61.225,0.624
-64,-61.780,0.677
-58,-61.024,0.606
-61,-61.019,0.605
-61,-61.016,0.605
-64,-61.612,0.660
-63,-61.890,0.688
-58,-61.112,0.614
-61,-61.090,0.612
-62,-61.272,0.628
-58,-60.617,0.571
-62,-60.894,0.594
-63,-61.315,0.632
-58,-60.652,0.574
-58,-60.122,0.531
-60,-60.097,0.529
-63,-60.678,0.576
-63,-61.142,0.616
-59,-60.714,0.579
-58,-60.171,0.534
-61,-60.337,0.548
-63,-60.869,0.592
-58,-60.296,0.544
-61,-60.436,0.556
-63,-60.949,0.599
-58,-60.359,0.549
-61,-60.487,0.560
-63,-60.990,0.603
-58,-60.392,0.552
-61,-60.514,0.562
-63,-61.011,0.605
-63,-61.409,0.641
-58,-60.727,0.580
-58,-60.182,0.535
-61,-60.345,0.548
-58,-59.876,0.512
-61,-60.101,0.529
-62,-60.481,0.559
-59,-60.185,0.536
-61,-60.348,0.549
-58,-59.878,0.512
-59,-59.703,0.499
-61,-59.962,0.518
-63,-60.570,0.567
-59,-60.256,0.541
-61,-60.405,0.553
-63,-60.924,0.597
-60,-60.739,0.581
-61,-60.791,0.585
-63,-61.233,0.625
-58,-60.586,0.568
-58,-60.069,0.527
-62,-60.455,0.557
-63,-60.964,0.600
-59,-60.571,0.567
-61,-60.657,0.574
-58,-60.126,0.531
-61,-60.301,0.545
-63,-60.840,0.590
-63,-61.272,0.628
-58,-60.618,0.571
-61,-60.694,0.577
-61,-60.755,0.582
-63,-61.204,0.622
-58,-60.563,0.566
-61,-60.651,0.573
-63,-61.121,0.614
-63,-61.497,0.649
-58,-60.797,0.586
-61,-60.838,0.589
-58,-60.270,0.542
-62,-60.616,0.571
-58,-60.093,0.528
-61,-60.274,0.543
-61,-60.419,0.554
-61,-60.536,0.564
-63,-61.028,0.606
-58,-60.423,0.555
-59,-60.138,0.532
-61,-60.311,0.546
-63,-60.848,0.590
-63,-61.279,0.629
-58,-60.623,0.571
-58,-60.098,0.529
-61,-60.279,0.543
-63,-60.823,0.588
-59,-60.458,0.557
-61,-60.567,0.566
-64,-61.253,0.626
-62,-61.403,0.640
-59,-60.922,0.597
-60,-60.738,0.581
-62,-60.990,0.603
avg(rssi),avg(rssiKalman),avg(distance)
-60.70552147239264,-60.681233128834386,0.5772208588957052
stdev(rssi),stdev(rssiKalman),stdev(distance)
1.959505745048061,0.4361584471837265,0.03725851070723564
