tick,time,Beacon #1,Beacon #2,Beacon #3
0,202,null,null,2.801
1,402,null,null,2.801
2,601,0.699,null,2.319
3,803,0.699,4.947,1.994
4,1002,0.699,4.947,1.994
5,1201,0.699,4.947,1.994
6,1403,0.810,4.947,2.090
7,1602,0.810,4.947,2.090
8,1802,0.810,4.947,2.090
9,2001,0.786,4.343,2.100
10,2203,0.786,4.017,2.100
11,2402,0.786,4.017,2.100
12,2602,0.746,4.188,1.892
13,2803,0.746,4.188,1.892
14,3002,0.746,4.188,1.892
15,3201,0.746,5.473,1.892
16,3403,0.828,5.473,1.892
17,3602,0.828,5.473,1.892
18,3802,0.828,5.473,1.837
19,4002,0.777,4.709,1.795
20,4202,0.777,4.709,1.795
21,4402,0.777,4.709,1.795
22,4602,0.761,4.633,1.795
23,4802,0.761,4.633,1.795
24,5003,0.761,4.633,1.795
25,5202,0.866,6.251,1.795
26,5402,0.866,6.251,1.795
27,5602,0.866,6.251,1.795
28,5803,0.806,5.237,1.761
29,6002,0.761,4.666,1.735
30,6202,0.761,4.666,1.735
31,6402,0.761,4.721,1.581
32,6602,0.761,4.721,1.581
33,6802,0.761,4.721,1.581
34,7002,0.761,4.721,1.581
35,7202,0.841,7.613,1.680
36,7403,0.841,7.613,1.680
37,7602,0.841,7.613,1.680
38,7802,0.787,5.974,1.670
39,8003,0.787,5.974,1.670
40,8203,0.787,5.974,1.670
41,8401,0.769,5.605,1.472
42,8601,0.769,5.605,1.472
43,8804,0.769,5.605,1.472
44,9002,0.899,5.605,1.544
45,9202,0.899,5.605,1.604
46,9402,0.899,5.605,1.604
47,9602,0.899,4.800,1.610
48,9803,0.830,4.800,1.615
49,10002,0.830,4.800,1.615
50,10201,0.830,4.800,1.534
51,10402,0.779,4.705,1.472
52,10602,0.779,4.705,1.472
53,10802,0.779,4.705,1.472
54,11002,0.857,6.495,1.544
55,11202,0.857,6.495,1.544
56,11402,0.857,6.495,1.544
57,11601,0.799,5.400,1.610
58,11802,0.799,5.400,1.610
59,12002,0.799,5.400,1.610
60,12202,0.778,5.306,1.489
61,12402,0.778,5.306,1.489
62,12602,0.778,5.306,1.489
63,12802,0.778,6.614,1.601
64,13002,0.856,6.614,1.601
65,13203,0.856,6.614,1.601
66,13402,0.856,6.614,1.601
67,13602,0.856,5.624,1.730
68,13803,0.856,5.624,1.730
69,14003,0.856,5.624,1.730
70,14202,0.799,5.481,1.621
71,14402,0.799,5.481,1.621
72,14602,0.799,5.481,1.621
73,14802,0.901,9.970,1.743
74,15002,0.901,9.970,1.743
75,15202,0.901,9.970,1.743
76,15402,0.901,7.809,1.768
77,15602,0.901,7.809,1.788
78,15802,0.901,7.809,1.788
79,16001,0.856,7.809,1.788
80,16202,0.856,7.316,1.664
81,16401,0.856,7.316,1.664
82,16602,0.952,7.316,1.664
83,16802,1.036,7.316,1.750
84,17002,1.036,7.316,1.750
85,17202,1.036,7.316,1.750
86,17402,0.899,6.096,1.750
87,17602,0.899,6.096,1.750
88,17802,0.899,6.096,1.750
89,18001,0.866,5.847,1.635
90,18203,0.866,5.847,1.635
91,18402,0.866,5.847,1.635
92,18602,0.906,7.728,1.680
93,18803,0.906,7.728,1.680
94,19002,0.906,7.728,1.680
95,19202,0.906,7.728,1.670
96,19402,0.906,6.369,1.619
97,19602,0.906,6.369,1.619
98,19802,0.906,6.369,1.496
99,20002,0.886,6.056,1.607
100,20202,0.886,6.056,1.607
101,20403,0.886,6.056,1.607
102,20603,0.886,7.744,1.656
103,20802,0.886,7.744,1.656
104,21002,0.886,7.744,1.656
105,21202,0.813,7.744,1.648
106,21403,0.813,7.744,1.648
107,21603,0.813,7.744,1.648
108,21802,0.837,6.288,1.602
109,22002,0.837,6.288,1.602
110,22203,0.837,6.288,1.602
111,22402,0.908,6.288,1.602
112,22602,0.969,7.776,1.697
113,22803,0.969,7.776,1.697
114,23002,0.908,7.776,1.684
115,23202,0.908,6.401,1.674
116,23402,0.908,6.401,1.674
117,23603,0.908,6.401,1.674
118,23803,0.914,6.080,1.674
119,24002,0.914,6.080,1.674
120,24203,0.914,6.080,1.674
121,24402,1.025,6.080,1.806
122,24603,1.025,6.080,1.806
123,24803,1.025,6.080,1.806
124,25002,0.978,6.080,1.770
125,25202,0.978,6.080,1.742
126,25402,0.978,6.080,1.742
127,25602,0.978,5.684,1.742
128,25802,0.914,5.684,1.674
129,26003,0.914,5.684,1.674
130,26202,0.914,5.684,1.674
131,26402,0.974,8.169,1.889
132,26603,0.974,8.169,1.889
133,26801,0.974,8.169,1.889
134,27001,0.912,5.684,1.889
135,27202,0.912,5.684,1.889
136,27402,0.912,5.684,1.889
137,27602,0.917,5.268,1.662
138,27803,0.917,5.268,1.662
139,28003,0.917,5.268,1.662
140,28202,0.917,5.268,1.702
141,28403,0.977,5.268,1.880
142,28604,0.977,5.268,1.880
143,28801,0.977,5.268,1.828
144,29002,0.913,4.687,1.788
145,29202,0.913,4.687,1.788
146,29402,0.866,4.687,1.619
147,29602,0.880,4.863,1.537
148,29803,0.880,4.863,1.537
149,30003,0.880,4.863,1.537
150,30203,0.945,4.863,1.642
151,30403,0.945,4.863,1.642
152,30603,0.945,4.863,1.642
153,30803,0.873,4.397,1.685
154,31003,0.873,4.397,1.685
155,31203,0.873,4.397,1.685
156,31402,0.860,4.502,1.630
157,31602,0.860,4.502,1.630
158,31802,0.860,4.502,1.630
159,32002,0.860,6.435,1.630
160,32203,0.860,6.435,1.676
161,32402,0.860,6.435,1.676
162,32603,0.860,6.435,1.676
163,32803,0.798,5.361,1.760
164,33002,0.798,5.361,1.760
165,33202,0.798,5.361,1.760
166,33402,0.800,5.275,1.688
167,33603,0.800,5.275,1.688
168,33802,0.800,5.275,1.688
169,34001,0.800,7.498,1.789
170,34203,0.876,7.498,1.789
171,34403,0.876,7.498,1.789
172,34602,0.876,6.057,1.757
173,34802,0.876,6.057,1.827
174,35003,0.876,6.057,1.827
175,35202,0.862,6.057,1.827
176,35402,0.851,5.817,1.648
177,35603,0.851,5.817,1.648
178,35802,0.920,5.817,1.784
179,36002,0.951,5.817,1.850
180,36204,0.951,5.817,1.850
181,36403,0.951,5.817,1.850
182,36602,0.851,5.075,1.904
183,36803,0.851,5.075,1.904
184,37002,0.851,5.075,1.904
185,37202,0.831,4.919,1.704
186,37402,0.831,4.919,1.704
187,37603,0.831,4.919,1.704
188,37802,0.903,4.919,1.704
189,38003,0.903,7.090,1.736
190,38202,0.903,7.090,1.736
191,38402,0.903,5.793,1.810
192,38603,0.903,5.793,1.810
193,38803,0.903,5.793,1.810
194,39002,0.903,5.793,1.810
195,39202,0.883,5.613,1.635
196,39402,0.883,5.613,1.635
197,39602,0.883,5.613,1.635
198,39802,0.883,9.217,1.891
199,40003,0.883,9.217,1.891
200,40202,0.883,9.217,1.891
201,40401,0.894,9.217,1.938
