accelX,accelY,accelZ,label
-1.707,-1.496,1.13,1
-1.888,-1.274,0.844,0
-1.914,-0.994,0.583,0
-1.945,-0.765,0.238,0
-1.934,-0.871,0.149,0
-1.864,-1.223,0.222,0
-1.837,-1.579,0.621,0
-1.572,-2.152,2.057,0
-1.517,-2.438,3.393,0
-1.807,-2.793,4.795,0
-2.202,-2.843,5.06,0
-2.537,-2.76,3.982,0
-2.546,-2.695,2.67,0
-2.229,-2.205,0.459,0
-2.097,-1.998,-0.36,0
-1.912,-1.958,-1.447,0
-1.944,-1.945,-1.774,0
-2.068,-1.919,-1.396,0
-2.022,-1.976,-0.795,0
-1.779,-2.129,0.529,0
-1.704,-2.188,1.165,0
-1.613,-2.23,1.765,0
-1.506,-2.155,1.791,0
-1.45,-2.05,1.026,0
-1.414,-1.963,0.339,0
-1.209,-1.763,-0.827,0
-1.105,-1.558,-1.385,0
-1.238,-1.43,-1.827,0
-1.432,-1.428,-2.015,0
-1.633,-1.325,-1.773,0
-1.713,-1.289,-1.482,0
-1.827,-1.296,-1.176,0
-1.988,-1.192,-0.915,0
-2.165,-1.107,-0.277,0
-2.205,-1.072,-0.014,0
-2.212,-1.049,0.399,0
-2.13,-0.964,0.51,0
-2.136,-0.954,0.507,0
-2.095,-0.934,0.479,0
-1.923,-0.97,0.498,0
-1.823,-1.034,0.615,0
-1.678,-1.103,1.064,0
-1.669,-1.13,1.427,0
-1.699,-1.238,1.911,0
-1.693,-1.195,2.174,0
-1.692,-1.1,2.463,0
-1.662,-1.094,2.45,0
-1.593,-1.055,2.022,0
-1.546,-1.031,1.636,0
-1.456,-0.849,1.139,0
-1.429,-0.733,1.078,0
-1.435,-0.773,1.097,0
-1.395,-0.383,0.861,0
-1.153,-0.664,0.567,0
-1.195,-0.817,0.641,1
-1.189,-0.827,0.645,0
-1.356,-0.862,1.44,0
-1.497,-0.811,1.678,0
-1.477,-0.836,1.483,0
-1.004,-1.206,0.835,0
-0.753,-1.431,0.768,0
-0.651,-1.796,1.695,0
-0.933,-2.005,2.784,0
-1.858,-2.33,4.04,0
-2.429,-2.5,4.331,0
-3.168,-2.691,4.011,0
-3.299,-2.749,3.379,0
-2.863,-2.599,1.976,0
-2.438,-2.327,1.172,0
-1.931,-1.811,0.212,0
-1.799,-1.707,-0.026,0
-1.604,-1.635,-0.485,0
-1.592,-1.564,-0.702,0
-1.57,-1.601,-0.914,0
-1.525,-1.664,-0.904,0
-1.573,-1.714,-0.409,0
-1.561,-1.66,-0.038,0
-1.616,-1.57,0.441,0
-1.702,-1.478,0.544,0
-1.628,-1.284,0.122,0
-1.651,-1.162,-0.511,0
-1.835,-1.12,-1.375,0
-1.84,-1.091,-1.794,0
-1.665,-0.925,-2.07,0
-1.449,-0.746,-2.008,0
-1.313,-0.567,-1.51,0
-1.35,-0.536,-1.189,0
-1.582,-0.651,-0.653,0
-1.746,-0.744,-0.373,0
-1.751,-0.741,-0.373,0
-2.006,-0.902,-0.06,0
-1.98,-0.904,-0.178,0
-1.931,-0.896,-0.181,0
-1.817,-0.815,-0.167,0
-1.73,-0.801,-0.199,0
-1.727,-0.812,-0.195,0
-1.441,-0.619,-0.318,0
-1.601,-0.584,-0.232,0
-1.864,-0.689,0.016,0
-1.855,-0.69,0.015,0
-2.588,-0.902,1.081,0
-2.538,-0.876,1.671,0
-2.312,-0.847,1.757,0
-2.042,-0.831,1.846,0
-1.882,-0.729,2.071,0
-1.458,-0.395,2.254,0
-1.195,-0.111,2.045,0
-1.205,-0.14,2.06,0
-1.191,0.377,1.16,0
-1.349,0.434,0.538,0
-1.632,0.514,0.195,1
-2.182,0.445,-0.285,0
-2.298,0.358,-0.482,0
-2.394,-0.087,-0.239,0
-2.483,-0.451,0.349,0
-2.145,-1.062,2.288,0
-1.746,-1.332,3.94,0
-1.403,-1.77,5.889,0
-1.405,-1.827,6.458,0
-1.574,-1.747,5.884,0
-1.649,-1.653,4.386,0
-1.727,-1.481,1.599,0
-1.867,-1.349,0.346,0
-2.261,-1.454,-1.329,0
-2.406,-1.502,-1.927,0
-2.943,-1.462,-2.129,0
-3.055,-1.483,-1.782,0
-2.761,-1.494,-0.825,0
-2.463,-1.423,-0.173,0
-2.148,-1.376,0.774,0
-1.999,-1.365,0.988,0
-1.784,-1.356,0.67,0
-1.773,-1.344,0.348,0
-1.951,-1.403,-0.383,0
-2.061,-1.387,-0.895,0
-2.16,-1.358,-1.473,0
-2.127,-1.278,-1.704,0
-2.076,-1.014,-1.762,0
-1.925,-0.812,-1.715,0
-1.636,-0.478,-1.621,0
-1.627,-0.261,-1.524,0
-1.834,-0.16,-1.345,0
-1.978,-0.163,-1.249,0
-2.296,-0.263,-0.999,0
-2.396,-0.366,-0.85,0
-2.395,-0.356,-0.854,0
-2.34,-0.278,-0.155,0
-2.182,-0.252,0.239,0
-2.072,-0.238,0.269,0
-1.99,-0.272,0.216,0
-1.936,-0.273,0.23,0
-1.882,-0.258,0.459,0
-1.879,-0.251,0.456,0
-2.108,-0.256,1.359,0
-2.247,-0.393,1.805,0
-2.375,-0.613,2.658,0
-2.269,-0.638,2.88,0
-2.054,-0.629,2.646,0
-2.003,-0.681,2.232,0
-2.045,-0.402,1.402,0
-2.136,-0.141,1.021,0
-1.921,0.085,0.112,0
-1.551,0.05,-0.35,0
-1.055,0.312,-0.501,0
-1.069,0.509,-0.102,1
-1.326,0.479,0.762,0
-1.644,0.43,1.283,0
-2.134,-0.051,1.849,0
-1.928,-0.355,1.828,0
-1.211,-0.852,2.208,0
-0.985,-1.035,2.923,0
-0.98,-0.966,2.896,0
-2.15,-1.577,5.125,0
-2.997,-1.83,5.544,0
-3.311,-1.905,5.01,0
-3.303,-1.839,3.267,0
-2.773,-1.612,2.027,0
-1.752,-1.035,-0.028,0
-1.556,-0.863,-0.616,0
-1.466,-0.705,-1.065,0
-1.447,-0.635,-1.237,0
-1.49,-0.618,-1.491,0
-1.603,-0.686,-1.598,0
-1.658,-0.778,-1.714,0
-1.609,-0.797,-1.73,0
-1.41,-0.647,-1.655,0
-1.364,-0.582,-1.533,0
-1.254,-0.401,-1.296,0
-1.276,-0.3,-1.093,0
-1.361,-0.094,-0.928,0
-1.437,-0.044,-1.017,0
-1.604,-0.064,-1.494,0
-1.738,-0.14,-1.758,0
-1.986,-0.2,-2.046,0
-2.036,-0.204,-2.03,0
-1.935,-0.045,-1.552,0
-1.828,0.022,-1.131,0
-1.816,0.012,-0.513,0
-1.873,0.003,-0.295,0
-1.55,0.179,-0.163,0
-1.273,0.281,0.012,0
-1.117,0.284,0.224,0
-1.151,0.204,0.147,0
-1.333,-0.026,-0.025,0
-1.426,-0.129,-0.075,0
-1.408,-0.14,-0.074,0
-1.905,-0.179,0.102,0
-2.068,-0.227,0.311,0
-2.178,-0.286,0.406,0
-2.233,-0.208,0.638,0
-2.055,-0.054,0.758,0
-2.058,-0.078,0.767,0
-1.454,0.223,0.636,0
-1.238,0.41,0.531,0
-1.161,0.557,0.579,0
-1.323,0.692,1.069,0
-1.438,0.659,1.393,0
-1.628,0.588,1.531,0
-1.753,0.556,1.431,1
-2.061,0.644,0.99,0
-2.218,0.716,0.648,0
-1.979,0.825,-0.023,0
-1.818,0.842,-0.292,0
-1.407,0.669,-0.342,0
-1.122,0.256,0.406,0
-0.889,-0.501,2.259,0
-1.164,-0.879,3.349,0
-2.027,-1.356,5.082,0
-2.542,-1.513,5.622,0
-3.129,-1.556,4.919,0
-3.265,-1.497,3.617,0
-3.22,-1.469,3.599,0
-2.839,-0.746,-0.935,0
-2.513,-0.366,-2.878,0
-2.412,-0.226,-3.656,0
-2.497,-0.083,-4.33,0
-2.702,-0.111,-4.353,0
-2.969,-0.226,-3.821,0
-2.802,-0.367,-3.137,0
-2.316,-0.692,-1.5,0
-2.272,-0.719,-0.776,0
-2.289,-0.853,0.606,0
-2.23,-0.771,1.271,0
-2.013,-0.475,1.671,0
-1.845,-0.219,1.543,0
-1.561,0.013,0.696,0
-1.58,0.092,-0.053,0
-1.764,0.163,-1.045,0
-1.872,0.128,-1.308,0
-2.133,0.095,-1.41,0
-2.229,0.121,-1.331,0
-2.139,0.173,-1.041,0
-2.066,0.231,-0.876,0
-2.057,0.244,-0.881,0
-2.016,0.382,-0.389,0
-1.826,0.477,0.003,0
-1.725,0.554,0.237,0
-1.677,0.507,0.572,0
-1.665,0.522,0.714,0
-1.676,0.482,0.958,0
-1.644,0.39,0.977,0
-1.713,0.325,0.86,0
-1.769,0.369,0.819,0
-1.744,0.423,0.706,0
-1.794,0.384,0.571,0
-1.708,0.331,0.304,0
-1.541,0.39,0.327,0
-1.217,0.607,0.838,0
-1.178,0.739,1.264,0
-1.292,0.907,1.551,0
-1.364,0.941,1.228,0
-1.342,0.922,1.231,0
-1.91,0.48,-0.129,0
-1.998,0.302,-0.16,0
-2.003,0.343,0.09,1
-2.052,0.419,0.764,0
-2.067,0.433,1.006,0
-1.898,0.399,1.103,0
-1.732,0.234,1.025,0
-1.469,-0.14,1.073,0
-1.461,-0.419,1.309,0
-1.623,-0.596,2.125,0
-1.832,-0.561,2.548,0
-2.265,-0.592,2.648,0
-2.573,-0.64,2.416,0
-2.465,-0.582,1.362,0
-2.163,-0.465,0.598,0
-1.724,-0.166,-0.689,0
-1.532,-0.118,-1.06,0
-1.232,-0.098,-1.098,0
-1.116,-0.068,-0.908,0
-1.065,-0.11,-0.286,0
-1.156,-0.203,0.024,0
-1.369,-0.401,0.421,0
-1.395,-0.471,0.401,0
-1.377,-0.391,0.122,0
-1.261,-0.212,-0.295,0
-0.887,0.048,-1.097,0
-0.674,0.201,-1.595,0
-0.524,0.408,-2.118,0
-0.563,0.51,-2.258,0
-0.718,0.647,-2.422,0
-0.912,0.676,-2.369,0
-1.262,0.584,-2.006,0
-1.444,0.563,-1.85,0
-1.686,0.523,-1.657,0
-1.748,0.529,-1.527,0
-1.633,0.645,-1.39,0
-1.491,0.723,-1.217,0
-1.409,0.547,-0.957,0
-1.398,0.521,-0.841,0
-1.272,0.584,-0.137,0
-1.119,0.619,0.381,0
-1.147,0.604,1.117,0
-1.329,0.575,1.447,0
-1.645,0.445,1.571,0
-1.763,0.363,1.294,0
-1.954,0.34,0.319,0
-1.998,0.346,-0.243,0
-1.797,0.412,-0.663,0
-1.585,0.494,-0.389,0
-1.587,0.47,-0.382,0
-1.312,0.59,1.209,0
-1.204,0.623,1.899,0
-1.206,0.611,1.992,0
-1.321,0.662,1.395,0
-1.376,0.645,0.621,0
-1.386,0.689,-0.578,0
-1.371,0.706,-0.918,1
-1.623,0.951,-0.881,0
-1.787,1.03,-0.663,0
-2.12,0.971,-0.333,0
-2.315,0.882,-0.184,0
-2.203,0.566,-0.171,0
-1.701,0.355,0.073,0
-0.547,0.051,1.255,0
-0.116,-0.032,2.287,0
-0.147,-0.269,4.099,0
-0.418,-0.157,5.115,0
-0.941,-0.131,5.45,0
-1.22,-0.072,4.48,0
-1.618,-0.035,1.592,0
-1.713,0.19,-0.082,0
-2.026,0.261,-1.933,0
-2.052,0.099,-2.844,0
-2.397,0.05,-3.857,0
-2.715,0.116,-3.901,0
-2.697,0.177,-2.934,0
-2.217,0.177,-2.016,0
-1.651,0.31,-0.602,0
-1.65,0.302,-0.059,0
-1.626,0.111,0.264,0
-1.634,0.151,0.32,0
-1.693,0.217,0.198,0
-1.696,0.175,-0.118,0
-1.69,0.189,-0.122,0
-1.926,0.195,-1.16,0
-2.036,0.255,-1.575,0
-2.095,0.291,-1.634,0
-2.228,0.474,-1.327,0
-2.24,0.611,-1.078,0
-2.08,0.813,-0.791,0
-1.96,0.945,-0.698,0
-1.815,1.12,-0.767,0
-1.793,1.162,-0.856,0
-1.789,1.114,-1.036,0
