accelX,accelY,accelZ,label
-2.076,-0.56,1.887,1
-1.803,-0.217,0.461,0
-1.456,-0.034,-0.466,0
-1.05,0.03,-1.003,0
-0.797,-0.185,-0.633,0
-0.697,-0.684,0.869,0
-0.565,-1.043,2.012,0
-0.389,-1.876,4.095,0
-0.464,-2.271,5.204,0
-0.577,-2.523,6.301,0
-0.773,-2.37,6.157,0
-0.853,-2.075,4.223,0
-0.738,-1.819,2.004,0
-0.873,-1.443,-1.134,0
-0.876,-1.342,-2.337,0
-0.966,-1.33,-3.43,0
-1.265,-1.312,-3.534,0
-1.696,-1.436,-2.57,0
-1.619,-1.598,-1.601,0
-1.036,-1.648,0.179,0
-0.642,-1.638,1.33,0
-0.373,-1.744,2.162,0
-0.32,-1.768,2.076,0
-0.54,-1.875,1.294,0
-0.656,-1.945,0.46,0
-0.693,-1.91,-0.61,0
-0.642,-1.802,-1.196,0
-0.541,-1.615,-1.824,0
-0.445,-1.476,-2.106,0
-0.474,-1.385,-2.083,0
-0.512,-1.32,-1.691,0
-0.402,-1.116,-1.095,0
-0.372,-1.007,-0.959,0
-0.569,-1.007,-1.006,0
-0.711,-1.054,-1.099,0
-0.884,-1.023,-1.315,0
-1.007,-1.025,-1.337,0
-1.007,-1.04,-1.33,0
-1.214,-1.236,-1.391,0
-1.316,-1.2,-0.946,0
-1.183,-1.18,-0.457,0
-0.867,-1.046,0.259,0
-0.844,-0.957,0.841,0
-0.905,-0.992,1.577,0
-0.945,-1.049,1.951,0
-0.867,-0.946,2.324,0
-0.916,-0.814,2.329,0
-0.868,-0.775,1.916,0
-0.826,-0.775,1.561,0
-0.86,-0.874,1.692,0
-0.877,-1.046,2.182,0
-0.973,-1.267,2.948,0
-1.023,-1.232,3.143,0
-1.353,-0.8,2.896,0
-1.382,-0.738,2.056,0
-0.861,-1.034,0.726,0
-0.508,-1.066,0.453,1
-0.286,-0.959,0.611,0
-0.166,-1.107,1.281,0
-0.494,-1.317,2.636,0
-0.644,-1.419,2.96,0
-0.548,-1.723,2.788,0
-0.405,-1.781,2.587,0
-0.355,-1.781,2.22,0
-0.497,-1.745,1.965,0
-0.709,-1.609,1.487,0
-0.771,-1.554,1.091,0
-0.778,-1.556,0.453,0
-0.739,-1.538,0.095,0
-0.526,-1.525,-0.293,0
-0.297,-1.584,-0.267,0
-0.1,-1.801,0.202,0
-0.024,-1.887,0.458,0
0.015,-2.171,0.856,0
0.045,-2.263,1.159,0
0.02,-2.225,1.154,0
0.052,-2.126,0.663,0
0.147,-1.954,-0.563,0
0.2,-1.726,-1.193,0
0.337,-1.466,-2.025,0
0.271,-1.401,-2.319,0
0.096,-1.162,-2.366,0
-0.022,-1.048,-2.291,0
-0.322,-1,-2.153,0
-0.601,-1.014,-1.898,0
-0.659,-0.894,-1.535,0
-0.526,-0.737,-1.209,0
-0.473,-0.534,-0.728,0
-0.401,-0.504,-0.609,0
-0.556,-0.519,-0.724,0
-0.67,-0.593,-0.833,0
-0.717,-0.643,-0.804,0
-0.661,-0.64,-0.559,0
-0.457,-0.612,0.165,0
-0.345,-0.652,0.768,0
-0.265,-0.659,1.389,0
-0.234,-0.64,1.99,0
-0.176,-0.648,2.895,0
-0.144,-0.655,2.962,0
-0.449,-0.691,2.169,0
-0.719,-0.828,1.344,0
-1.141,-0.972,0.985,0
-1.167,-0.969,1.153,0
-1.049,-0.885,1.654,0
-0.972,-0.891,2.157,0
-1.002,-0.867,2.754,0
-1.005,-0.902,2.772,1
-1.26,0.27,2.356,0
-0.995,0.478,1.301,0
-0.354,0.533,-0.26,0
-0.034,0.549,-1.098,0
0.159,0.497,-1.63,0
0.176,0.085,-1.123,0
0.322,-1.14,1.049,0
0.131,-1.728,2.628,0
-0.667,-2.593,5.474,0
-1.224,-2.973,6.954,0
-1.754,-2.9,7.48,0
-1.767,-2.454,5.908,0
-1.384,-2.041,2.34,0
-0.973,-1.647,0.148,0
-0.833,-0.984,-2.4,0
-0.832,-0.894,-3.208,0
-0.912,-0.901,-3.601,0
-0.934,-0.931,-3.329,0
-0.727,-1.193,-2.041,0
-0.5,-1.375,-0.989,0
-0.331,-1.606,0.326,0
-0.273,-1.768,1.162,0
-0.321,-1.885,1.57,0
-0.368,-1.854,1.159,0
-0.377,-1.827,-0.162,0
-0.367,-1.734,-0.921,0
-0.331,-1.607,-1.796,0
-0.317,-1.496,-2.166,0
-0.293,-1.384,-2.309,0
-0.307,-1.239,-2.048,0
-0.287,-1.073,-2.02,0
-0.388,-0.97,-2.004,0
-0.649,-0.948,-1.485,0
-0.817,-1.006,-1.361,0
-1.067,-1.082,-1.264,0
-1.198,-1.067,-1.005,0
-1.129,-1.038,-0.43,0
-0.87,-0.88,0.13,0
-0.744,-0.69,0.734,0
-0.817,-0.73,0.917,0
-1.068,-0.867,0.996,0
-1.271,-1,0.989,0
-1.338,-1.066,0.985,0
-1.194,-1.096,1.303,0
-1.06,-0.986,2.038,0
-0.966,-0.944,2.393,0
-0.867,-0.932,2.63,0
-0.691,-0.933,2.507,0
-0.502,-0.81,2.565,0
-0.235,-0.721,2.801,0
0.176,-0.745,2.893,0
0.129,-0.72,2.719,0
0.136,-0.763,2.74,0
-0.696,-0.01,1.494,1
-0.301,-0.034,0.31,0
0.004,-0.065,-0.343,0
0.291,-0.097,-0.533,0
0.309,-0.392,-0.01,0
-0.14,-0.974,1.55,0
-0.502,-1.416,2.945,0
-0.567,-1.868,4.312,0
-0.624,-2.007,4.84,0
-0.799,-2.16,5.163,0
-0.895,-2.097,5.004,0
-0.776,-1.834,3.875,0
-0.645,-1.7,2.689,0
-0.514,-1.566,1.166,0
-0.359,-1.354,0.066,0
-0.086,-1.154,-1.061,0
0.089,-1.17,-1.216,0
0.343,-1.477,-0.674,0
0.486,-1.622,-0.153,0
0.532,-1.742,0.43,0
0.357,-1.958,0.564,0
0.163,-2.196,0.42,0
0.043,-2.163,-0.052,0
0.034,-1.99,-0.815,0
0.051,-1.847,-1.474,0
0.234,-1.645,-2.231,0
0.359,-1.435,-2.47,0
0.376,-1.159,-2.59,0
0.239,-1.089,-2.518,0
-0.089,-1.062,-2.292,0
-0.403,-1.095,-1.983,0
-0.598,-1.07,-1.591,0
-0.631,-1.088,-1.531,0
-0.821,-1.052,-1.418,0
-0.923,-1.015,-1.374,0
-1.094,-1.001,-1.542,0
-1.056,-0.986,-1.649,0
-0.745,-0.83,-1.876,0
-0.403,-0.683,-1.676,0
-0.138,-0.572,-0.883,0
-0.13,-0.662,-0.017,0
-0.175,-0.872,1.289,0
-0.186,-0.954,2.308,0
-0.32,-1.035,3.013,0
-0.539,-0.962,3.052,0
-0.972,-1.004,2.821,0
-1.029,-1.075,2.493,0
-1.089,-1.014,1.963,0
-1.007,-0.87,1.755,0
-0.748,-0.839,1.728,0
-0.644,-0.795,2.083,0
-0.805,-0.893,2.696,0
-1.036,-0.737,2.915,0
-1.666,-0.04,2.627,0
-1.719,0.056,1.817,1
-1.429,-0.254,0.373,0
-1.025,-0.334,-0.988,0
-0.245,-0.232,-2.154,0
0.232,-0.188,-1.835,0
0.502,-0.388,0.116,0
0.413,-0.85,1.807,0
-0.054,-1.636,4.099,0
-0.589,-1.789,4.868,0
-0.612,-1.718,4.83,0
-1.626,-1.904,3.439,0
-1.409,-1.668,1.108,0
-1.183,-1.299,-0.291,0
-0.957,-0.97,-1.616,0
-0.865,-0.883,-2.04,0
-0.739,-0.938,-1.719,0
-0.616,-1.153,-1.029,0
-0.281,-1.587,0.462,0
-0.18,-1.795,1.324,0
-0.053,-2.081,2.751,0
-0.023,-2.126,3.186,0
-0.14,-2.123,2.422,0
-0.282,-2.082,1.207,0
-0.152,-1.907,-0.223,0
-0.076,-1.708,-1.366,0
-0.111,-1.571,-2.828,0
-0.063,-1.483,-3.433,0
-0.194,-1.358,-3.698,0
-0.29,-1.296,-3.552,0
-0.369,-1.115,-2.644,0
-0.365,-0.977,-1.811,0
-0.523,-0.876,-1.255,0
-0.604,-0.845,-1.045,0
-0.647,-0.75,-0.479,0
-0.681,-0.717,-0.442,0
-0.699,-0.68,-0.846,0
-0.605,-0.673,-1.043,0
-0.446,-0.611,-0.728,0
-0.373,-0.529,-0.074,0
-0.291,-0.601,0.877,0
-0.437,-0.836,1.634,0
-0.785,-0.996,2.657,0
-0.929,-1.057,3.239,0
-1.041,-1.199,3.712,0
-1.049,-1.218,3.679,0
-0.823,-1.118,2.815,0
-0.653,-1.048,2.261,0
-0.284,-0.953,1.424,0
-0.21,-0.93,1.325,0
-0.345,-0.789,1.501,0
-0.571,-0.507,1.732,0
-0.915,-0.107,1.422,0
-0.756,-0.079,0.876,1
-0.267,-0.237,0.204,0
-0.14,-0.294,-0.018,0
0.069,-0.499,0.219,0
0.005,-0.855,1.211,0
-0.134,-1.206,2.814,0
-0.14,-1.34,3.385,0
-0.027,-1.668,3.728,0
-0.297,-1.945,3.968,0
-0.916,-2.094,4.107,0
-1.13,-2.076,3.898,0
-1.151,-1.923,2.904,0
-1.06,-1.764,2.037,0
-0.733,-1.472,0.419,0
-0.586,-1.323,-0.612,0
-0.38,-1.299,-1.686,0
-0.147,-1.274,-1.797,0
0.471,-1.198,-1.38,0
0.662,-1.202,-0.894,0
0.764,-1.355,-0.104,0
0.681,-1.505,0.234,0
0.47,-1.676,0.661,0
0.322,-1.772,0.773,0
0.206,-1.806,0.612,0
0.169,-1.74,0.135,0
0.286,-1.665,-1.079,0
0.352,-1.588,-1.769,0
0.329,-1.496,-2.28,0
0.147,-1.512,-2.25,0
-0.07,-1.542,-2.011,0
-0.211,-1.513,-1.78,0
-0.451,-1.444,-1.295,0
-0.477,-1.354,-1.017,0
-0.472,-1.204,-1.123,0
-0.417,-1.07,-1.394,0
-0.26,-0.936,-1.713,0
-0.176,-0.808,-1.617,0
-0.162,-0.814,-1.614,0
-0.111,-0.648,-0.897,0
-0.096,-0.616,-0.266,0
0.007,-0.61,0.182,0
0.057,-0.71,0.843,0
0.181,-0.771,1.38,0
0.306,-0.777,2.011,0
0.208,-0.794,2.487,0
-0.261,-0.819,3.063,0
-0.477,-0.86,3.067,0
-0.644,-0.819,2.731,0
-0.597,-0.692,2.467,0
-0.319,-0.516,2.159,0
-0.177,-0.494,2.164,0
0.053,-0.502,2.069,0
0.059,-0.501,2.054,0
0.046,-0.554,2.081,0
-0.778,-0.097,1.384,1
-0.776,-0.146,1.408,0
-0.688,0.201,-0.473,0
0.035,0.35,-1.39,0
0.757,0.273,-1.225,0
1.32,-0.089,0.11,0
1.421,-0.471,1.61,0
1.279,-1.178,3.601,0
0.969,-1.785,4.744,0
-0.184,-2.382,5.787,0
-0.791,-2.529,5.638,0
-0.975,-2.229,3.42,0
-0.845,-1.972,1.651,0
-0.809,-1.443,-1.292,0
-0.729,-1.221,-2.576,0
-0.66,-1.08,-3.358,0
