accelX,accelY,accelZ,label
-0.847,1.053,4.326,1
-1.606,2.246,4.003,0
-1.682,2.246,2.344,0
-1.679,1.967,-0.074,0
-1.307,1.848,-1.368,0
-0.841,1.511,-1.956,0
-0.848,0.823,-0.407,0
-0.73,-0.367,3.663,0
-1.014,-1.078,6.244,0
-1.623,-1.947,9.269,0
-1.896,-1.909,9.729,0
-1.541,-1.367,7.152,0
-1.256,-0.924,3.704,0
-0.99,-0.286,-0.668,0
-0.612,-0.051,-2.615,0
-0.599,0.394,-4.759,0
-0.791,0.453,-5.59,0
-0.961,-0.002,-5.468,0
-0.845,-0.396,-4.8,0
-0.621,-0.771,-2.628,0
-0.641,-1.071,-0.431,0
-0.782,-1.527,2.14,0
-1.088,-1.7,3.431,0
-1.6,-1.692,3.407,0
-1.641,-1.654,3.395,0
-1.829,-1.599,0.39,0
-1.72,-1.389,-0.933,0
-1.707,-0.904,-2.559,0
-1.666,-0.829,-3.146,0
-1.81,-0.793,-3.715,0
-1.925,-0.648,-3.571,0
-1.72,-0.308,-2.444,0
-1.566,-0.144,-1.728,0
-1.314,0.175,-0.525,0
-1.026,0.435,0.061,0
-0.819,0.594,-0.128,0
-0.908,0.566,-0.547,0
-1.307,0.338,-1.135,0
-1.597,0.162,-1.294,0
-1.817,0.065,-1.045,0
-1.833,-0.031,-0.739,0
-1.735,-0.074,-0.229,0
-1.671,-0.078,0.351,0
-1.464,-0.081,1.058,0
-1.258,0.109,1.626,0
-1.086,0.457,2.402,0
-0.961,0.639,2.554,0
-0.822,0.732,2.388,0
-0.829,0.677,1.847,0
-0.871,0.475,1.363,0
-0.888,0.346,1.144,0
-0.873,0.279,1.053,0
-0.755,0.198,1.277,0
-1.183,0.383,1.27,0
-1.424,0.546,0.754,0
-1.196,0.456,-0.21,0
-0.763,0.435,-0.72,1
-0.252,0.582,-0.855,0
0.104,0.57,-0.227,0
0.251,0.31,1.353,0
-0.114,0.294,2.573,0
-0.546,0.043,3.736,0
-0.646,-0.022,3.498,0
-0.974,-0.108,2.087,0
-1.139,-0.21,1.158,0
-1.197,-0.377,0.286,0
-1.264,-0.405,0.255,0
-1.462,-0.807,0.705,0
-1.628,-1.045,0.953,0
-1.739,-1.302,1.094,0
-1.73,-1.502,1.029,0
-1.842,-1.819,0.848,0
-1.852,-1.791,0.659,0
-1.848,-1.773,0.652,0
-1.373,-1.502,-0.09,0
-1.083,-1.315,-0.595,0
-1.016,-1.16,-0.643,0
-0.882,-0.892,-0.576,0
-0.79,-0.652,-0.749,0
-0.685,-0.356,-1.419,0
-0.688,-0.249,-1.706,0
-0.768,-0.177,-1.783,0
-0.757,-0.07,-1.911,0
-0.761,0.042,-2.015,0
-0.771,0.097,-1.842,0
-0.768,0.097,-1.842,0
-1.081,0.212,-1.378,0
-1.352,0.143,-1.382,0
-1.479,0.062,-1.504,0
-1.669,0.074,-1.796,0
-1.62,0.138,-1.952,0
-1.401,0.183,-1.966,0
-1.409,0.165,-1.958,0
-0.887,0.345,-1.022,0
-0.905,0.334,-0.403,0
-0.98,0.309,0.436,0
-0.963,0.221,0.917,0
-1.031,0.265,1.316,0
-1.107,0.354,1.381,0
-1.23,0.284,0.89,0
-1.254,0.258,0.598,0
-1.18,0.372,0.556,0
-1.022,0.432,0.755,0
-1.053,0.422,1.411,0
-1.068,0.396,1.718,0
-0.948,0.435,1.989,0
-0.998,0.563,2.025,0
-1.472,1.195,1.2,0
-1.553,1.402,0.348,0
-1.222,1.375,-1.005,0
-1.128,1.389,-1.803,0
-0.785,1.243,-1.992,1
-0.549,1.026,-1.187,0
-0.426,0.364,1.122,0
-0.415,-0.151,3.184,0
-0.72,-1.065,5.907,0
-0.979,-1.284,7.179,0
-1.18,-1.319,7.742,0
