accelX,accelY,accelZ,label
0.286,1.263,0.873,1
-0.092,1.413,1.193,0
-0.296,1.563,1.065,0
-0.187,1.528,0.213,0
0.291,1.344,-0.504,0
1.518,1.211,-1.141,0
2.112,1.228,-0.594,0
2.104,0.601,1.207,0
1.665,0.215,2.376,0
0.611,-0.189,3.588,0
-0.089,-0.355,3.91,0
-0.061,-0.265,3.883,0
-0.723,-0.561,2.367,0
-0.436,-0.282,0.343,0
0,0.054,-0.718,0
0.425,0.387,-1.961,0
0.534,0.401,-2.275,0
0.632,0.173,-2.407,0
0.704,0.111,-2.47,0
0.658,0.09,-2.369,0
0.609,0.125,-2.135,0
0.669,0.215,-1.796,0
0.803,0.353,-1.774,0
1.018,0.695,-1.944,0
1.063,0.912,-2.067,0
0.984,1.059,-2.169,0
0.914,1.068,-2.249,0
0.583,1.107,-2.215,0
0.348,1.135,-2.188,0
0.037,1.175,-2.392,0
-0.087,1.201,-2.598,0
-0.087,1.271,-2.858,0
0.039,1.335,-2.884,0
0.264,1.343,-2.81,0
0.391,1.374,-2.608,0
0.673,1.447,-1.692,0
0.816,1.444,-0.817,0
0.81,1.285,0.525,0
0.688,1.153,0.977,0
0.335,0.908,1.129,0
0.054,0.774,0.939,0
-0.327,0.649,0.44,0
-0.441,0.631,0.21,0
-0.263,0.787,-0.029,0
-0.185,0.97,0.074,0
-0.005,1.185,0.677,0
0.136,1.262,1.15,0
0.207,1.264,1.856,0
0.302,1.213,2.162,0
0.41,1.218,2.289,0
0.456,1.342,1.919,0
0.513,1.332,1.068,0
0.505,1.173,0.763,0
0.294,1.082,0.485,1
0.029,1.171,0.423,0
-0.409,1.337,0.364,0
-0.665,1.466,0.271,0
-0.703,1.688,-0.093,0
-0.26,1.522,-0.503,0
0.612,1.001,-0.87,0
0.736,0.568,-0.158,0
0.698,-0.3,2.077,0
0.505,-0.667,3.488,0
-0.505,-1.294,4.847,0
-1.253,-1.387,4.815,0
-1.584,-1.111,3.236,0
-1.104,-0.744,1.792,0
-0.177,0.133,-0.584,0
0.319,0.612,-1.754,0
0.816,1.076,-2.304,0
1.028,1.223,-1.949,0
1.15,1.177,-0.857,0
0.961,0.978,-0.207,0
0.493,0.36,0.619,0
0.227,0.009,0.806,0
-0.099,-0.301,0.355,0
-0.08,-0.228,-0.216,0
0.158,-0.004,-1.323,0
0.376,0.131,-1.883,0
0.459,0.305,-2.317,0
0.396,0.41,-2.289,0
0.178,0.358,-1.925,0
-0.013,0.266,-1.666,0
-0.321,0.172,-1.431,0
-0.473,0.135,-1.39,0
-0.594,0.085,-1.585,0
-0.568,0.139,-1.767,0
-0.416,0.412,-1.912,0
-0.255,0.594,-1.901,0
-0.017,0.824,-1.698,0
0.072,0.852,-1.536,0
0.025,0.798,-1.188,0
-0.042,0.727,-0.995,0
-0.155,0.616,-0.747,0
-0.255,0.593,-0.514,0
-0.36,0.566,-0.24,0
-0.41,0.595,-0.249,0
-0.543,0.74,-0.277,0
-0.523,0.824,-0.279,0
-0.36,0.892,-0.04,0
-0.204,0.921,0.161,0
0.17,0.892,0.605,0
0.412,0.86,1.008,0
0.779,0.562,1.896,0
0.766,0.36,2.21,0
0.307,0.139,1.994,0
-0.065,0.119,1.639,0
-0.738,0.196,1.034,0
-0.924,0.312,0.807,0
-0.821,0.79,0.57,0
-0.756,1.209,0.599,0
-0.736,1.195,0.603,1
-0.108,2.301,0.399,0
0.701,2.438,-0.531,0
1.237,2.113,-1.011,0
2.004,1.284,-0.485,0
2.2,0.768,0.708,0
1.668,-0.134,3.381,0
0.95,-0.474,4.593,0
-0.345,-0.798,5.642,0
-0.77,-0.886,5.448,0
-0.802,-0.852,2.884,0
-0.483,-0.635,1,0
-0.403,-0.623,0.994,0
0.244,-0.165,-2.531,0
0.154,-0.209,-2.553,0
0.113,-0.347,-1.792,0
0.161,-0.48,-0.333,0
0.143,-0.278,0.229,0
0.23,-0.057,0.343,0
0.273,-0.023,-0.134,0
0.55,0.283,-1.697,0
0.748,0.487,-2.599,0
1.118,0.784,-3.511,0
1.23,0.903,-3.439,0
1.156,1.049,-2.931,0
1.088,1.141,-2.554,0
0.91,1.124,-1.634,0
0.75,0.953,-1.266,0
0.366,0.72,-1.059,0
0.048,0.702,-1.245,0
-0.134,0.635,-1.675,0
-0.164,0.569,-1.764,0
-0.161,0.583,-1.455,0
-0.04,0.655,-1.173,0
0.329,0.768,-0.72,0
0.399,0.798,-0.445,0
0.328,0.69,-0.248,0
0.214,0.597,-0.255,0
0.169,0.586,-0.265,0
0.271,0.605,-0.298,0
0.255,0.745,-0.121,0
0.207,0.779,0.195,0
0.246,0.892,0.482,0
0.284,0.997,0.508,0
0.27,1.195,0.406,0
0.314,1.267,0.247,0
0.312,1.347,0.051,0
0.297,1.327,0.104,0
0.185,1.229,0.354,0
0.13,1.104,0.554,0
0.118,0.976,1.014,0
0.036,0.954,1.369,0
-0.317,1.206,1.775,0
-0.272,1.364,1.792,0
0.06,1.436,0.849,1
0.005,1.435,0.04,0
-0.405,1.429,-0.943,0
-0.797,1.398,-1.317,0
-1.101,1.198,-1.405,0
-1.122,0.892,-1.181,0
-0.94,0.165,-0.182,0
-0.689,-0.243,0.804,0
-0.02,-0.551,3.068,0
0.276,-0.643,4.544,0
0.57,-0.858,4.904,0
0.519,-0.885,3.965,0
0.505,-0.871,3.96,0
0.086,-0.704,0.012,0
-0.153,-0.546,-1.325,0
-0.322,-0.484,-1.579,0
-0.559,-0.387,-1.526,0
-0.643,-0.337,-1.206,0
-0.591,-0.301,-0.383,0
-0.523,-0.242,-0.085,0
-0.497,-0.26,-0.104,0
-0.475,-0.304,-0.412,0
-0.478,-0.296,-0.415,0
0.013,-0.141,-2.091,0
0.222,0.124,-2.676,0
0.297,0.159,-2.671,0
0.304,0.176,-2.677,0
-0.155,0.121,-1.194,0
-0.539,0.028,-0.254,0
-0.745,-0.063,-0.089,0
-1.039,-0.092,-0.517,0
-1.109,0.007,-1.01,0
-0.99,0.351,-1.649,0
-0.761,0.548,-1.874,0
-0.291,0.744,-1.916,0
-0.129,0.838,-1.765,0
0.052,0.877,-1.164,0
0.011,0.803,-0.846,0
-0.301,0.653,-0.276,0
-0.544,0.53,-0.109,0
-0.909,0.36,-0.268,0
-0.994,0.412,-0.626,0
-0.91,0.542,-1.2,0
-0.721,0.6,-1.368,0
-0.467,0.696,-1.08,0
-0.448,0.704,-1.083,0
-0.228,0.924,0.247,0
-0.366,0.922,0.48,0
-0.86,0.657,0.483,0
-1.154,0.485,0.409,0
-1.423,0.27,0.405,0
-1.452,0.238,0.703,0
-1.446,0.228,0.706,0
-1.146,0.422,1.777,0
-0.93,0.599,1.821,0
-0.858,0.839,1.824,0
-0.645,0.989,1.417,0
-0.54,0.849,0.795,0
