accelX,accelY,accelZ,label
1.469,1.026,1.862,1
1.504,0.454,1.615,1
1.252,0.373,1.738,1
1.183,0.388,2.078,1
1.337,0.316,2.295,1
1.587,0.365,2.267,1
1.899,0.284,1.967,1
2.489,0.071,1.674,1
2.818,-0.045,1.669,1
2.766,-0.038,1.697,1
2.547,0.036,1.636,1
2.224,-0.009,1.339,1
2.091,-0.011,0.966,1
2.12,-0.034,0.382,1
2.18,0.015,-0.043,1
2.324,0.058,-0.564,1
2.549,0.07,-0.806,1
2.841,0.071,-1.053,1
2.922,-0.034,-0.998,1
2.853,-0.329,-0.55,1
2.689,-0.582,-0.116,1
2.284,-0.904,0.344,0
1.937,-1.083,0.428,0
1.6,-1.237,0.357,0
1.527,-1.22,0.099,0
1.875,-0.992,-0.515,0
2.294,-0.641,-1.102,0
2.659,-0.234,-1.723,0
2.594,-0.125,-1.75,0
2.231,-0.086,-1.663,0
1.768,-0.163,-1.502,0
1.276,-0.249,-1.349,0
1.137,-0.287,-1.146,0
1.101,-0.173,-0.822,0
1.245,-0.043,-0.828,0
1.548,0.214,-1.078,0
1.669,0.371,-1.162,0
1.74,0.508,-1.294,0
1.922,0.525,-1.377,0
1.986,0.619,-1.403,0
1.986,0.642,-1.059,0
2.018,0.585,-0.31,0
2.033,0.482,0.104,0
1.957,0.387,0.723,0
1.796,0.398,1.153,0
1.442,0.305,1.623,0
1.239,0.279,1.877,0
1.171,0.36,2.189,0
1.252,0.419,2.334,0
1.406,0.499,2.353,0
1.472,0.59,2.305,0
1.637,0.597,2.075,0
1.666,0.616,2.014,0
1.124,1.028,1.954,0
0.83,1.269,1.649,1
0.851,1.235,1.671,1
0.796,1.13,0.191,1
0.631,1.08,0.022,1
0.6,1.012,0.284,1
0.789,0.781,0.866,1
1.28,0.467,1.503,1
2.032,0.045,2.567,1
2.453,-0.153,3.315,1
2.552,-0.348,3.973,1
2.335,-0.341,3.695,1
2.138,-0.239,2.022,1
1.818,-0.309,0.293,1
1.419,-0.437,-1.637,1
1.326,-0.532,-2.434,1
1.017,-0.671,-2.698,1
0.767,-0.675,-2.457,1
0.847,-0.632,-1.565,1
1.165,-0.642,-0.809,1
1.834,-0.594,0.325,1
2.166,-0.507,0.98,1
2.437,-0.546,1.445,0
2.341,-0.619,1.199,0
2.03,-0.754,0.405,0
1.796,-0.874,-0.35,0
1.548,-0.93,-1.371,0
1.501,-0.867,-2.083,0
1.646,-0.631,-2.677,0
1.721,-0.48,-2.62,0
1.792,-0.342,-2.208,0
1.885,-0.178,-1.846,0
1.979,0.007,-1.357,0
1.938,0.089,-1.023,0
1.638,0.044,-0.901,0
1.497,-0.018,-1.09,0
1.289,-0.105,-1.532,0
1.175,-0.146,-1.691,0
1.095,-0.156,-1.598,0
1.124,-0.095,-1.114,0
1.184,-0.005,-0.069,0
1.262,0.13,0.602,0
1.39,0.254,0.966,0
1.552,0.323,0.892,0
1.754,0.427,0.873,0
1.92,0.417,0.945,0
1.916,0.486,1.085,0
1.778,0.536,1.488,0
1.58,0.565,2.141,0
1.538,0.487,2.434,0
1.472,0.323,2.618,0
1.525,0.238,2.585,0
1.494,0.317,2.255,0
1.314,0.463,1.857,1
0.857,0.902,0.826,1
0.784,0.884,0.058,1
1.158,0.734,-0.699,1
1.346,0.76,-0.718,1
1.556,0.834,-0.389,1
1.995,0.633,0.092,1
2.264,0.371,0.997,1
2.121,0.13,1.826,1
2.026,-0.358,2.569,1
2.083,-0.601,2.773,1
1.979,-0.557,2.776,1
1.895,-0.402,2.626,1
1.942,-0.256,2.146,1
2.007,-0.191,1.523,1
2.148,-0.115,0.599,1
2.237,-0.068,0.05,1
2.174,-0.074,-0.132,1
2.168,-0.116,-0.063,1
2.198,-0.309,0.118,1
2.245,-0.417,0.284,1
2.255,-0.372,0.268,0
2.301,-0.457,0.211,0
2.39,-0.452,-0.504,0
2.562,-0.418,-1.09,0
2.745,-0.363,-1.658,0
2.725,-0.335,-1.674,0
2.575,-0.333,-1.344,0
2.392,-0.352,-1.173,0
2.082,-0.323,-1.021,0
1.888,-0.239,-0.883,0
1.807,-0.092,-0.876,0
1.836,0.063,-1.209,0
1.882,0.318,-1.874,0
1.924,0.446,-2.311,0
2.076,0.576,-2.655,0
2.06,0.667,-2.692,0
1.968,0.726,-2.458,0
1.956,0.729,-1.996,0
1.95,0.73,-1.998,0
2.011,0.761,-0.742,0
2.005,0.802,0.008,0
2.061,0.813,0.698,0
2.158,0.844,1.616,0
2.178,0.839,2.044,0
2.177,0.92,2.074,0
2.06,0.884,1.94,0
1.953,0.683,1.772,0
1.9,0.545,1.853,0
1.641,0.525,2.292,0
1.475,0.481,2.538,0
1.36,0.501,2.668,0
1.475,0.534,2.615,0
1.632,0.591,2.163,0
1.684,0.592,1.831,0
1.343,1.036,1.221,0
1.009,1.469,0.741,0
1.023,1.402,0.774,1
1.091,1.475,-0.538,1
1.255,1.505,-0.808,1
1.353,1.496,-0.75,1
1.697,1.069,-0.363,1
2.121,0.587,0.15,1
2.371,-0.176,1.651,1
2.414,-0.768,3.152,1
2.008,-1.269,4.77,1
1.553,-1.08,5.327,1
1.458,-0.834,4.44,1
1.626,-0.7,2.447,1
1.572,-0.523,-0.436,1
1.564,-0.348,-2.11,1
1.679,-0.202,-3.109,1
1.63,-0.106,-2.976,1
1.486,-0.29,-1.816,1
1.587,-0.571,-0.634,1
1.784,-0.752,0.673,1
1.795,-0.949,1.152,1
1.566,-1.186,0.913,1
1.332,-1.274,0.316,0
1.273,-1.25,-0.618,0
1.363,-1.207,-1.119,0
1.489,-0.998,-1.849,0
1.555,-0.879,-2.3,0
1.536,-0.636,-2.671,0
1.592,-0.549,-2.659,0
1.724,-0.374,-2.266,0
1.749,-0.207,-1.957,0
1.685,-0.064,-1.835,0
1.571,0.012,-1.933,0
1.562,0.009,-1.933,0
1.131,0.032,-2.023,0
0.978,0.08,-1.84,0
0.955,0.126,-1.48,0
1.061,0.262,-1.096,0
1.183,0.377,-0.956,0
1.166,0.421,-0.701,0
1.082,0.408,-0.459,0
1.195,0.434,0.141,0
1.415,0.598,0.646,0
1.563,0.643,1.211,0
1.532,0.592,1.538,0
1.344,0.558,1.832,0
1.11,0.523,2.2,0
1.002,0.443,2.727,0
1.149,0.528,2.889,0
1.503,0.69,2.64,0
1.749,0.771,2.271,0
1.934,0.955,1.801,0
1.816,1.129,1.58,0
1.255,1.565,1.133,0
1.287,1.305,0.503,0
1.635,0.854,-0.238,1
1.639,0.784,-0.013,1
1.521,0.51,1.032,1
1.444,0.16,2.069,1
1.176,-0.285,3.087,1
1.021,-0.492,3.184,1
1.087,-0.781,3.129,1
1.304,-0.842,3.136,1
1.548,-0.632,3.191,1
1.593,-0.366,2.864,1
1.589,-0.141,1.778,1
1.55,-0.155,0.699,1
1.427,-0.28,-0.511,1
1.457,-0.286,-1.125,1
1.542,-0.295,-1.305,1
1.646,-0.359,-1.071,1
1.835,-0.482,-0.527,1
2.043,-0.472,-0.282,1
2.218,-0.515,-0.148,1
2.273,-0.561,-0.091,1
2.329,-0.555,-0.163,1
2.349,-0.519,-0.345,0
2.312,-0.448,-0.548,0
2.215,-0.398,-0.667,0
2.237,-0.38,-0.669,0
1.837,-0.294,-1.363,0
1.572,-0.275,-1.768,0
1.494,-0.14,-1.88,0
1.447,-0.036,-2.026,0
1.533,0.06,-2.175,0
1.613,0.247,-2.322,0
1.726,0.371,-2.425,0
1.723,0.511,-2.326,0
1.619,0.556,-2.102,0
1.612,0.707,-1.704,0
1.691,0.854,-1.464,0
1.797,0.971,-1.237,0
1.896,1.001,-1.126,0
1.886,0.947,-0.706,0
1.881,0.915,-0.141,0
1.979,0.834,0.455,0
1.978,0.789,0.647,0
1.918,0.756,0.909,0
1.871,0.749,1.158,0
1.724,0.878,1.456,0
1.585,0.855,1.606,0
1.53,0.721,1.623,0
1.51,0.583,1.593,0
1.482,0.576,1.929,0
1.445,0.56,2.446,0
1.352,0.442,3.231,0
1.358,0.449,3.51,0
0.942,0.931,3.401,0
0.729,1.265,2.513,0
0.731,1.323,0.666,1
0.792,1.347,-0.679,1
0.849,1.468,-1.752,1
1.003,1.507,-1.789,1
1.613,1.062,-0.835,1
1.907,0.635,0.082,1
