accelX,accelY,accelZ,label
0.574,-0.85,2.015,1
0.397,-0.587,1.327,0
0.741,-0.592,0.815,0
1.199,-0.406,0.436,0
1.547,-0.465,0.603,0
2,-0.934,1.922,0
2.174,-1.597,3.389,0
2.022,-2.598,5.417,0
1.572,-3.23,6.922,0
0.777,-3.988,8.393,0
0.16,-4.194,8.555,0
-0.197,-3.951,6.08,0
-0.027,-3.605,4.01,0
0.17,-3.119,0.627,0
0.275,-2.891,-0.992,0
0.48,-2.482,-2.685,0
0.52,-2.253,-3.193,0
0.63,-2.18,-3.072,0
0.823,-2.401,-2.256,0
1.219,-2.592,-1.027,0
1.354,-2.707,-0.23,0
1.398,-3.05,0.914,0
1.259,-3.193,1.321,0
0.794,-3.307,1.169,0
0.463,-3.41,0.55,0
0.387,-3.431,-0.256,0
0.544,-3.232,-0.807,0
0.879,-2.733,-1.27,0
1.036,-2.404,-1.227,0
1.19,-2.062,-1.195,0
1.189,-2.063,-1.195,0
1.001,-1.752,-1.647,0
0.855,-1.685,-1.824,0
0.863,-1.749,-2.321,0
0.869,-1.754,-2.37,0
0.744,-1.834,-1.99,0
0.843,-1.773,-1.354,0
1.06,-1.525,-0.183,0
1.155,-1.501,0.694,0
1.036,-1.624,1.532,0
0.813,-1.664,1.775,0
0.63,-1.674,1.991,0
0.684,-1.704,2.013,0
0.823,-1.785,1.877,0
0.871,-1.884,1.99,0
0.824,-1.888,2.41,0
0.72,-1.875,2.851,0
0.642,-1.795,3.527,0
0.625,-1.703,3.799,0
0.832,-1.675,3.549,0
0.936,-1.671,3.008,0
1.067,-1.576,2.003,0
1.062,-1.478,1.808,0
1.075,-1.515,1.832,0
0.453,-0.928,1.335,0
0.58,-0.938,0.799,1
0.9,-0.998,0.524,0
1.253,-0.914,0.747,0
1.593,-1.054,1.58,0
2.045,-1.41,3.487,0
1.828,-1.71,4.863,0
1.358,-2.11,5.519,0
1.104,-2.407,5.346,0
0.793,-2.767,4.538,0
0.66,-2.707,3.769,0
0.813,-2.389,2.684,0
0.904,-2.275,2.139,0
0.839,-2.255,1.311,0
0.768,-2.244,0.852,0
0.727,-2.193,0.281,0
0.754,-2.199,-0.108,0
0.978,-2.254,-0.229,0
1.295,-2.291,-0.179,0
1.309,-2.279,-0.184,0
1.816,-2.344,-0.293,0
1.92,-2.435,-0.333,0
1.934,-2.496,-0.168,0
1.776,-2.649,-0.027,0
1.476,-2.676,-0.003,0
1.187,-2.681,-0.094,0
1.028,-2.687,-0.308,0
0.878,-2.504,-0.749,0
0.864,-2.318,-1.158,0
0.907,-2.094,-1.734,0
0.923,-1.926,-1.865,0
1.242,-1.611,-1.792,0
