accelX,accelY,accelZ,label
-0.27,-0.745,1.157,1
-0.192,-0.9,1.62,1
0.135,-0.876,1.802,1
0.21,-1.022,1.837,1
-1.62,-3.185,1.452,1
0.525,-0.443,1.663,1
1.241,0.194,2.419,1
0.248,-1.253,2.376,1
-0.163,-1.637,2.601,1
0.069,-1.627,3.124,1
-0.226,-1.573,2.324,1
-0.584,-1.256,0.64,1
-0.178,-0.768,-0.458,1
0.095,-0.55,-0.398,1
-0.03,-0.346,-1.351,1
0.198,0.008,-1.493,1
0.583,0.229,-1.703,1
0.532,0.198,-0.573,1
0.549,-0.19,0.291,1
0.499,-0.159,0.276,1
-0.158,-1.602,1.544,1
-0.355,-1.828,1.672,0
-0.1,-1.649,0.886,0
0.294,-1.307,-0.503,0
0.264,-1.357,-1.281,0
0.371,-0.742,-1.274,0
0.71,-0.4,-1.183,0
1.162,-0.126,-1.358,0
0.999,-0.122,-1.358,0
0.432,-0.46,-1.071,0
0.062,-0.89,-0.847,0
0.002,-0.92,-1.042,0
-0.022,-0.658,-1.34,0
0.177,-0.301,-1.837,0
0.435,-0.13,-1.979,0
0.726,0.024,-1.462,0
0.766,0.007,-1.392,0
0.425,0.232,-2.069,0
0.454,0.197,-1.501,0
0.588,0.07,-0.661,0
0.569,-0.004,-0.053,0
0.592,-0.278,0.296,0
0.386,-0.305,0.314,0
0.337,-0.142,0.165,0
0.544,0.032,0.109,0
0.836,0.269,0.119,0
0.791,0.241,0.505,0
0.77,0.083,1.042,0
0.639,-0.005,1.381,0
0.476,-0.154,1.924,0
0.541,-0.338,2.409,0
0.595,-0.446,2.796,0
0.549,-0.429,3.013,0
0.018,-0.323,2.731,0
-0.574,-0.333,1.925,0
-0.688,-0.352,0.082,0
-0.324,-0.113,-0.876,1
0.164,0.145,-0.698,1
0.539,0.463,0.152,1
0.735,0.409,1.464,1
0.682,0.05,2.264,1
0.616,-0.679,3.334,1
0.524,-1.319,3.879,1
0.351,-2.13,4.741,1
0.525,-1.978,4.631,1
0.836,-1.568,2.843,1
0.736,-1.295,1.022,1
0.759,-1.289,1.02,1
0.154,-0.954,-1.686,1
-0.242,-0.91,-1.94,1
-0.49,-0.945,-1.877,1
-0.694,-1.132,-1.298,1
-0.576,-1.346,-0.686,1
-0.146,-1.453,0.099,1
0.275,-1.325,0.489,1
0.738,-1.2,0.5,1
