accelX,accelY,accelZ,label
-0.093,0.825,1.568,1
-0.524,0.903,1.052,1
-0.632,0.969,0.123,1
-0.403,1.174,-0.625,1
0.155,1.351,-0.732,1
0.306,1.358,-0.137,1
0.75,1.156,0.589,1
0.693,0.553,1.411,1
0.403,-0.265,2.575,1
0.161,-0.892,3.556,1
-0.268,-1.575,4.592,1
-0.502,-1.657,4.431,1
-0.279,-1.3,2.428,1
-0.113,-0.861,0.53,1
-0.035,-0.56,-1.071,1
-0.074,-0.361,-1.65,1
-0.076,-0.063,-1.999,1
0.002,0.043,-1.642,1
0.145,0.12,-1.036,1
0.252,-0.008,-0.813,1
0.197,-0.316,-0.612,1
0.252,-0.451,-0.585,0
0.328,-0.625,-0.369,0
0.388,-0.728,-0.331,0
0.363,-0.735,-0.257,0
0.249,-0.732,-0.285,0
0.147,-0.693,-0.769,0
0.156,-0.604,-1.174,0
0.202,-0.385,-1.636,0
0.206,-0.269,-1.698,0
0.232,-0.268,-1.645,0
0.26,-0.145,-1.614,0
0.295,-0.057,-1.503,0
0.247,-0.012,-1.494,0
0.042,-0.012,-1.587,0
-0.05,0.05,-1.725,0
-0.047,0.047,-1.724,0
-0.208,0.163,-1.735,0
-0.172,0.258,-1.783,0
-0.186,0.372,-1.559,0
-0.281,0.357,-1.246,0
-0.306,0.378,-1.079,0
-0.309,0.46,-0.848,0
-0.301,0.377,-0.631,0
-0.447,0.21,0.283,0
-0.504,0.233,1.012,0
-0.443,0.334,1.477,0
-0.507,0.304,1.518,0
-0.649,0.237,1.637,0
-0.674,0.157,1.873,0
-0.685,0.147,1.876,0
-0.417,0.068,2.8,0
-0.31,-0.012,3.139,0
0.014,0.245,2.919,0
-0.061,0.906,2.444,0
0.056,1.071,1.535,1
0.125,1.186,0.439,1
0.066,1.155,-0.196,1
-0.237,0.845,-0.233,1
-0.209,0.839,-0.23,1
-0.702,0.244,1.327,1
-0.638,0.017,1.817,1
-0.516,-0.158,2.042,1
-0.305,-0.333,2.188,1
-0.09,-0.454,2.363,1
0.013,-0.461,2.36,1
0.177,-0.362,1.772,1
0.255,-0.275,1.027,1
0.262,-0.268,-0.114,1
0.22,-0.308,-0.558,1
0.093,-0.429,-0.998,1
0.104,-0.488,-1.17,1
0.164,-0.562,-1.28,1
0.196,-0.56,-1.327,1
0.484,-0.446,-1.534,1
0.642,-0.468,-1.575,1
0.473,-0.725,-0.955,0
0.501,-0.788,-0.512,0
0.506,-0.836,-0.323,0
0.409,-0.829,-0.472,0
0.266,-0.784,-0.734,0
0.253,-0.63,-1.091,0
0.235,-0.394,-1.643,0
0.235,-0.233,-1.909,0
0.241,-0.027,-1.94,0
0.263,0.104,-1.846,0
0.367,0.209,-1.635,0
0.37,0.274,-1.434,0
0.387,0.29,-1.085,0
0.493,0.396,-0.978,0
0.532,0.503,-1.04,0
0.406,0.481,-1.221,0
0.143,0.388,-1.404,0
0.059,0.39,-1.398,0
0.282,0.411,-1.194,0
0.232,0.357,-0.765,0
0.033,0.319,-0.081,0
-0.081,0.215,0.136,0
-0.279,0.211,0.523,0
-0.285,0.275,0.571,0
-0.241,0.332,0.528,0
-0.288,0.325,0.821,0
-0.19,0.294,1.06,0
-0.303,0.157,1.179,0
-0.354,0.1,1.785,0
-0.228,0.081,2.091,0
-0.231,0.052,2.099,0
0.057,0.345,1.777,0
-0.273,0.83,1.006,0
-0.392,1.062,0.382,0
-0.226,1.316,-0.38,1
-0.016,1.551,-0.698,1
-0.133,1.59,-0.265,1
-0.141,1.426,0.205,1
0.017,0.638,1.681,1
0.055,-0.162,3.011,1
-0.201,-1.106,4.822,1
-0.575,-1.929,6.216,1
-0.745,-2.413,6.717,1
-0.679,-2.263,5.676,1
-0.353,-1.643,2.472,1
-0.161,-1.118,0.309,1
0.169,-0.629,-2.014,1
0.253,-0.301,-2.961,1
0.013,-0.169,-3.171,1
-0.261,-0.14,-2.646,1
-0.136,-0.141,-1.989,1
-0.019,-0.257,-1.35,1
-0.052,-0.237,-1.359,1
-0.019,-0.695,-0.847,1
-0.094,-0.971,-0.927,1
-0.065,-1.008,-0.924,0
-0.119,-1.135,-1.044,0
-0.142,-1.12,-1.267,0
0.002,-0.939,-1.695,0
-0.009,-0.811,-1.952,0
-0.001,-0.706,-2.058,0
-0.051,-0.561,-2.03,0
-0.018,-0.361,-1.991,0
