accelX,accelY,accelZ,label
0.348,0.005,3.867,1
0.33,-0.027,3.874,1
0.958,-0.29,1.612,1
1.231,-0.193,1.323,1
1.449,-0.089,1.758,1
1.211,0.093,2.706,1
1.229,0.046,2.851,1
1.74,-0.316,2.606,1
1.932,-0.637,2.461,1
1.791,-1.21,3.133,1
1.57,-1.521,3.731,1
1.059,-1.857,3.914,1
0.633,-1.932,3.332,1
0.521,-1.859,1.42,1
0.638,-1.642,0.203,1
0.945,-1.042,-1.429,1
1.243,-0.722,-2.164,1
1.667,-0.369,-3.2,1
1.894,-0.212,-3.631,1
2.264,-0.138,-3.761,1
2.202,-0.295,-3.127,1
1.928,-0.77,-1.684,0
1.775,-1.18,-0.611,0
1.404,-1.584,0.447,0
1.127,-1.65,0.901,0
1.028,-1.638,1.076,0
1.139,-1.483,0.742,0
1.501,-0.984,-0.433,0
1.743,-0.683,-1.362,0
1.918,-0.323,-2.177,0
1.876,-0.149,-2.501,0
1.647,-0.068,-2.561,0
1.476,-0.076,-2.303,0
1.236,-0.091,-1.602,0
1.139,-0.12,-1.248,0
0.955,-0.156,-0.971,0
0.922,-0.108,-1.006,0
1.185,0.037,-1.25,0
1.444,0.192,-1.511,0
1.629,0.407,-1.514,0
1.797,0.479,-1.341,0
1.706,0.401,-0.829,0
1.544,0.316,-0.387,0
1.323,0.168,0.423,0
1.287,0.166,0.88,0
0.92,0.194,1.26,0
0.694,0.14,1.048,0
0.624,0.083,0.393,0
0.719,0.137,-0.031,0
1.021,0.353,0.172,0
1.284,0.41,0.783,0
1.079,0.268,1.949,0
0.805,0.084,2.496,0
0.622,-0.128,3.154,0
0.498,-0.148,3.643,0
0.47,-0.196,3.652,1
-0.265,0.487,3.159,1
-0.559,0.798,0.92,1
-0.44,0.848,-0.516,1
0.247,1.024,-1.757,1
0.708,1.289,-1.771,1
1.305,1.409,-0.605,1
1.656,0.948,0.663,1
2.026,-0.458,3.249,1
1.772,-1.196,5.592,1
1.311,-1.972,8.156,1
0.755,-2.418,8.662,1
0.135,-2.449,6.144,1
0.069,-2.16,3.629,1
0.155,-1.579,-0.247,1
0.271,-1.38,-1.984,1
0.385,-0.955,-3.689,1
0.35,-0.647,-3.958,1
0.226,-0.419,-3.496,1
0.385,-0.438,-2.713,1
0.755,-0.655,-1.155,1
1.004,-0.804,-0.179,0
1.051,-1.082,0.266,0
0.91,-1.259,0.086,0
0.623,-1.455,-0.438,0
0.592,-1.43,-0.816,0
0.734,-1.301,-1.451,0
0.885,-1.119,-1.77,0
1.13,-0.782,-1.915,0
1.245,-0.513,-1.857,0
1.344,-0.323,-1.848,0
1.186,-0.278,-1.721,0
0.854,-0.346,-1.331,0
0.712,-0.39,-1.202,0
0.499,-0.365,-1.295,0
0.45,-0.302,-1.463,0
0.521,-0.239,-1.7,0
0.587,-0.204,-1.601,0
0.571,-0.145,-1.218,0
0.639,-0.196,-0.899,0
0.603,-0.307,-0.152,0
0.483,-0.417,0.308,0
0.359,-0.54,1.156,0
0.306,-0.597,1.469,0
0.365,-0.638,1.447,0
0.441,-0.606,1.242,0
0.539,-0.415,1.025,0
0.684,-0.328,0.7,0
0.735,-0.107,0.509,0
0.864,-0.011,0.617,0
1.028,-0.166,1.089,0
1.114,-0.367,1.588,0
1.182,-0.763,2.455,0
1.035,-0.781,3.028,0
0.766,-0.637,3.095,0
0.535,-0.313,2.256,0
0.72,0.01,0.718,0
0.96,-0.057,-0.17,0
1.323,0.125,-0.306,1
1.499,0.148,0.224,1
1.405,-0.12,1.385,1
1.058,-0.245,2.122,1
0.769,-0.689,2.577,1
0.91,-1.04,2.288,1
1.08,-1.393,2.009,1
1.154,-1.441,2.378,1
1.141,-1.452,3.071,1
0.974,-1.495,3.172,1
0.643,-1.703,2.707,1
0.538,-1.783,2.12,1
0.476,-1.739,0.939,1
0.655,-1.591,0.247,1
0.988,-1.421,-0.463,1
1.236,-1.281,-0.76,1
1.574,-1.07,-0.908,1
1.901,-0.93,-0.873,1
2.082,-0.821,-0.683,1
2.03,-0.803,-0.471,1
1.939,-0.782,-0.306,1
1.789,-0.793,-0.417,0
1.547,-0.716,-0.749,0
1.518,-0.617,-1.051,0
1.545,-0.515,-1.46,0
1.49,-0.439,-1.589,0
1.364,-0.338,-1.447,0
1.32,-0.305,-1.183,0
1.167,-0.256,-0.976,0
1.031,-0.233,-1.089,0
0.84,-0.164,-1.595,0
0.904,-0.11,-1.882,0
0.894,-0.105,-2.135,0
0.809,-0.11,-2.075,0
0.791,-0.134,-1.79,0
0.82,-0.094,-1.314,0
0.871,-0.136,-0.685,0
0.966,-0.148,-0.412,0
1.008,-0.157,-0.161,0
1.128,-0.144,-0.021,0
1.232,0,0.26,0
1.003,-0.029,0.241,0
0.708,-0.039,-0.004,0
0.601,-0.063,-0.186,0
0.738,-0.025,-0.28,0
0.892,0.043,0.028,0
1,0.051,0.669,0
0.958,-0.075,1.066,0
0.785,-0.323,1.501,0
0.71,-0.435,1.784,0
0.839,-0.593,2.49,0
0.805,-0.774,2.912,0
0.075,-0.398,2.995,0
-0.199,0.043,1.982,0
-0.143,0.282,-0.144,0
0.087,0.355,-0.985,0
0.101,0.32,-0.971,1
0.786,0.618,-0.416,1
0.744,0.185,1.562,1
1.024,-0.497,2.883,1
1.233,-1.377,4.745,1
1.231,-1.829,5.969,1
0.97,-2.025,6.777,1
0.632,-1.972,6.221,1
0.524,-1.646,3.332,1
0.512,-1.363,1.335,1
0.516,-0.772,-1.148,1
0.755,-0.556,-2.108,1
0.754,-0.36,-2.491,1
0.557,-0.366,-2.133,1
0.535,-0.762,-0.977,1
0.905,-1.022,0.354,1
1.312,-1.183,1.995,1
1.328,-1.328,2.456,1
1.236,-1.432,2.159,1
1.215,-1.412,1.453,1
1.186,-1.228,-0.284,1
1.152,-1.067,-1.363,0
1.162,-0.876,-2.232,0
1.336,-0.677,-2.589,0
1.447,-0.425,-2.768,0
1.435,-0.351,-2.721,0
1.292,-0.377,-2.234,0
1.193,-0.402,-1.87,0
1.042,-0.316,-1.518,0
0.907,-0.317,-1.605,0
0.699,-0.304,-2.062,0
0.535,-0.249,-2.333,0
0.522,-0.249,-2.364,0
0.61,-0.252,-2.271,0
0.587,-0.306,-1.749,0
0.601,-0.293,-1.12,0
0.774,-0.388,-0.25,0
0.825,-0.384,0.107,0
0.928,-0.329,0.753,0
1.054,-0.357,0.963,0
1.25,-0.409,0.876,0
1.128,-0.416,0.646,0
0.892,-0.455,0.781,0
0.671,-0.514,1.081,0
0.419,-0.633,1.591,0
0.486,-0.601,1.732,0
0.765,-0.483,1.582,0
0.969,-0.442,1.366,0
1.057,-0.313,1.083,0
1.133,-0.251,0.865,0
1.345,0.222,0.879,0
1.167,0.725,0.913,0
1.22,0.515,0.627,0
1.418,0.228,0.86,0
1.262,0.025,1.538,1
1.203,-0.089,2.051,1
0.814,-0.224,2.513,1
0.488,-0.119,2.03,1
0.68,0.064,0.871,1
1.264,-0.001,0.144,1
1.779,-0.435,0.881,1
1.827,-0.807,2.401,1
1.571,-1.383,4.768,1
0.913,-1.738,5.641,1
0.081,-2.231,5.515,1
-0.006,-2.148,4.03,1
0.325,-1.594,1.353,1
0.542,-1.015,-0.255,1
1.046,-0.533,-1.9,1
1.402,-0.258,-2.829,1
1.518,0.016,-3.083,1
1.512,-0.017,-2.514,1
1.436,-0.386,-1.199,1
1.273,-0.616,-0.61,1
1.111,-0.912,-0.084,1
1.175,-0.971,-0.075,0
1.304,-0.935,-0.477,0
1.46,-0.75,-1.012,0
1.796,-0.462,-1.893,0
1.916,-0.316,-2.262,0
2.052,-0.137,-2.443,0
2.007,-0.066,-2.352,0
1.671,0.064,-1.849,0
1.689,0.081,-1.851,0
1.203,-0.023,-1.056,0
1.04,-0.054,-0.881,0
0.937,-0.007,-1.019,0
0.963,0.06,-1.264,0
1.185,0.25,-1.423,0
1.328,0.295,-1.442,0
1.461,0.393,-1.151,0
1.568,0.448,-0.792,0
1.669,0.495,-0.088,0
1.737,0.481,0.299,0
1.627,0.352,0.535,0
1.301,0.191,0.62,0
0.869,-0.129,0.58,0
0.7,-0.238,0.563,0
0.828,-0.133,0.955,0
1.108,0.033,1.189,0
1.195,0.2,1.682,0
1.107,0.15,1.728,0
1.383,0.259,1.962,0
1.606,0.21,2.173,0
1.604,0.017,2.485,0
1.072,0.022,2.704,0
0.56,0.222,2.042,0
0.604,0.348,1.136,0
0.619,0.324,1.145,1
1.054,0.718,-0.219,1
1.336,0.988,0.404,1
1.577,0.836,0.756,1
1.681,0.081,1.135,1
1.734,-0.744,2.289,1
1.597,-1.689,4.609,1
1.245,-2.116,5.827,1
0.503,-2.665,6.691,1
0.171,-2.607,5.888,1
0.238,-2.066,2.508,1
0.384,-1.528,0.132,1
0.458,-1.017,-2.309,1
0.588,-0.863,-3.599,1
0.461,-0.654,-4.214,1
0.347,-0.613,-3.724,1
0.774,-0.717,-2,1
1.099,-0.664,-0.959,1
1.282,-0.916,0.267,1
1.163,-1.247,0.801,1
0.971,-1.623,1.24,1
0.788,-1.666,0.926,0
0.669,-1.593,0.081,0
0.765,-1.455,-0.728,0
1.047,-1.03,-1.704,0
1.17,-0.703,-2.006,0
1.351,-0.266,-1.949,0
1.376,-0.072,-1.743,0
1.377,0.147,-1.459,0
1.401,0.233,-1.283,0
1.401,0.28,-1.039,0
1.386,0.191,-0.811,0
1.245,0.065,-0.698,0
1.101,-0.074,-0.629,0
0.937,-0.19,-0.576,0
0.834,-0.25,-0.619,0
0.661,-0.335,-0.699,0
0.548,-0.389,-0.686,0
0.53,-0.355,-0.188,0
0.589,-0.326,0.252,0
0.646,-0.215,0.592,0
0.729,-0.164,0.786,0
0.869,-0.106,0.936,0
0.842,-0.073,0.977,0
0.941,-0.064,1.051,0
0.876,-0.08,1.155,0
0.757,-0.092,1.077,0
0.856,-0.089,0.791,0
0.907,-0.102,0.615,0
1.055,-0.144,0.654,0
1.275,-0.115,1.173,0
1.363,-0.079,1.586,0
1.362,0.212,1.579,0
1.556,0.489,1.106,0
1.886,0.73,0.303,1
2.101,0.73,0.093,1
2.232,0.462,0.005,1
2.132,0.15,0.486,1
1.824,-0.316,1.79,1
1.637,-0.487,2.631,1
1.587,-0.54,3.191,1
1.649,-0.541,3.173,1
1.942,-0.7,3.249,1
2.074,-0.79,3.514,1
1.8,-0.955,4.071,1
1.531,-1.014,4.452,1
1.385,-1.17,3.845,1
1.475,-1.023,2.413,1
1.667,-0.645,0.377,1
1.863,-0.403,-0.747,1
2.223,-0.19,-2.002,1
