tick,time,Beacon #1,Beacon #2,Beacon #3
0,202,1.628,1.628,4.990
1,402,1.628,1.628,4.990
2,603,1.628,1.628,4.990
3,803,2.999,3.320,4.889
4,1002,2.999,3.530,4.810
5,1205,2.999,3.530,4.810
6,1403,2.999,3.530,4.810
7,1605,2.600,3.530,5.257
8,1803,2.600,3.530,5.257
9,2003,2.600,3.086,5.098
10,2203,2.600,3.086,4.873
11,2403,2.600,3.086,4.873
12,2604,2.600,3.086,4.873
13,2803,2.844,3.196,4.873
14,3003,2.844,3.196,4.873
15,3203,2.844,3.196,4.873
16,3403,2.493,2.681,4.896
17,3603,2.493,2.681,4.896
18,3803,2.493,2.681,4.896
19,4003,2.493,2.681,4.624
20,4203,2.493,2.681,4.624
21,4403,2.493,2.681,4.624
22,4603,2.749,2.681,5.093
23,4803,2.798,2.632,5.093
24,5003,2.798,2.632,5.093
25,5204,2.798,2.632,5.093
26,5402,2.460,2.091,5.283
27,5603,2.460,2.091,5.283
28,5802,2.460,2.091,5.283
29,6003,1.970,1.989,5.440
30,6203,1.970,1.989,5.440
31,6403,1.970,1.989,5.440
32,6603,1.970,2.159,5.911
33,6803,1.970,2.353,5.911
34,7003,1.970,2.353,5.911
35,7202,1.858,2.099,5.911
36,7403,1.858,1.955,6.457
37,7604,1.858,1.955,6.457
38,7803,1.858,1.923,6.457
39,8004,1.858,1.923,6.387
40,8204,1.858,1.923,6.387
41,8403,1.858,2.189,6.387
42,8604,2.045,2.428,6.463
43,8803,2.045,2.428,6.463
44,9004,2.045,2.428,6.463
45,9203,1.954,2.152,6.463
46,9403,1.954,2.152,6.463
47,9603,1.954,2.152,6.463
48,9802,1.846,1.978,6.658
49,10003,1.846,1.978,6.658
50,10203,1.846,1.978,6.658
51,10402,2.034,2.150,6.818
52,10604,2.198,2.150,7.092
53,10803,2.198,2.150,7.092
54,11005,2.028,2.150,6.886
55,11203,2.028,1.952,6.886
56,11403,2.028,1.952,6.886
57,11603,2.028,1.952,6.725
58,11803,1.863,1.883,6.598
59,12003,1.863,1.883,6.598
60,12203,1.863,1.883,6.598
61,12403,2.049,2.066,6.909
62,12604,2.049,2.066,6.909
63,12803,2.049,2.066,6.909
64,13002,2.049,1.930,7.620
65,13203,1.918,1.828,7.620
66,13403,1.918,1.828,7.620
67,13604,1.818,1.823,7.752
68,13804,1.818,1.823,7.752
69,14003,1.818,1.823,7.752
70,14203,1.818,2.014,7.752
71,14403,2.177,2.271,7.545
72,14604,2.177,2.271,7.545
73,14804,2.177,2.271,7.235
74,15003,2.177,2.082,6.996
75,15203,2.177,2.082,6.996
76,15403,2.177,2.082,6.996
77,15603,2.013,2.082,6.811
78,15803,2.013,2.082,6.811
79,16004,2.013,2.082,6.811
80,16203,2.371,2.286,6.811
81,16402,2.371,2.286,6.811
82,16604,2.371,2.286,6.811
83,16803,2.155,2.286,7.232
84,17004,2.037,2.009,7.232
85,17204,2.037,2.009,7.232
86,17403,2.037,2.009,7.232
87,17604,1.909,2.009,7.285
88,17804,1.909,2.009,7.285
89,18003,1.909,2.009,7.285
90,18203,2.089,2.177,7.478
91,18404,2.089,2.177,7.478
92,18606,2.089,2.177,7.478
93,18803,2.089,1.972,6.897
94,19003,2.089,1.972,6.897
95,19203,2.089,1.972,6.897
96,19403,2.089,1.859,5.410
97,19603,2.089,1.859,5.410
98,19803,2.089,1.859,5.410
99,20002,2.156,1.859,5.216
100,20204,2.156,1.859,5.216
101,20403,2.156,1.859,5.216
102,20603,2.038,1.774,5.170
103,20803,1.949,1.774,5.239
104,21004,1.949,1.774,5.239
105,21203,1.949,1.774,4.686
106,21403,1.805,1.674,4.374
107,21603,1.805,1.674,4.374
108,21803,1.805,1.674,4.374
109,22003,2.081,2.032,4.872
110,22203,2.081,2.032,4.872
111,22403,2.081,2.032,4.872
112,22602,1.836,1.680,4.872
113,22803,1.836,1.680,4.872
114,23003,1.836,1.680,4.872
115,23202,1.836,1.670,4.700
116,23403,1.686,1.670,4.700
117,23603,1.686,1.670,4.700
118,23802,1.892,1.670,5.160
119,24003,1.992,1.916,5.160
120,24203,1.992,1.916,5.160
121,24403,1.992,1.916,5.160
122,24603,1.874,1.780,5.486
123,24804,1.874,1.780,5.486
124,25004,1.874,1.780,5.486
125,25203,1.714,1.821,4.962
126,25402,1.714,1.821,4.962
127,25603,1.714,1.821,4.962
128,25803,1.841,1.821,6.453
129,26003,1.841,1.821,6.453
130,26203,1.841,1.821,6.453
131,26403,1.760,1.710,6.453
132,26603,1.760,1.710,6.650
133,26803,1.760,1.710,6.650
134,27003,1.760,1.693,6.650
135,27204,1.663,1.680,6.540
136,27403,1.663,1.680,6.540
137,27603,1.663,1.680,6.323
138,27804,1.834,2.121,6.410
139,28003,1.834,2.121,6.410
140,28203,1.834,2.121,6.410
141,28402,1.793,1.792,6.410
142,28603,1.793,1.792,6.410
143,28803,1.793,1.792,6.410
144,29003,1.704,1.767,6.615
145,29204,1.704,1.767,6.615
146,29403,1.704,1.767,6.615
147,29603,1.704,1.964,6.512
148,29803,1.908,1.964,6.431
149,30003,1.908,1.964,6.431
150,30203,1.908,1.964,7.050
151,30403,1.811,1.964,8.750
152,30603,1.811,1.964,8.750
153,30803,1.811,1.964,8.750
154,31003,1.702,1.891,7.692
155,31204,1.702,1.891,7.692
156,31404,1.702,1.891,7.692
157,31603,1.702,1.891,7.499
158,31803,1.702,1.891,7.499
159,32004,1.702,1.891,7.499
160,32203,1.588,1.762,6.912
161,32404,1.588,1.699,6.912
162,32603,1.588,1.699,6.912
163,32803,1.596,1.699,6.745
164,33004,1.596,1.699,6.745
165,33203,1.596,1.699,6.745
166,33403,1.596,1.904,6.745
167,33604,1.886,2.172,6.615
168,33803,1.886,2.172,6.615
169,34002,1.886,2.172,6.615
170,34203,1.869,2.009,6.615
171,34404,1.869,2.009,6.615
172,34603,1.869,2.009,6.615
173,34803,1.781,1.862,6.381
174,35003,1.781,1.862,6.381
175,35206,1.781,1.862,6.381
176,35402,1.937,2.256,6.457
177,35602,1.937,2.256,6.457
178,35802,1.937,2.256,6.457
179,36003,1.937,2.256,6.790
180,36203,1.937,2.256,6.790
181,36402,1.937,2.256,6.790
182,36602,1.871,2.256,6.790
183,36803,1.871,2.071,6.790
184,37002,1.871,2.071,6.790
185,37203,1.871,2.071,6.790
186,37403,2.098,2.230,7.069
187,37603,2.098,2.230,7.069
188,37803,2.098,2.230,7.069
189,38003,1.994,2.010,6.729
190,38204,1.994,2.010,6.729
191,38403,1.994,2.010,6.729
192,38603,1.876,1.888,6.876
193,38803,1.876,1.888,6.876
194,39003,1.876,1.888,6.876
195,39203,2.061,2.158,7.591
196,39404,2.061,2.158,7.591
197,39603,2.061,2.158,7.591
198,39803,2.061,1.918,7.591
199,40003,1.966,1.746,7.591
200,40203,1.966,1.746,7.591
201,40402,1.966,1.746,7.728
202,40603,1.893,1.722,7.728
203,40802,1.893,1.722,7.728
204,41004,1.893,1.722,7.728
205,41203,1.993,2.190,8.001
206,41403,1.993,2.190,8.001
207,41603,1.993,2.190,8.001
208,41803,1.993,1.981,7.413
209,42004,1.993,1.981,7.413
210,42203,1.993,1.981,7.413
211,42406,1.875,2.025,7.899
212,42603,1.875,2.025,7.899
213,42804,1.875,2.025,7.899
214,43003,1.875,2.025,7.899
215,43204,1.875,2.282,7.899
216,43403,1.875,2.282,7.899
217,43603,1.875,2.282,7.899
218,43803,1.753,2.282,9.543
219,44004,1.753,2.282,9.543
220,44204,1.753,2.282,9.543
221,44404,1.693,2.133,9.543
222,44603,1.693,2.133,9.543
223,44803,1.693,2.133,9.543
224,45003,1.822,2.378,9.113
225,45203,2.013,2.378,9.113
226,45403,2.013,2.378,9.113
227,45603,1.890,2.378,7.916
228,45803,1.798,2.378,7.518
229,46004,1.798,2.378,7.518
230,46203,1.798,2.378,7.518
231,46404,1.762,2.378,7.518
