tick,time,Beacon #1,Beacon #2,Beacon #3
0,203,2.709,2.446,10.179
1,403,2.709,2.446,10.179
2,602,2.709,2.446,10.179
3,802,2.654,2.999,6.773
4,1003,2.654,2.999,6.773
5,1202,2.654,2.999,6.773
6,1403,2.654,4.070,7.653
7,1603,2.891,4.070,7.653
8,1803,2.891,4.070,7.653
9,2003,2.796,4.070,7.653
10,2203,2.722,3.676,8.103
11,2404,2.722,3.676,8.103
12,2603,2.722,3.676,8.103
13,2803,2.722,3.676,7.206
14,3003,2.722,3.676,7.206
15,3205,2.722,3.676,7.206
16,3402,3.033,5.176,6.973
17,3603,3.033,5.176,6.973
18,3803,3.033,5.176,6.973
19,4003,2.790,5.176,6.522
20,4204,2.790,4.641,6.309
21,4404,2.790,4.641,6.309
22,4603,2.717,4.521,5.780
23,4803,2.717,4.427,5.780
24,5003,2.717,4.427,5.780
25,5204,2.717,4.427,5.780
26,5404,2.717,5.337,5.780
27,5603,2.717,5.337,5.780
28,5803,2.717,5.337,5.612
29,6004,2.715,4.426,5.482
30,6204,2.715,4.426,5.482
31,6403,2.715,4.426,5.482
32,6603,2.659,4.352,5.061
33,6804,2.659,4.352,5.061
34,7003,2.659,4.352,5.061
35,7203,2.837,5.265,5.061
36,7404,2.837,5.265,5.061
37,7604,2.837,5.265,5.061
38,7803,2.699,5.265,5.061
39,8003,2.699,4.704,5.061
40,8203,2.699,4.704,5.061
41,8403,2.699,4.704,5.061
42,8603,2.701,4.570,4.845
43,8804,2.701,4.570,4.845
44,9003,2.701,4.570,4.845
45,9203,2.701,6.806,4.845
46,9402,2.701,6.806,4.845
47,9603,2.701,6.806,4.845
48,9802,2.701,5.171,4.874
49,10002,2.701,5.171,4.874
50,10202,2.701,5.171,4.874
51,10403,2.702,4.830,4.607
52,10603,2.702,4.764,4.228
53,10803,2.702,4.764,4.228
54,11003,3.055,4.764,4.282
55,11203,3.055,5.111,4.282
56,11402,3.055,5.111,4.282
57,11602,3.055,5.111,4.282
58,11803,2.937,5.111,4.282
59,12003,2.937,5.111,4.282
60,12203,2.937,5.111,4.282
61,12402,3.072,5.191,4.829
62,12603,3.072,5.191,4.829
63,12803,3.072,5.191,4.829
64,13003,3.345,7.281,4.886
65,13204,3.345,7.281,4.886
66,13403,3.345,7.281,4.886
67,13603,3.216,5.601,5.496
68,13803,3.216,5.601,5.496
69,14004,3.216,5.601,5.496
70,14203,3.216,5.601,5.496
71,14403,3.171,5.149,5.282
72,14603,3.171,5.149,5.282
73,14803,3.402,5.149,5.282
74,15003,3.526,6.022,5.117
75,15203,3.526,6.022,5.117
76,15404,3.526,6.022,5.117
77,15603,3.526,5.238,5.303
78,15804,3.526,5.238,5.303
79,16003,3.526,5.238,5.303
80,16203,3.278,4.880,5.239
81,16404,3.278,4.880,5.239
82,16604,3.278,4.880,5.239
83,16803,3.493,5.539,5.188
84,17003,3.493,5.539,5.188
85,17203,3.493,5.539,5.188
86,17403,3.320,4.899,5.362
87,17603,3.320,4.899,5.394
88,17804,3.320,4.899,5.394
89,18003,3.320,4.899,5.204
90,18204,3.253,4.441,5.056
91,18404,3.253,4.441,5.056
92,18604,3.253,4.441,5.056
93,18803,3.472,4.832,5.043
94,19002,3.472,4.832,5.043
95,19203,3.472,4.832,5.043
96,19403,3.304,4.154,5.241
97,19604,3.304,4.154,5.241
98,19803,3.304,4.154,5.241
99,20002,3.204,3.972,5.150
100,20203,3.204,3.972,5.150
101,20403,3.204,3.972,5.150
102,20603,3.204,4.893,5.150
103,20803,3.361,5.551,5.117
104,21003,3.361,5.551,5.117
105,21203,3.361,5.551,5.117
106,21404,3.361,5.551,5.196
107,21604,3.361,5.551,5.196
108,21803,3.361,5.551,5.196
109,22004,2.186,5.551,3.361
110,22203,2.186,5.551,3.361
111,22403,2.186,5.551,3.361
112,22602,2.475,6.549,3.788
113,22803,2.475,6.549,3.788
114,23003,2.475,6.549,3.788
115,23203,2.520,6.549,4.085
116,23404,2.520,6.549,4.340
117,23603,2.520,6.549,4.340
118,23803,2.520,5.717,4.372
119,24003,2.520,5.025,4.372
120,24203,2.520,5.025,4.372
121,24403,2.520,5.025,4.490
122,24604,3.158,5.334,4.490
123,24804,3.158,5.334,4.490
124,25006,3.158,5.334,4.490
125,25203,3.062,4.754,4.917
126,25404,3.062,4.754,4.917
127,25603,3.062,4.754,4.917
128,25802,3.062,4.516,4.735
129,26003,3.062,4.516,4.735
130,26203,3.062,4.516,4.735
131,26403,3.377,5.205,4.785
132,26604,3.377,5.205,4.785
133,26803,3.377,5.205,4.785
134,27002,3.377,4.662,4.785
135,27204,3.377,4.268,5.026
136,27403,3.377,4.268,5.026
137,27603,3.377,4.268,5.026
138,27803,3.377,4.268,5.122
139,28003,3.377,4.268,5.122
140,28203,3.377,4.268,5.122
141,28403,3.577,5.603,5.095
142,28602,3.577,5.603,5.095
143,28802,3.577,5.603,5.095
144,29002,3.249,4.474,5.394
145,29202,3.249,4.474,5.394
146,29403,3.249,4.474,5.394
147,29603,3.069,4.474,5.310
148,29803,3.069,4.215,5.310
149,30003,3.069,4.215,5.310
150,30202,3.383,4.215,5.310
151,30404,3.383,4.827,5.353
152,30603,3.383,4.827,5.353
153,30802,3.302,4.827,5.353
154,31004,3.174,4.389,5.387
155,31204,3.174,4.389,5.387
156,31403,3.174,4.389,5.387
157,31603,3.110,4.067,5.198
158,31804,3.110,4.067,5.198
159,32005,3.110,4.067,5.198
160,32203,3.282,4.067,5.122
161,32403,3.282,4.067,5.122
162,32603,3.282,4.067,5.122
163,32803,3.094,3.827,5.307
164,33003,3.094,3.827,5.350
165,33204,3.094,3.827,5.350
166,33403,3.075,3.719,5.276
167,33603,3.075,3.719,5.218
168,33804,3.075,3.719,5.218
169,34002,3.075,3.719,5.278
170,34204,3.252,4.457,5.219
171,34404,3.252,4.457,5.219
172,34604,3.252,4.457,5.219
173,34803,2.984,4.118,5.387
174,35002,2.984,4.118,5.387
175,35203,2.984,4.118,5.387
176,35403,2.984,3.944,5.349
177,35603,2.984,3.944,5.349
178,35803,2.984,3.944,5.349
179,36003,3.307,4.577,5.275
180,36203,3.591,5.262,5.275
181,36403,3.591,5.262,5.275
182,36603,3.591,4.703,5.275
183,36804,3.591,4.298,5.433
184,37003,3.591,4.298,5.433
185,37203,3.591,4.298,5.433
186,37403,3.591,4.082,5.342
187,37603,3.591,4.082,5.342
188,37803,3.591,4.082,5.342
189,38004,3.758,4.801,5.269
190,38204,3.758,4.801,5.269
191,38403,3.758,4.801,5.269
192,38602,3.758,4.801,5.269
193,38803,3.758,4.801,5.269
194,39003,3.758,4.801,5.269
195,39202,3.448,4.460,5.320
196,39403,3.448,4.460,5.320
197,39603,3.448,4.460,5.320
198,39803,3.713,5.154,5.252
199,40003,3.713,5.154,5.252
200,40203,3.713,5.154,5.252
201,40402,3.713,5.154,5.252
202,40604,3.347,4.720,5.305
203,40804,3.347,4.720,5.305
204,41004,3.347,4.720,5.305
205,41203,3.143,4.490,5.459
206,41404,3.143,4.490,5.459
207,41603,3.143,4.490,5.459
208,41803,3.564,5.182,5.285
209,42003,3.564,5.182,5.285
210,42204,3.564,5.182,5.285
211,42403,3.174,4.645,5.332
212,42603,3.174,4.645,5.332
213,42803,3.174,4.645,5.332
214,43003,3.174,4.433,5.262
215,43203,3.138,4.433,5.314
216,43404,3.138,4.433,5.314
217,43603,3.138,5.129,5.314
218,43803,3.374,5.764,5.355
219,44003,3.374,5.764,5.355
220,44203,3.100,5.764,5.355
221,44404,2.897,4.650,5.500
222,44603,2.897,4.650,5.500
223,44803,2.897,4.650,5.500
224,45003,2.801,4.436,5.394
225,45204,2.801,4.436,5.394
226,45403,2.801,4.436,5.394
227,45603,3.018,4.731,5.310
228,45803,3.018,4.731,5.310
