tick,time,Beacon #1,Beacon #2,Beacon #3
0,202,null,null,null
1,401,null,null,null
2,601,13.816,3.320,2.446
3,802,13.816,3.320,2.446
4,1002,13.816,3.320,2.446
5,1202,4.070,3.530,2.209
6,1402,4.070,3.530,2.209
7,1602,4.070,3.530,2.209
8,1801,4.416,3.792,2.446
9,2002,4.416,3.792,2.446
10,2201,4.416,3.792,2.446
11,2402,6.142,3.769,2.446
12,2602,6.142,3.674,2.446
13,2802,6.142,3.674,2.446
14,3001,6.137,3.674,2.397
15,3202,6.010,3.827,2.397
16,3402,6.010,3.827,2.397
17,3602,6.282,3.955,2.397
18,3802,6.508,4.059,2.611
19,4002,6.508,4.059,2.611
20,4201,6.508,4.059,2.611
21,4401,8.208,4.059,2.550
22,4602,8.208,4.059,2.550
23,4802,8.208,4.059,2.550
24,5002,6.862,4.145,2.550
25,5202,6.862,4.145,2.550
26,5402,6.862,4.145,2.550
27,5601,6.862,4.302,2.550
28,5801,6.844,4.302,2.800
29,6001,6.844,4.302,2.800
30,6201,6.844,4.085,2.726
31,6402,9.083,4.085,2.722
32,6602,9.083,4.085,2.722
33,6803,9.083,4.085,2.722
34,7002,9.083,4.085,1.668
35,7202,9.083,4.085,1.668
36,7402,9.083,4.085,1.668
37,7603,8.565,4.085,1.223
38,7803,8.565,4.085,1.223
39,8002,8.565,4.085,1.223
40,8202,10.650,3.933,1.434
41,8403,10.650,3.933,1.434
42,8602,10.650,3.933,1.434
43,8801,9.152,4.285,1.595
44,9002,9.152,4.285,1.595
45,9203,9.152,4.285,1.595
46,9402,8.106,4.285,1.595
47,9602,7.357,4.328,1.924
48,9802,7.357,4.328,1.924
49,10002,7.357,4.275,1.924
50,10203,7.357,4.234,2.060
51,10402,7.357,4.234,2.060
52,10603,7.357,4.234,2.060
53,10802,6.268,4.234,2.132
54,11002,6.268,4.234,2.132
55,11203,6.268,4.234,2.132
56,11401,6.088,4.375,2.427
57,11603,6.088,4.375,2.427
58,11802,6.088,4.375,2.427
59,12002,5.851,4.140,2.431
60,12202,5.851,4.140,2.484
61,12403,5.851,4.140,2.484
62,12601,6.025,4.569,2.426
63,12802,5.570,4.569,2.426
64,13003,5.570,4.569,2.426
65,13203,5.570,4.569,2.746
66,13403,5.449,5.254,3.095
67,13603,5.449,5.254,3.095
68,13803,5.449,5.254,3.095
69,14002,7.725,4.620,2.843
70,14203,7.725,4.620,2.843
71,14402,7.725,4.620,2.843
72,14601,7.078,4.770,2.843
73,14802,7.078,4.770,2.843
74,15003,7.078,4.770,2.843
75,15202,7.161,4.770,2.843
76,15403,7.161,4.770,1.992
77,15603,7.161,4.770,1.992
78,15802,8.506,4.770,1.992
79,16002,6.365,4.770,1.353
80,16202,6.365,4.770,1.353
81,16402,5.940,4.770,1.353
82,16603,5.621,4.912,1.523
83,16803,5.621,4.912,1.523
84,17002,5.621,4.912,1.523
85,17203,5.955,5.132,1.854
86,17404,5.955,5.132,1.854
87,17603,5.955,5.132,1.854
88,17802,8.466,4.704,2.041
89,18002,8.466,4.704,2.041
90,18203,8.466,4.704,2.041
91,18401,7.463,4.664,2.041
92,18603,7.463,4.664,2.041
93,18802,7.463,4.664,2.041
