tick,time,Beacon #1,Beacon #2,Beacon #3
0,202,4.507,null,null
1,401,4.507,null,null
2,601,4.507,null,null
3,802,4.507,2.446,null
4,1001,2.999,2.446,null
5,1202,2.999,2.446,null
6,1401,2.999,2.446,null
7,1601,3.389,2.600,4.070
8,1802,3.389,2.600,4.070
9,2002,3.389,2.600,4.070
10,2202,4.603,2.794,3.676
11,2402,4.603,2.794,3.676
12,2603,4.603,2.794,3.676
13,2802,4.312,2.794,3.676
14,3003,4.312,2.794,3.676
15,3202,4.312,2.794,3.676
16,3401,4.312,2.892,3.829
17,3602,4.625,2.973,3.829
18,3802,4.625,2.973,3.829
19,4002,4.792,2.973,3.829
20,4202,5.922,3.166,3.501
21,4402,5.922,3.166,3.501
22,4602,5.922,3.166,3.501
23,4802,5.029,3.132,3.501
24,5003,5.029,3.132,3.501
25,5203,5.029,3.132,3.501
26,5402,5.396,3.264,3.608
27,5602,5.396,3.264,3.608
28,5803,5.396,3.264,3.608
29,6002,5.422,3.264,3.477
30,6203,5.554,3.264,3.477
31,6401,5.554,3.264,3.477
32,6602,5.437,3.145,3.477
33,6802,5.344,3.145,3.477
34,7002,5.344,3.145,3.477
35,7202,5.344,3.145,3.376
36,7401,5.271,3.145,3.297
37,7603,5.271,3.145,3.297
38,7802,5.271,3.145,3.301
39,8002,5.214,3.179,3.239
40,8202,5.214,3.179,3.239
41,8402,5.214,3.179,3.239
42,8602,4.862,3.142,3.239
43,8803,4.862,3.142,3.239
44,9002,4.862,3.142,3.239
45,9202,4.789,3.309,3.604
46,9401,4.789,3.309,3.604
47,9603,4.789,3.309,3.604
48,9802,4.789,3.379,3.545
49,10001,4.928,3.437,3.428
50,10202,4.928,3.437,3.428
51,10402,4.928,3.344,3.428
52,10602,4.743,3.344,3.428
53,10802,4.743,3.344,3.428
54,11002,4.743,3.344,3.428
55,11202,4.791,3.460,3.516
56,11403,4.791,3.460,3.516
57,11602,4.791,3.460,3.516
58,11802,5.168,3.502,3.375
59,12002,5.168,3.502,3.375
60,12201,5.168,3.502,3.375
61,12401,4.572,3.395,2.693
62,12601,4.572,3.395,2.693
63,12802,4.572,3.395,2.693
64,13002,4.559,3.395,2.751
65,13202,4.548,3.395,2.751
66,13402,4.548,3.395,2.751
67,13602,4.548,3.395,2.751
68,13802,4.925,3.395,2.799
69,14003,4.925,3.395,2.799
70,14202,4.925,3.395,2.563
71,14402,4.925,3.312,2.563
72,14603,4.925,3.312,2.563
73,14803,4.925,3.312,2.563
74,15002,4.839,3.382,2.645
75,15203,4.839,3.382,2.645
76,15402,4.839,3.382,2.645
77,15602,4.839,3.382,2.768
78,15803,4.839,3.382,2.768
79,16002,4.839,3.382,2.768
80,16202,4.674,3.302,2.768
81,16403,4.674,3.302,2.593
82,16603,4.674,3.302,2.593
83,16802,4.674,3.302,2.593
84,17002,4.736,3.586,2.724
85,17202,4.736,3.586,2.724
86,17403,4.736,3.586,2.724
87,17603,5.192,3.604,2.777
88,17802,5.192,3.604,2.777
89,18002,5.192,3.604,2.777
90,18202,4.652,3.319,2.777
91,18401,4.652,3.319,2.777
92,18608,4.652,3.319,2.777
93,18802,4.623,3.319,2.878
94,19002,4.623,3.319,2.878
95,19203,4.623,3.319,2.878
96,19402,4.694,3.387,2.843
97,19603,4.752,3.387,2.843
98,19803,4.752,3.387,2.843
99,20001,4.702,3.387,2.843
100,20202,4.662,3.239,2.843
101,20403,4.662,3.239,2.843
102,20602,4.662,3.239,2.843
103,20802,4.631,3.322,2.816
104,21003,4.631,3.322,2.816
105,21202,4.631,3.322,2.816
106,21401,4.606,3.390,2.794
107,21603,4.606,3.390,2.794
108,21802,4.606,3.390,2.794
109,22002,4.496,3.390,2.300
110,22202,4.496,3.390,2.300
111,22402,4.496,3.390,2.300
112,22602,4.496,3.589,2.300
113,22802,4.591,3.589,2.686
114,23002,4.591,3.589,2.686
115,23202,4.591,3.589,2.686
116,23403,4.574,3.606,2.636
117,23603,4.574,3.606,2.636
118,23803,4.574,3.606,2.636
119,24002,4.468,3.475,2.394
120,24203,4.468,3.475,2.394
121,24403,4.468,3.475,2.394
122,24602,4.568,3.661,2.772
123,24803,4.568,3.661,2.772
124,25002,4.568,3.661,2.772
125,25202,4.650,3.661,2.816
126,25403,4.650,3.590,2.970
127,25603,4.650,3.590,2.970
128,25802,4.347,3.590,2.970
129,26001,4.347,3.590,2.970
130,26202,4.347,3.590,2.970
131,26402,4.347,3.590,2.970
132,26602,4.560,3.463,3.229
133,26803,4.560,3.463,3.229
134,27002,4.560,3.463,3.229
135,27202,4.936,3.505,3.117
136,27402,4.936,3.505,3.117
137,27603,4.936,3.505,3.117
138,27802,4.439,3.397,2.467
139,28003,4.439,3.397,2.467
140,28203,4.439,3.397,2.467
141,28401,4.544,3.451,3.015
142,28602,4.544,3.451,3.015
143,28803,4.544,3.451,3.015
144,29003,4.544,3.495,3.015
145,29202,4.725,3.495,3.015
146,29403,4.725,3.495,3.015
147,29602,4.586,3.495,3.015
148,29803,4.478,3.254,3.015
149,30003,4.478,3.254,3.015
150,30203,4.478,3.254,3.015
151,30401,4.576,3.527,3.137
152,30603,4.576,3.527,3.137
153,30803,4.576,3.527,3.137
154,31002,4.562,3.485,3.173
155,31202,4.562,3.485,3.173
156,31402,4.562,3.485,3.173
157,31602,4.195,3.382,3.173
158,31803,4.195,3.302,3.173
159,32003,4.195,3.302,3.173
160,32202,4.256,3.373,3.173
161,32402,4.256,3.363,3.268
162,32603,4.256,3.363,3.268
163,32802,4.256,3.363,3.212
164,33001,5.525,3.363,3.168
165,33203,5.525,3.363,3.168
166,33402,5.525,3.363,2.773
167,33602,5.197,3.220,2.773
168,33803,5.197,3.220,2.773
169,34003,5.197,3.220,2.773
170,34202,5.313,3.220,2.773
171,34403,5.313,3.220,2.773
172,34603,5.313,3.220,2.773
173,34802,5.658,3.190,2.795
174,35002,5.658,3.190,2.795
175,35202,5.658,3.190,2.795
176,35403,5.658,3.190,2.795
177,35602,5.191,3.088,2.795
178,35802,5.191,3.088,2.795
179,36002,5.364,3.070,2.795
180,36202,5.507,3.182,3.138
181,36402,5.507,3.182,3.138
182,36602,5.507,3.182,3.138
183,36802,5.291,3.412,3.110
184,37003,5.291,3.412,3.110
185,37203,5.291,3.412,3.110
186,37402,4.919,3.257,3.110
187,37603,4.919,3.257,3.110
188,37802,4.919,3.257,3.110
189,38002,4.834,3.476,3.216
190,38203,4.834,3.476,3.216
191,38402,4.834,3.476,3.216
192,38602,4.965,3.476,3.216
193,38802,4.965,3.444,3.216
194,39003,4.965,3.444,3.216
195,39203,4.965,3.444,2.923
196,39403,4.675,3.444,2.923
197,39603,4.675,3.444,2.923
198,39802,4.675,3.561,2.923
199,40003,4.641,3.584,2.938
200,40202,4.641,3.584,2.938
201,40403,4.641,3.584,2.938
202,40602,4.764,3.584,3.121
203,40803,4.764,3.584,3.121
204,41002,4.764,3.584,3.121
205,41201,4.432,3.584,2.561
206,41403,4.432,3.584,2.561
207,41603,4.432,3.584,2.561
208,41802,4.447,3.584,2.561
209,42002,4.459,3.584,2.643
210,42203,4.459,3.584,2.643
211,42401,4.848,3.584,2.767
212,42603,4.976,3.602,2.869
213,42803,4.976,3.602,2.869
214,43002,4.976,3.602,2.869
215,43202,4.147,3.472,2.615
216,43402,4.147,3.472,2.615
217,43601,4.147,3.472,2.615
218,43801,4.392,3.512,2.743
219,44003,4.392,3.512,2.743
220,44203,4.392,3.512,2.743
221,44401,4.693,3.544,2.792
222,44603,4.693,3.544,2.792
223,44803,4.693,3.544,2.792
224,45002,4.469,3.544,2.558
225,45202,4.298,3.359,2.558
226,45403,4.298,3.359,2.558
227,45602,4.298,3.359,2.750
228,45802,4.428,3.351,2.915
229,46003,4.428,3.351,2.915
230,46201,4.428,3.414,2.915
231,46402,4.428,3.536,3.055
232,46601,4.428,3.536,3.055
233,46802,4.428,3.536,3.055
234,47002,4.180,3.421,2.749
235,47203,4.180,3.421,2.749
236,47403,4.180,3.421,2.749
237,47601,4.244,3.421,3.034
238,47803,4.244,3.421,3.034
239,48002,4.244,3.421,3.034
240,48201,4.474,3.421,3.034
241,48401,4.861,3.471,3.090
242,48603,4.861,3.471,3.090
243,48802,4.597,3.471,3.090
244,49003,4.597,3.371,2.831
245,49203,4.597,3.371,2.831
246,49401,4.597,3.371,2.831
247,49602,4.578,3.361,2.923
248,49803,4.578,3.361,2.923
249,50003,4.578,3.361,2.923
250,50203,4.852,3.492,3.060
251,50402,4.852,3.492,3.060
252,50602,4.852,3.492,3.060
253,50802,4.497,3.492,3.060
254,51003,4.497,3.492,3.060
255,51202,4.497,3.492,3.060
256,51402,4.497,3.457,3.060
257,51603,4.592,3.457,3.060
258,51802,4.592,3.457,3.060
259,52002,4.592,3.457,3.060
260,52202,4.592,3.500,3.110
261,52402,4.592,3.500,3.110
262,52603,4.592,3.500,3.110
263,52802,4.303,3.393,2.733
264,53002,4.303,3.393,2.733
265,53202,4.303,3.393,2.733
266,53402,4.433,3.367,2.784
267,53601,4.433,3.367,2.784
268,53803,4.433,3.367,2.784
269,54002,4.358,3.367,2.826
270,54203,4.299,3.367,2.826
271,54403,4.299,3.367,2.826
272,54602,4.000,3.290,2.826
273,54803,3.854,3.229,2.826
274,55003,3.854,3.229,2.826
275,55202,4.058,3.314,2.826
276,55402,4.229,3.314,2.859
277,55603,4.229,3.314,2.859
278,55802,4.229,3.314,2.859
279,56002,4.229,3.314,2.969
280,56202,4.229,3.314,2.969
281,56402,4.229,3.314,2.969
282,56601,4.113,3.197,2.391
283,56802,4.113,3.197,2.391
284,57002,4.113,3.197,2.391
285,57202,4.363,3.288,2.391
286,57402,4.363,3.288,2.553
287,57603,4.363,3.288,2.553
288,57801,4.363,3.502,2.637
289,58002,4.363,3.502,2.651
290,58202,4.363,3.502,2.651
291,58401,4.303,3.502,2.651
292,58602,4.255,3.326,2.405
293,58803,4.255,3.326,2.405
294,59002,4.255,3.463,2.405
295,59203,4.304,3.505,2.513
296,59402,4.304,3.505,2.513
297,59603,4.304,3.505,2.513
298,59801,4.786,3.397,2.712
299,60002,4.786,3.451,2.767
300,60203,4.786,3.451,2.767
301,60402,4.449,3.356,2.488
302,60602,4.449,3.356,2.488
303,60803,4.449,3.356,2.488
304,61001,4.460,3.418,2.690
305,61202,4.470,3.418,2.749
306,61402,4.470,3.418,2.749
307,61602,4.477,3.329,2.686
308,61802,4.477,3.260,2.746
309,62002,4.477,3.260,2.746
310,62203,4.477,3.260,2.746
311,62403,4.132,3.164,2.398
312,62602,4.132,3.164,2.398
313,62802,4.132,3.164,2.398
314,63002,4.132,3.067,2.752
315,63203,4.132,3.067,2.752
316,63402,4.132,3.067,2.752
317,63601,4.291,3.180,2.800
318,63802,4.291,3.274,2.800
319,64003,4.291,3.274,2.800
320,64201,3.994,3.217,2.800
321,64403,3.994,3.217,2.800
322,64603,3.994,3.217,2.800
323,64802,3.994,3.217,2.800
324,65002,4.092,3.108,2.897
325,65203,4.092,3.108,2.897
326,65402,4.092,3.108,2.897
327,65602,4.345,3.214,2.977
328,65803,4.345,3.214,2.977
329,66002,4.345,3.214,2.977
330,66202,4.118,3.370,2.977
331,66401,4.118,3.370,2.977
332,66602,4.118,3.370,2.977
333,66802,4.279,3.429,3.105
334,67003,4.279,3.429,3.105
335,67203,4.279,3.429,3.105
336,67402,4.279,3.477,3.278
337,67603,4.324,3.376,3.493
338,67802,4.324,3.376,3.493
339,68002,4.186,3.165,3.060
340,68202,3.996,3.165,3.060
341,68403,3.996,3.165,3.060
342,68603,3.996,3.165,3.060
343,68803,4.093,3.104,3.111
344,69002,4.093,3.104,3.111
345,69202,4.093,3.104,3.111
346,69402,4.560,3.367,3.185
347,69602,4.560,3.367,3.185
348,69802,4.560,3.367,3.185
349,70001,4.368,3.230,2.785
350,70202,4.368,3.230,2.605
351,70403,4.368,3.230,2.605
352,70601,4.395,3.247,2.791
353,70802,4.395,3.262,2.949
354,71002,4.395,3.262,2.949
355,71201,4.395,3.262,2.959
356,71402,4.696,3.410,3.028
357,71603,4.696,3.410,3.028
358,71802,4.696,3.410,3.028
359,72002,4.471,3.323,3.028
360,72202,4.471,3.323,3.028
361,72403,4.471,3.323,3.028
362,72602,4.652,3.323,3.212
363,72803,4.652,3.323,3.212
364,73002,4.652,3.323,3.212
365,73202,4.652,3.391,3.212
366,73402,4.652,3.391,3.212
367,73603,4.652,3.391,3.212
368,73801,4.622,3.391,3.042
369,74002,4.506,3.391,3.042
370,74203,4.506,3.391,3.042
371,74402,4.506,3.391,3.042
372,74603,4.694,3.308,2.854
373,74802,4.694,3.308,2.854
374,75002,4.694,3.308,2.854
375,75202,4.656,3.519,3.064
376,75403,4.656,3.519,3.064
377,75603,4.656,3.519,3.064
378,75802,4.190,3.408,2.700
379,76002,4.190,3.408,2.700
380,76202,4.190,3.408,2.700
381,76402,4.339,3.391,2.701
382,76602,4.339,3.376,2.703
383,76802,4.339,3.376,2.703
384,77002,4.372,3.376,2.649
385,77203,4.372,3.651,2.661
386,77402,4.372,3.651,2.661
387,77602,4.372,3.510,2.412
388,77803,4.223,3.401,2.185
389,78001,4.223,3.401,2.185
390,78202,4.223,3.401,2.281
391,78402,4.366,3.455,2.409
392,78602,4.366,3.455,2.409
393,78802,4.366,3.455,2.409
394,79001,4.257,3.570,2.416
395,79202,4.257,3.570,2.416
396,79402,4.257,3.570,2.416
397,79601,4.051,3.447,2.233
398,79802,4.051,3.447,2.233
399,80002,4.051,3.447,2.233
400,80201,4.051,3.422,2.233
401,80402,3.973,3.422,2.274
402,80603,3.973,3.422,2.274
403,80801,3.973,3.422,2.274
404,81002,3.973,3.615,2.274
405,81202,3.973,3.615,2.274
406,81402,3.973,3.615,2.274
407,81602,3.833,3.483,2.274
408,81802,3.833,3.483,2.274
409,82003,3.833,3.483,2.274
410,82203,3.959,3.450,2.261
411,82402,3.959,3.450,2.261
412,82603,3.959,3.450,2.261
413,82802,3.959,3.450,2.261
414,83002,3.959,3.450,2.261
415,83202,3.959,3.450,2.261
416,83402,3.901,3.354,2.117
417,83603,3.901,3.354,2.117
418,83802,3.901,3.354,2.117
419,84002,4.098,3.354,2.179
420,84203,4.262,3.354,2.179
421,84402,4.262,3.354,2.179
422,84603,4.262,3.354,2.179
423,84803,4.262,3.558,2.230
424,85002,4.262,3.558,2.230
425,85202,4.262,3.558,2.230
426,85402,4.349,3.346,2.094
427,85602,4.349,3.346,2.094
428,85803,4.349,3.346,2.094
429,86002,4.570,3.341,2.094
430,86202,4.570,3.337,2.250
431,86402,4.570,3.337,2.250
432,86602,4.570,3.543,2.250
433,86803,4.570,3.543,2.288
434,87003,4.570,3.543,2.288
435,87202,4.570,3.543,2.094
436,87402,4.570,3.543,1.991
437,87602,4.570,3.543,1.991
438,87803,4.570,3.543,1.991
439,88002,4.651,3.498,2.251
440,88203,4.651,3.498,2.251
441,88402,4.651,3.498,2.251
442,88602,4.814,3.680,2.384
443,88803,4.814,3.680,2.384
444,89003,4.814,3.680,2.384
445,89201,4.751,3.461,2.209
446,89402,4.701,3.461,2.209
447,89602,4.701,3.461,2.209
448,89802,4.567,3.363,2.396
449,90003,4.649,3.363,2.396
450,90203,4.649,3.363,2.396
451,90403,4.649,3.363,2.396
452,90603,5.116,3.566,2.558
453,90803,5.116,3.566,2.558
454,91001,4.692,3.566,2.558
455,91201,4.560,3.444,2.290
456,91401,4.560,3.444,2.290
457,91602,4.560,3.444,2.290
458,91802,4.635,3.399,2.817
459,92003,4.635,3.399,2.817
