rssi,rssiKarman,distance
-67,-67,4.990
-67,-67.000,4.990
-67,-67.000,4.990
-68,-67.200,5.093
-67,-67.160,5.072
-66,-66.928,4.954
-68,-67.142,5.063
-68,-67.314,5.152
-66,-67.051,5.016
-71,-67.841,5.436
-68,-67.873,5.454
-66,-67.498,5.250
-68,-67.599,5.304
-69,-67.879,5.457
-67,-67.703,5.360
-67,-67.562,5.284
-65,-67.050,5.015
-70,-67.640,5.326
-68,-67.712,5.365
-67,-67.570,5.288
-66,-67.256,5.122
-66,-67.005,4.992
-66,-66.804,4.891
-68,-67.043,5.012
-65,-66.634,4.808
-68,-66.907,4.943
-66,-66.726,4.853
-67,-66.781,4.880
-66,-66.625,4.803
-67,-66.700,4.840
-67,-66.760,4.869
-67,-66.808,4.893
-67,-66.846,4.912
-67,-66.877,4.928
-68,-67.102,5.042
-68,-67.281,5.135
-67,-67.225,5.106
-67,-67.180,5.082
-66,-66.944,4.962
-67,-66.955,4.967
-67,-66.964,4.972
-67,-66.971,4.975
-68,-67.177,5.081
-67,-67.142,5.062
-66,-66.913,4.946
-68,-67.131,5.057
-68,-67.305,5.147
-66,-67.044,5.012
-67,-67.035,5.008
-67,-67.028,5.004
-68,-67.222,5.104
-68,-67.378,5.186
-69,-67.702,5.360
-66,-67.362,5.177
-66,-67.089,5.036
-68,-67.272,5.130
-66,-67.017,4.999
-68,-67.214,5.100
-69,-67.571,5.289
-66,-67.257,5.122
-66,-67.005,4.993
-66,-66.804,4.892
-68,-67.044,5.012
-66,-66.835,4.907
-67,-66.868,4.923
-65,-66.494,4.739
-66,-66.395,4.692
-68,-66.716,4.848
-67,-66.773,4.876
-66,-66.618,4.800
-66,-66.495,4.740
-68,-66.796,4.887
-67,-66.837,4.908
-67,-66.869,4.924
-67,-66.895,4.937
-66,-66.716,4.848
-66,-66.573,4.778
-68,-66.858,4.919
-68,-67.087,5.034
-65,-66.669,4.825
-65,-66.336,4.663
-67,-66.468,4.727
-68,-66.775,4.877
-68,-67.020,5.000
-66,-66.816,4.897
-66,-66.653,4.817
-68,-66.922,4.951
-67,-66.938,4.958
-66,-66.750,4.865
-68,-67.000,4.990
-68,-67.200,5.093
-68,-67.360,5.176
-68,-67.488,5.244
-67,-67.390,5.192
-68,-67.512,5.257
-67,-67.410,5.203
-68,-67.528,5.266
-67,-67.422,5.209
-68,-67.538,5.271
-66,-67.230,5.108
-67,-67.184,5.084
-65,-66.747,4.863
-66,-66.598,4.790
-67,-66.678,4.829
-67,-66.743,4.861
-65,-66.394,4.691
-66,-66.315,4.654
-68,-66.652,4.816
-66,-66.522,4.753
-67,-66.617,4.799
-66,-66.494,4.739
-68,-66.795,4.887
-67,-66.836,4.907
-66,-66.669,4.825
-66,-66.535,4.759
-65,-66.228,4.613
-66,-66.182,4.591
-67,-66.346,4.668
-66,-66.277,4.636
-68,-66.621,4.801
-67,-66.697,4.838
-65,-66.358,4.674
-66,-66.286,4.640
-68,-66.629,4.805
-68,-66.903,4.941
-66,-66.723,4.851
-66,-66.578,4.780
-66,-66.462,4.724
-66,-66.370,4.680
-65,-66.096,4.551
-68,-66.477,4.731
-67,-66.581,4.782
-68,-66.865,4.922
-67,-66.892,4.935
-66,-66.714,4.847
-67,-66.771,4.875
-67,-66.817,4.898
-67,-66.853,4.916
-67,-66.883,4.931
-67,-66.906,4.943
-67,-66.925,4.952
-69,-67.340,5.166
-66,-67.072,5.027
-67,-67.058,5.019
-66,-66.846,4.912
-66,-66.677,4.828
-67,-66.741,4.860
-65,-66.393,4.691
-66,-66.315,4.654
-67,-66.452,4.719
-65,-66.161,4.581
-66,-66.129,4.566
-68,-66.503,4.744
-67,-66.603,4.792
-68,-66.882,4.930
-65,-66.506,4.745
-68,-66.805,4.892
-66,-66.644,4.812
-67,-66.715,4.847
-67,-66.772,4.875
-68,-67.018,4.999
-66,-66.814,4.896
-67,-66.851,4.915
-68,-67.081,5.031
-67,-67.065,5.023
-68,-67.252,5.120
-68,-67.401,5.198
-67,-67.321,5.156
-66,-67.057,5.019
-67,-67.046,5.013
-68,-67.236,5.112
-67,-67.189,5.087
-66,-66.951,4.965
-67,-66.961,4.970
-66,-66.769,4.874
-67,-66.815,4.897
-67,-66.852,4.915
-66,-66.682,4.831
-66,-66.545,4.764
-67,-66.636,4.809
-66,-66.509,4.747
-66,-66.407,4.698
-68,-66.726,4.853
-65,-66.381,4.685
-66,-66.304,4.649
-66,-66.244,4.620
-68,-66.595,4.788
-68,-66.876,4.927
-65,-66.501,4.743
-66,-66.401,4.694
-67,-66.520,4.752
-66,-66.416,4.702
-68,-66.733,4.856
-67,-66.786,4.883
-65,-66.429,4.708
-68,-66.743,4.861
-68,-66.995,4.987
-66,-66.796,4.887
avg(rssi),avg(rssiKalman),avg(distance)
-66.87878787878788,-66.88290404040409,4.9342828282828295
stdev(rssi),stdev(rssiKalman),stdev(distance)
1.04226566799514,0.3669606065388379,0.1857340631935474
