tick,time,Beacon #1,Beacon #2,Beacon #3
0,202,null,null,null
1,401,null,null,null
2,602,5.525,null,null
3,803,5.525,4.990,4.070
4,1002,5.525,4.990,4.070
5,1202,5.525,4.990,4.070
6,1404,9.193,4.990,6.117
7,1602,9.193,4.990,6.117
8,1802,9.193,4.990,6.117
9,2002,8.648,5.093,5.414
10,2201,8.648,5.093,5.414
11,2401,8.648,5.093,5.414
12,2601,7.907,4.954,5.326
13,2802,7.907,4.954,5.326
14,3002,7.907,4.954,5.326
15,3202,7.360,5.063,5.476
16,3401,6.950,5.063,5.714
17,3602,6.950,5.063,5.714
18,3801,6.775,5.063,5.126
19,4002,6.775,5.152,5.126
20,4202,6.775,5.152,5.126
21,4403,6.373,5.152,4.895
22,4602,6.321,5.016,4.622
23,4804,6.321,5.016,4.622
24,5002,6.321,5.016,4.622
25,5201,7.175,5.436,5.092
26,5401,7.175,5.436,5.092
27,5602,7.175,5.436,5.092
28,5801,7.175,5.454,4.580
29,6001,7.175,5.454,4.580
30,6201,7.175,5.454,4.580
31,6401,6.942,5.250,4.383
32,6602,6.942,5.250,4.383
33,6803,6.942,5.250,4.383
34,7001,6.942,5.304,4.981
35,7202,6.632,5.457,4.981
36,7403,6.632,5.457,4.981
37,7602,6.632,5.457,4.981
38,7802,7.080,5.360,4.981
39,8002,7.080,5.360,4.981
40,8202,7.080,5.360,4.981
41,8402,6.855,5.015,4.520
42,8602,6.855,5.015,4.520
43,8803,6.855,5.015,4.520
44,9001,8.912,5.326,4.520
45,9202,8.912,5.326,4.520
46,9402,8.912,5.326,4.520
47,9602,8.609,5.365,4.250
48,9803,8.041,5.365,4.045
49,10002,8.041,5.365,4.045
50,10202,8.041,5.365,4.133
51,10402,7.929,5.288,4.205
52,10602,7.929,5.288,4.205
53,10802,7.929,5.288,4.441
54,11002,9.419,5.122,4.546
55,11202,9.419,5.122,4.546
56,11401,9.419,5.122,4.546
57,11602,9.763,4.992,4.183
58,11802,9.763,4.992,4.183
59,12001,9.763,4.992,4.183
60,12202,8.365,4.891,4.385
61,12403,8.365,4.891,4.385
62,12602,8.365,4.891,4.385
63,12802,8.365,4.891,4.687
64,13002,8.365,4.891,4.687
65,13203,8.365,4.891,4.687
66,13402,8.878,5.012,4.687
67,13602,9.125,5.012,4.200
68,13803,9.125,5.012,4.200
69,14001,9.125,5.012,4.200
70,14203,7.710,4.808,4.347
71,14402,7.710,4.808,4.347
72,14602,7.710,4.808,4.347
73,14802,8.319,4.943,4.561
74,15002,8.319,4.943,4.561
75,15203,8.319,4.943,4.561
76,15402,7.569,4.853,4.368
77,15603,7.569,4.853,4.368
78,15802,7.569,4.853,4.368
79,16002,7.126,4.880,4.486
80,16203,7.126,4.803,4.490
81,16402,7.126,4.803,4.490
82,16602,7.126,4.840,4.680
83,16802,7.810,4.840,4.838
84,17002,7.810,4.840,4.838
85,17202,7.810,4.869,4.397
86,17401,7.438,4.893,4.073
87,17602,7.438,4.893,4.073
88,17802,7.438,4.893,4.073
89,18002,6.729,4.928,4.207
90,18202,6.729,4.928,4.207
91,18403,6.729,4.928,4.207
92,18602,7.613,4.928,4.534
93,18803,7.613,4.928,4.534
94,19003,7.613,4.928,4.534
