rssi,rssiKarman,distance
-60,-60,2.446
-59,-59.000,2.209
-64,-60.000,2.446
-60,-60.000,2.446
-59,-59.800,2.397
-64,-60.640,2.611
-60,-60.512,2.577
-60,-60.410,2.550
-65,-61.328,2.800
-60,-61.062,2.726
-61,-61.050,2.722
-37,-56.240,1.668
-41,-53.192,1.223
-61,-54.753,1.434
-60,-55.803,1.595
-65,-57.642,1.924
-61,-58.314,2.060
-60,-58.651,2.132
-65,-59.921,2.427
-60,-59.937,2.431
-61,-60.149,2.484
-59,-59.919,2.426
-66,-61.136,2.746
-67,-62.308,3.095
-60,-61.847,2.952
-60,-61.477,2.843
-44,-57.982,1.992
-39,-54.186,1.353
-60,-55.348,1.523
-65,-57.279,1.854
-62,-58.223,2.041
-66,-59.778,2.392
-60,-59.823,2.402
-66,-61.058,2.725
-60,-60.847,2.667
-61,-60.877,2.675
-60,-60.702,2.627
-61,-60.761,2.643
-66,-61.809,2.941
-62,-61.847,2.953
-62,-61.878,2.962
-66,-62.702,3.221
-61,-62.362,3.111
-62,-62.289,3.089
-61,-62.032,3.009
-65,-62.625,3.196
-62,-62.500,3.156
-61,-62.200,3.061
-66,-62.960,3.307
-40,-58.368,2.072
-66,-59.894,2.420
-65,-60.916,2.685
-62,-61.132,2.745
-62,-61.306,2.794
-60,-61.045,2.721
-61,-61.036,2.718
-66,-62.029,3.008
-66,-62.823,3.261
-62,-62.658,3.207
-61,-62.327,3.100
-61,-62.061,3.018
-66,-62.849,3.270
-61,-62.479,3.149
-61,-62.183,3.055
-67,-63.147,3.370
-61,-62.717,3.226
-61,-62.374,3.115
-65,-62.899,3.286
-61,-62.519,3.162
-61,-62.215,3.065
-60,-61.772,2.930
-62,-61.818,2.944
-62,-61.854,2.955
-61,-61.683,2.904
-65,-62.347,3.107
-67,-63.277,3.416
-62,-63.022,3.328
-61,-62.618,3.194
-66,-63.294,3.421
-66,-63.835,3.615
-62,-63.468,3.483
-60,-62.775,3.245
-65,-63.220,3.395
-59,-62.376,3.116
-60,-61.901,2.969
-60,-61.520,2.856
-67,-62.616,3.193
-66,-63.293,3.421
-60,-62.634,3.199
-60,-62.108,3.032
-59,-61.486,2.846
-66,-62.389,3.120
-60,-61.911,2.972
-59,-61.329,2.801
-59,-60.863,2.671
-62,-61.090,2.734
-61,-61.072,2.729
-65,-61.858,2.956
-62,-61.886,2.964
-66,-62.709,3.223
-67,-63.567,3.518
-61,-63.054,3.339
-61,-62.643,3.202
-66,-63.314,3.428
-60,-62.652,3.205
-66,-63.321,3.431
-62,-63.057,3.340
-61,-62.646,3.203
-39,-57.916,1.979
-39,-54.133,1.346
-60,-55.307,1.517
-66,-57.445,1.886
-61,-58.156,2.027
-66,-59.725,2.379
-67,-61.180,2.759
-61,-61.144,2.749
-65,-61.915,2.973
-65,-62.532,3.166
-61,-62.226,3.069
-61,-61.981,2.993
-60,-61.584,2.875
-66,-62.468,3.145
-61,-62.174,3.052
-60,-61.739,2.920
-65,-62.391,3.121
-62,-62.313,3.096
-61,-62.050,3.014
-61,-61.840,2.951
-61,-61.672,2.900
-66,-62.538,3.168
-59,-61.830,2.947
-66,-62.664,3.209
-60,-62.131,3.039
-61,-61.905,2.970
-61,-61.724,2.916
-67,-62.779,3.247
-67,-63.623,3.538
-62,-63.299,3.423
-62,-63.039,3.334
-61,-62.631,3.198
-66,-63.305,3.425
-66,-63.844,3.618
-61,-63.275,3.415
-60,-62.620,3.194
-66,-63.296,3.422
-62,-63.037,3.333
-67,-63.830,3.613
-61,-63.264,3.411
-61,-62.811,3.257
-60,-62.249,3.076
-66,-62.999,3.320
-62,-62.799,3.253
-66,-63.439,3.472
-61,-62.951,3.304
-60,-62.361,3.111
-66,-63.089,3.351
-62,-62.871,3.277
-66,-63.497,3.493
-60,-62.798,3.253
-64,-63.038,3.333
-61,-62.630,3.198
-61,-62.304,3.093
-65,-62.843,3.268
-66,-63.475,3.485
-61,-62.980,3.314
-60,-62.384,3.118
-60,-61.907,2.971
-66,-62.726,3.229
-61,-62.381,3.117
-66,-63.104,3.356
-61,-62.684,3.215
-61,-62.347,3.107
-67,-63.277,3.416
-61,-62.822,3.261
-60,-62.258,3.079
-65,-62.806,3.255
-62,-62.645,3.202
-61,-62.316,3.097
-66,-63.053,3.338
-67,-63.842,3.618
-62,-63.474,3.484
-60,-62.779,3.246
-61,-62.423,3.131
-66,-63.139,3.368
-60,-62.511,3.159
-67,-63.409,3.461
-67,-64.127,3.724
-60,-63.302,3.424
-60,-62.641,3.201
-68,-63.713,3.570
-66,-64.170,3.741
-60,-63.336,3.436
-60,-62.669,3.210
-67,-63.535,3.506
avg(rssi),avg(rssiKalman),avg(distance)
-61.79381443298969,-61.700273195876285,2.960603092783507
stdev(rssi),stdev(rssiKalman),stdev(distance)
4.987485667663878,1.9713885269862674,0.49392529610738173
