rssi,rssiKarman,distance
-70,-70.000,2.261
-69,-69.800,2.196
-67,-69.240,2.023
-80,-71.392,2.774
-69,-70.914,2.586
-67,-70.131,2.305
-67,-69.505,2.103
-81,-71.804,2.947
-69,-71.243,2.714
-66,-70.194,2.327
-69,-69.956,2.247
-68,-69.564,2.121
-68,-69.252,2.026
-80,-71.401,2.778
-78,-72.721,3.371
-69,-71.977,3.022
-69,-71.381,2.770
-67,-70.505,2.435
-80,-72.404,3.218
-79,-73.723,3.905
-69,-72.779,3.400
-67,-71.623,2.869
-79,-73.098,3.563
-69,-72.279,3.159
-67,-71.223,2.706
-78,-72.578,3.301
-69,-71.863,2.972
-67,-70.890,2.577
-67,-70.112,2.299
-79,-71.890,2.984
-78,-73.112,3.570
-69,-72.289,3.164
-68,-71.432,2.790
-78,-72.745,3.383
-69,-71.996,3.031
-67,-70.997,2.618
-79,-72.598,3.311
-69,-71.878,2.979
-69,-71.302,2.738
-68,-70.642,2.485
-79,-72.314,3.176
-79,-73.651,3.864
-69,-72.721,3.371
-68,-71.777,2.935
-67,-70.821,2.551
-80,-72.657,3.340
-69,-71.926,3.000
-68,-71.140,2.673
-67,-70.312,2.367
-78,-71.850,2.967
-69,-71.280,2.729
-69,-70.824,2.552
-67,-70.059,2.281
-79,-71.847,2.966
-70,-71.478,2.809
-67,-70.582,2.463
-79,-72.266,3.153
-69,-71.613,2.865
-68,-70.890,2.577
-67,-70.112,2.299
-79,-71.890,2.984
-80,-73.512,3.786
-73,-73.409,3.730
-67,-72.128,3.090
-78,-73.302,3.671
-74,-73.442,3.747
-68,-72.353,3.194
-73,-72.483,3.255
-69,-71.786,2.939
-67,-70.829,2.554
-68,-70.263,2.350
-67,-69.610,2.136
-67,-69.088,1.978
-78,-70.871,2.570
-78,-72.297,3.168
-73,-72.437,3.234
-67,-71.350,2.757
-73,-71.680,2.894
-69,-71.144,2.675
-67,-70.315,2.368
-69,-70.052,2.279
-69,-69.842,2.209
-67,-69.273,2.033
-78,-71.019,2.626
-78,-72.415,3.223
-69,-71.732,2.916
-69,-71.186,2.691
-69,-70.748,2.524
-68,-70.199,2.328
-79,-71.959,3.015
-69,-71.367,2.764
-68,-70.694,2.504
-67,-69.955,2.246
-78,-71.564,2.845
-68,-70.851,2.562
-67,-70.081,2.288
-79,-71.865,2.973
-68,-71.092,2.654
-68,-70.473,2.424
-79,-72.179,3.113
-69,-71.543,2.836
-69,-71.034,2.632
-68,-70.428,2.408
-67,-69.742,2.177
-79,-71.594,2.857
-68,-70.875,2.571
-68,-70.300,2.363
-67,-69.640,2.145
-78,-71.312,2.741
-68,-70.650,2.488
-67,-69.920,2.235
-79,-71.736,2.917
-69,-71.189,2.692
-68,-70.551,2.452
-69,-70.241,2.343
-68,-69.793,2.194
-79,-71.634,2.874
-69,-71.107,2.660
-79,-72.686,3.354
-68,-71.749,2.923
-79,-73.199,3.616
-67,-71.959,3.015
-79,-73.367,3.707
-70,-72.694,3.358
-68,-71.755,2.926
-68,-71.004,2.620
-76,-72.003,3.034
-71,-71.803,2.946
avg(rssi),avg(rssiKalman),avg(distance)
-71.40625,-71.34996874999999,2.791773437500001
stdev(rssi),stdev(rssiKalman),stdev(distance)
4.893294998004923,1.0813199972826908,0.4455851878226358
