rssi,rssiKarman,distance
-71,-71.000,1.842
-72,-71.200,1.880
-70,-70.960,1.835
-72,-71.168,1.874
-78,-72.534,2.154
-79,-73.828,2.457
-71,-73.262,2.320
-72,-73.010,2.261
-72,-72.808,2.215
-71,-72.446,2.135
-71,-72.157,2.073
-72,-72.126,2.066
-70,-71.700,1.979
-78,-72.960,2.249
-79,-74.168,2.544
-71,-73.535,2.385
-72,-73.228,2.312
-72,-72.982,2.254
-72,-72.786,2.210
-72,-72.629,2.175
-80,-74.103,2.527
-80,-75.282,2.849
-72,-74.626,2.665
-71,-73.901,2.475
-80,-75.121,2.803
-72,-74.496,2.630
-72,-73.997,2.500
-80,-75.198,2.825
-78,-75.758,2.991
-72,-75.007,2.771
-71,-74.205,2.553
-71,-73.564,2.392
-76,-74.051,2.514
-72,-73.641,2.411
-73,-73.513,2.380
-71,-73.010,2.261
-69,-72.208,2.084
-77,-73.167,2.297
-72,-72.933,2.243
-72,-72.747,2.201
-69,-71.997,2.039
-69,-71.398,1.919
-76,-72.318,2.107
-77,-73.255,2.318
-74,-73.404,2.353
-71,-72.923,2.241
-69,-72.138,2.069
-78,-73.311,2.331
-73,-73.249,2.316
-71,-72.799,2.213
-68,-71.839,2.007
-78,-73.071,2.275
-77,-73.857,2.465
-74,-73.886,2.472
-77,-74.508,2.634
-73,-74.207,2.554
-69,-73.165,2.297
-69,-72.332,2.110
-77,-73.266,2.321
-71,-72.813,2.216
-69,-72.050,2.050
-82,-74.040,2.511
-72,-73.632,2.409
-68,-72.506,2.148
-80,-74.005,2.502
-78,-74.804,2.714
-73,-74.443,2.616
-69,-73.354,2.342
-80,-74.683,2.681
-79,-75.547,2.927
-73,-75.037,2.779
-67,-73.430,2.360
-74,-73.544,2.387
-79,-74.635,2.668
-74,-74.508,2.633
-69,-73.407,2.354
-68,-72.325,2.109
-79,-73.660,2.416
-82,-75.328,2.863
-74,-75.063,2.786
-68,-73.650,2.413
-78,-74.520,2.637
-73,-74.216,2.556
-68,-72.973,2.252
-81,-74.578,2.652
-74,-74.463,2.621
-74,-74.370,2.597
-68,-73.096,2.281
-75,-73.477,2.371
-73,-73.381,2.348
-69,-72.505,2.148
-79,-73.804,2.451
-80,-75.043,2.781
-74,-74.835,2.723
-70,-73.868,2.467
-68,-72.694,2.189
-79,-73.955,2.489
-75,-74.164,2.543
-73,-73.931,2.483
-68,-72.745,2.201
-73,-72.796,2.212
-69,-72.037,2.048
-78,-73.230,2.312
-79,-74.384,2.600
-69,-73.307,2.330
-80,-74.646,2.671
-80,-75.716,2.978
-74,-75.373,2.876
-70,-74.299,2.578
-68,-73.039,2.267
-80,-74.431,2.613
-79,-75.345,2.868
-74,-75.076,2.790
-68,-73.661,2.416
-68,-72.529,2.153
-79,-73.823,2.456
-73,-73.658,2.415
-68,-72.527,2.152
-78,-73.621,2.406
-74,-73.697,2.425
-69,-72.758,2.203
-79,-74.006,2.502
-75,-74.205,2.553
-69,-73.164,2.297
-69,-72.331,2.110
-78,-73.465,2.368
-79,-74.572,2.651
-75,-74.658,2.674
-69,-73.526,2.383
-79,-74.621,2.664
-84,-76.497,3.225
-72,-75.597,2.942
avg(rssi),avg(rssiKalman),avg(distance)
-73.72727272727273,-73.58799242424242,2.4124621212121227
stdev(rssi),stdev(rssiKalman),stdev(distance)
4.178028585949811,1.0801661242620102,0.2653057814223175
