rssi,rssiKarman,distance
-82,-82.000,5.648
-76,-80.800,4.998
-79,-80.440,4.818
-80,-80.352,4.775
-80,-80.282,4.741
-76,-79.425,4.345
-76,-78.740,4.052
-78,-78.592,3.992
-78,-78.474,3.944
-80,-78.779,4.068
-76,-78.223,3.844
-75,-77.579,3.600
-90,-80.063,4.637
-77,-79.450,4.356
-77,-78.960,4.144
-79,-78.968,4.148
-77,-78.575,3.985
-76,-78.060,3.781
-76,-77.648,3.626
-86,-79.318,4.298
-80,-79.455,4.358
-78,-79.164,4.231
-76,-78.531,3.967
-81,-79.025,4.171
-93,-81.820,5.545
-78,-81.056,5.130
-79,-80.645,4.920
-76,-79.716,4.476
-88,-81.373,5.298
-78,-80.698,4.946
-87,-81.958,5.624
-75,-80.567,4.881
-75,-79.453,4.358
-78,-79.163,4.231
-91,-81.530,5.384
-77,-80.624,4.909
-77,-79.899,4.560
-80,-79.919,4.569
-75,-78.936,4.134
-77,-78.548,3.974
-80,-78.839,4.093
-78,-78.671,4.024
-77,-78.337,3.889
-80,-78.669,4.023
-77,-78.336,3.889
-79,-78.468,3.942
-79,-78.575,3.985
-81,-79.060,4.186
-79,-79.048,4.181
-80,-79.238,4.263
-80,-79.391,4.330
-80,-79.512,4.384
-82,-80.010,4.612
-81,-80.208,4.706
-80,-80.166,4.686
-77,-79.533,4.393
-77,-79.026,4.172
-80,-79.221,4.256
-78,-78.977,4.151
-77,-78.582,3.987
-79,-78.665,4.022
-82,-79.332,4.304
-78,-79.066,4.189
-82,-79.653,4.447
-76,-78.922,4.128
-77,-78.538,3.970
-83,-79.430,4.347
-76,-78.744,4.054
-77,-78.395,3.912
-78,-78.316,3.881
-86,-79.853,4.539
-82,-80.282,4.741
-79,-80.026,4.619
-77,-79.421,4.343
-82,-79.937,4.577
-80,-79.949,4.583
-76,-79.159,4.229
-76,-78.528,3.966
-76,-78.022,3.767
-79,-78.218,3.842
-80,-78.574,3.984
-75,-77.859,3.705
-78,-77.887,3.715
-76,-77.510,3.575
-84,-78.808,4.080
-90,-81.046,5.125
-76,-80.037,4.624
-81,-80.230,4.716
-82,-80.584,4.889
-76,-79.667,4.453
-77,-79.134,4.218
-86,-80.507,4.851
-77,-79.805,4.517
-76,-79.044,4.180
-84,-80.036,4.624
-76,-79.228,4.259
-83,-79.983,4.599
-87,-81.386,5.306
-77,-80.509,4.852
-77,-79.807,4.517
-79,-79.646,4.444
-80,-79.717,4.476
-80,-79.773,4.502
-86,-81.019,5.111
-77,-80.215,4.709
-87,-81.572,5.407
-81,-81.458,5.344
-77,-80.566,4.880
-84,-81.253,5.234
-87,-82.402,5.884
-77,-81.322,5.271
-77,-80.457,4.827
-88,-81.966,5.628
-74,-80.373,4.785
-76,-79.498,4.378
-83,-80.199,4.701
-80,-80.159,4.682
-77,-79.527,4.390
-77,-79.022,4.170
-82,-79.617,4.431
-75,-78.694,4.033
-79,-78.755,4.058
avg(rssi),avg(rssiKalman),avg(distance)
-79.48360655737704,-79.59001639344262,4.444360655737704
stdev(rssi),stdev(rssiKalman),stdev(distance)
3.8394706059204946,1.0500329501746912,0.4875361956394484
