tick,time,Beacon #1,Beacon #2,Beacon #3,Beacon #4
0,202,null,null,null,null
1,403,2.570,1.920,4.212,null
2,602,2.570,1.920,4.212,null
3,805,2.570,1.920,4.212,null
4,1002,2.400,2.066,4.440,null
5,1203,2.400,2.066,4.440,null
6,1403,2.400,2.066,4.440,null
7,1603,3.126,2.066,3.852,null
8,1804,3.776,2.413,3.852,null
9,2004,3.776,2.413,3.852,null
10,2204,3.776,2.413,3.852,null
11,2403,3.496,2.732,3.624,null
12,2603,3.496,2.732,3.624,null
13,2803,3.496,2.732,3.624,null
14,3003,3.070,2.694,3.638,null
15,3203,3.070,2.694,3.638,null
16,3403,3.070,2.694,3.638,null
17,3602,3.555,2.740,3.554,null
18,3803,3.555,2.740,3.554,null
19,4003,3.555,2.740,3.554,null
20,4203,3.332,2.940,3.310,null
21,4403,3.332,3.023,3.126,null
22,4604,3.332,3.023,3.126,null
23,4803,3.332,3.006,3.126,null
24,5004,2.954,3.006,3.126,null
25,5203,2.954,3.006,3.126,null
26,5404,2.954,3.006,3.126,null
27,5604,3.448,2.991,3.126,null
28,5803,3.448,2.991,3.126,null
29,6003,3.448,2.991,3.126,null
30,6203,3.251,3.462,3.020,null
31,6403,3.251,3.462,3.020,null
32,6603,3.251,3.462,3.020,null
33,6804,2.964,2.946,4.664,null
34,7003,2.964,2.946,4.664,null
35,7203,2.964,2.946,4.664,null
36,7403,3.536,3.994,4.223,null
37,7603,3.536,3.994,4.223,null
38,7804,3.536,3.994,4.223,null
39,8003,3.472,3.994,3.800,null
40,8204,3.422,4.088,3.879,null
41,8403,3.422,4.088,3.879,null
42,8602,3.159,5.223,4.267,null
43,8804,2.963,5.837,4.605,null
44,9003,2.963,5.837,4.605,null
45,9204,2.963,5.837,4.605,null
46,9403,3.535,5.538,3.690,null
47,9603,3.535,5.538,3.690,null
48,9803,3.535,5.538,3.690,null
49,10003,3.535,5.538,4.255,null
50,10204,3.535,5.538,4.255,null
51,10404,3.535,5.538,4.255,null
52,10602,3.169,4.609,4.717,null
53,10803,3.169,4.609,4.717,null
54,11003,3.169,4.609,4.717,null
55,11202,3.169,4.585,4.262,null
56,11404,3.169,4.585,4.262,null
57,11603,3.169,4.585,4.262,null
58,11804,3.169,4.585,4.262,null
59,12003,3.264,4.565,4.481,null
60,12204,3.264,4.565,4.481,null
61,12404,3.264,4.565,4.481,null
62,12604,3.111,3.732,4.481,null
63,12804,3.111,3.732,4.481,null
64,13003,3.111,3.732,4.481,null
65,13202,3.111,3.732,4.665,null
66,13403,3.111,3.872,4.665,null
67,13604,3.111,3.872,4.665,null
68,13803,3.064,4.102,4.224,null
69,14003,3.026,4.102,4.224,null
70,14203,3.026,4.102,4.224,null
71,14403,3.026,4.102,4.224,null
72,14604,3.026,4.102,4.224,null
73,14803,3.026,4.102,4.224,null
74,15003,3.026,4.102,4.224,null
75,15204,3.026,4.102,4.224,null
76,15403,3.026,4.102,4.224,null
77,15603,3.026,4.102,4.224,null
78,15803,3.065,4.812,4.450,null
79,16004,3.065,4.812,4.450,null
80,16204,3.065,4.812,4.450,null
81,16403,2.959,3.637,4.518,null
82,16603,2.959,3.637,4.518,null
83,16804,2.959,3.637,4.518,null
84,17003,3.532,3.637,4.518,null
85,17203,3.532,3.637,4.518,null
86,17403,3.532,3.637,4.518,null
87,17603,3.469,3.637,4.455,null
88,17803,3.469,4.624,4.406,null
89,18003,3.469,4.624,4.406,null
90,18203,3.469,4.624,4.406,null
91,18403,3.193,4.624,4.406,null
92,18604,3.193,4.624,4.406,null
93,18804,3.193,4.624,4.406,null
94,19003,3.929,4.105,4.143,null
95,19203,3.929,4.105,4.143,null
96,19403,3.929,4.105,4.143,null
97,19603,3.594,4.422,4.048,null
98,19804,3.594,4.422,4.048,null
99,20004,3.594,4.422,4.048,null
100,20203,3.594,4.435,3.872,null
101,20404,3.211,4.435,3.872,null
102,20603,3.211,4.435,3.872,null
103,20803,3.211,4.435,3.736,null
104,21003,3.770,3.751,3.736,null
105,21204,3.770,3.751,3.736,null
106,21403,3.492,3.751,3.736,null
107,21603,3.285,3.674,3.727,null
