tick,time,Beacon #1,Beacon #2,Beacon #3,Beacon #4
0,201,4.054,12.432,7.128,null
1,401,4.054,12.432,7.128,null
2,601,4.054,12.432,7.128,null
3,802,3.456,7.640,6.762,null
4,1002,3.042,7.640,6.762,null
5,1203,3.042,7.640,6.762,null
6,1401,3.078,6.491,9.876,null
7,1605,3.078,5.538,9.876,null
8,1802,3.078,5.538,9.876,null
9,2002,2.969,5.538,9.876,null
10,2203,2.951,6.117,8.778,null
11,2403,2.951,6.117,8.778,null
12,2603,2.621,6.117,8.778,null
13,2802,2.383,6.117,7.781,null
14,3002,2.383,6.117,7.781,null
15,3202,2.383,6.117,7.781,null
16,3403,2.532,6.117,7.646,null
17,3603,2.532,6.117,7.646,null
18,3804,2.532,6.117,7.646,null
19,4003,2.540,5.589,7.539,null
20,4204,2.540,5.589,7.539,null
21,4404,2.540,5.589,7.539,null
22,4603,2.324,4.265,6.536,null
23,4804,2.324,4.265,5.680,null
24,5003,2.324,4.265,5.680,null
25,5203,2.324,3.534,5.639,null
26,5403,2.482,3.534,5.639,null
27,5604,2.482,3.534,5.639,null
28,5802,2.482,3.534,5.639,null
29,6003,2.499,4.997,5.104,null
30,6203,2.499,4.997,5.104,null
31,6403,2.499,4.997,5.104,null
32,6603,2.294,5.384,5.315,null
33,6803,2.294,5.384,5.315,null
34,7003,2.294,5.384,5.315,null
35,7203,2.401,5.384,5.347,null
36,7403,2.401,5.384,5.347,null
37,7603,2.401,5.384,5.347,null
38,7803,2.326,5.384,5.234,null
39,8004,2.326,5.384,5.234,null
40,8203,2.326,5.384,5.234,null
41,8402,2.216,5.384,5.234,null
42,8604,2.181,5.384,5.145,null
43,8802,2.181,5.384,5.145,null
44,9003,2.181,5.384,5.145,null
45,9203,2.254,4.506,5.349,null
46,9403,2.254,4.506,5.349,null
47,9603,2.254,4.506,5.349,null
48,9802,2.734,3.908,5.375,null
49,10003,2.734,3.908,5.375,null
50,10202,2.734,3.908,5.375,null
51,10403,2.723,3.488,5.119,null
52,10603,2.723,3.488,5.119,null
53,10803,2.723,3.488,5.119,null
54,11002,2.572,3.565,5.327,null
55,11203,2.572,4.181,5.083,null
56,11402,2.572,4.181,5.083,null
57,11602,2.631,4.616,5.297,null
58,11804,2.631,4.616,5.333,null
59,12002,2.631,4.616,5.333,null
60,12202,2.631,4.616,5.333,null
61,12403,2.631,3.944,6.446,null
62,12603,2.631,3.944,6.446,null
63,12803,2.631,3.944,6.446,null
64,13002,2.618,2.812,5.247,null
65,13202,2.618,2.812,5.247,null
66,13402,2.618,2.812,5.247,null
67,13603,2.923,2.757,5.293,null
68,13803,2.923,2.757,5.293,null
69,14003,2.923,2.757,5.293,null
70,14202,2.915,3.601,5.191,null
71,14403,2.915,4.588,5.191,null
72,14603,2.915,4.588,5.191,null
73,14803,2.778,4.588,5.191,null
74,15003,2.674,3.540,4.601,null
75,15203,2.674,3.540,4.601,null
76,15402,2.906,3.540,4.601,null
77,15603,3.106,4.080,5.579,null
78,15802,3.106,4.080,5.579,null
79,16004,3.106,4.080,5.579,null
80,16202,2.990,4.657,4.611,null
81,16403,2.990,4.657,4.611,null
82,16603,2.990,4.657,4.611,null
83,16802,2.832,3.309,4.932,null
84,17003,2.832,3.309,4.932,null
85,17202,2.832,3.309,4.932,null
86,17403,2.832,3.309,4.932,null
87,17603,2.907,3.309,4.655,null
88,17803,2.907,3.309,4.655,null
89,18002,2.710,3.309,4.444,null
90,18203,2.562,3.231,4.283,null
91,18403,2.562,3.231,4.283,null
92,18603,2.562,3.231,4.283,null
93,18802,2.563,2.751,5.853,null
94,19002,2.563,2.751,5.853,null
95,19203,2.563,2.751,5.853,null
96,19402,2.684,2.709,5.199,null
97,19603,2.684,2.709,5.199,null
98,19803,2.684,2.709,5.199,null
99,20001,2.601,2.601,5.254,null
100,20202,2.601,2.518,5.254,null
101,20402,2.601,2.518,5.254,null
102,20602,2.536,2.319,5.254,null
103,20802,2.536,2.319,5.254,null
104,21002,2.536,2.319,5.254,null
105,21202,2.662,2.363,5.439,null
106,21403,2.830,2.467,5.168,null
107,21605,2.830,2.467,5.168,null
108,21803,2.830,2.781,5.168,null
109,22003,2.652,3.060,4.707,null
110,22204,2.652,3.060,4.707,null
111,22403,2.652,3.060,4.707,null
112,22602,2.517,2.489,5.611,null
113,22803,2.517,2.489,5.611,null
114,23003,2.517,2.489,5.611,null
115,23202,2.753,2.582,5.584,null
116,23403,2.753,2.582,5.584,null
117,23603,2.753,2.582,5.584,null
118,23802,2.753,2.503,4.878,null
119,24003,2.594,2.503,4.878,null
120,24202,2.594,2.503,4.878,null
121,24402,2.531,2.503,4.878,null
122,24603,2.482,2.308,4.878,null
123,24803,2.482,2.308,4.878,null
124,25003,2.482,2.308,4.878,null
125,25203,2.557,2.354,4.614,null
126,25403,2.557,2.354,4.614,null
127,25602,2.557,2.354,4.614,null
128,25803,2.445,2.260,4.187,null
129,26003,2.445,2.260,4.187,null
130,26202,2.445,2.260,4.187,null
131,26402,2.360,2.067,4.418,null
132,26603,2.360,2.067,4.418,null
133,26802,2.360,2.067,4.418,null
134,27003,2.456,2.155,4.376,null
135,27202,2.456,2.155,4.376,null
136,27403,2.456,2.155,4.376,null
137,27602,2.368,2.166,4.013,null
138,27802,2.248,2.302,3.553,null
139,28003,2.248,2.302,3.553,null
140,28202,2.248,2.302,4.084,null
141,28402,2.206,2.039,4.331,null
142,28603,2.206,2.039,4.331,null
143,28803,2.206,2.039,4.331,null
144,29001,2.484,2.148,4.331,null
145,29203,2.484,2.148,4.331,null
146,29403,2.484,2.148,4.331,null
147,29602,2.390,2.100,3.720,null
148,29803,2.317,2.100,3.720,null
149,30003,2.317,2.100,3.720,null
150,30202,2.317,2.100,4.585,null
151,30403,2.317,2.005,4.585,null
152,30603,2.317,2.005,4.585,null
153,30802,2.420,2.005,4.585,null
154,31003,2.420,2.045,4.508,null
155,31202,2.420,2.045,4.508,null
156,31403,2.420,2.045,4.508,null
157,31602,2.340,2.077,4.331,null
158,31803,2.340,2.077,4.331,null
159,32003,2.340,2.077,4.331,null
160,32203,2.230,2.045,4.331,null
161,32403,2.230,2.045,4.331,null
162,32602,2.230,2.045,4.331,null
163,32802,2.401,2.045,4.288,null
164,33002,2.401,2.045,4.288,null
165,33202,2.401,2.045,4.288,null
166,33402,2.273,2.019,3.949,null
167,33602,2.273,2.019,3.795,null
168,33803,2.273,2.019,3.795,null
169,34002,2.273,1.943,3.795,null
170,34203,2.226,1.884,4.658,null
171,34402,2.226,1.884,4.658,null
172,34603,2.226,1.884,4.687,null
173,34803,2.344,1.945,4.710,null
174,35003,2.344,1.945,4.710,null
175,35203,2.344,1.945,4.710,null
176,35402,2.232,1.996,4.370,null
177,35603,2.232,1.996,4.370,null
178,35804,2.232,1.996,4.370,null
179,36002,2.193,1.980,4.370,null
180,36203,2.193,1.980,4.370,null
181,36403,2.193,1.980,4.370,null
182,36602,2.316,2.025,4.370,null
183,36803,2.475,2.025,4.454,null
184,37003,2.475,2.025,4.454,null
185,37206,2.383,2.025,4.454,null
186,37403,2.311,1.947,4.179,null
187,37602,2.311,1.947,4.179,null
188,37802,2.311,1.947,4.179,null
189,38002,2.205,1.997,4.901,null
190,38203,2.205,1.997,4.901,null
191,38403,2.205,1.997,4.901,null
192,38603,2.326,2.039,4.881,null
193,38802,2.326,2.039,4.881,null
194,39003,2.326,2.039,4.881,null
195,39202,2.267,1.958,4.616,null
196,39403,2.267,2.006,4.415,null
197,39603,2.267,2.006,4.415,null
198,39802,2.221,2.046,6.156,null
199,40002,2.221,2.046,6.156,null
200,40203,2.221,2.046,6.156,null
201,40402,2.221,2.020,5.858,null
202,40602,2.495,1.999,5.484,null
203,40803,2.495,1.999,5.484,null
204,41002,2.495,1.999,4.936,null
205,41203,2.398,1.928,4.537,null
206,41403,2.398,1.928,4.537,null
207,41603,2.398,1.928,4.537,null
208,41803,2.265,2.131,6.460,null
209,42003,2.265,2.131,6.460,null
210,42203,2.265,2.131,6.460,null
211,42403,2.377,2.147,5.806,null
212,42603,2.377,2.147,5.806,null
213,42803,2.377,2.147,5.806,null
214,43003,2.307,2.041,5.806,null
215,43203,2.252,2.041,5.304,null
216,43403,2.252,2.041,5.304,null
217,43602,2.209,2.041,6.251,null
218,43803,2.176,2.195,6.944,null
219,44003,2.176,2.195,6.944,null
220,44203,2.176,2.195,6.944,null
221,44402,2.354,2.137,6.451,null
222,44602,2.354,2.137,6.451,null
223,44802,2.354,2.137,6.451,null
224,45002,2.342,1.921,6.244,null
225,45203,2.342,1.921,6.244,null
226,45402,2.342,1.921,6.244,null
227,45602,2.280,2.276,6.083,null
228,45803,2.280,2.276,6.083,null
229,46003,2.280,2.276,6.083,null
230,46202,2.280,2.200,5.802,null
231,46403,2.280,2.200,5.802,null
232,46603,2.280,2.200,5.802,null
233,46803,2.280,2.081,5.736,null
234,47003,2.231,1.935,5.736,null
235,47203,2.231,1.935,5.736,null
236,47402,2.231,2.290,5.736,null
237,47603,2.193,2.619,5.835,null
238,47802,2.193,2.619,5.835,null
239,48002,2.193,2.619,5.835,null
240,48203,2.424,2.619,5.300,null
241,48402,2.424,2.619,5.300,null
242,48603,2.424,2.619,5.300,null
243,48802,2.343,2.010,4.957,null
244,49004,2.333,2.010,4.957,null
245,49203,2.333,2.010,4.957,null
246,49402,2.273,2.360,5.472,null
247,49603,2.225,2.360,5.769,null
248,49803,2.225,2.360,5.769,null
249,50002,2.397,2.360,5.710,null
250,50203,2.544,2.265,5.516,null
251,50404,2.544,2.265,5.516,null
252,50603,2.544,2.265,5.516,null
253,50803,2.436,2.265,5.806,null
254,51003,2.436,2.265,5.806,null
255,51203,2.436,2.265,5.806,null
256,51403,2.236,2.671,5.962,null
257,51603,2.236,2.671,5.962,null
258,51802,2.236,2.671,5.962,null
259,52002,2.407,2.572,6.018,null
260,52203,2.407,2.572,6.018,null
261,52403,2.407,2.572,6.018,null
262,52602,2.330,2.229,5.753,null
263,52803,2.330,2.229,5.753,null
264,53003,2.330,2.229,5.753,null
265,53203,2.330,2.229,5.753,null
266,53403,2.219,2.563,6.498,null
267,53603,2.219,2.563,6.498,null
268,53803,2.219,2.563,6.498,null
269,54003,2.219,2.489,6.498,null
270,54203,2.219,2.489,6.498,null
271,54403,2.219,2.489,6.498,null
272,54603,2.234,2.489,6.498,null
273,54802,2.234,2.489,6.498,null
274,55002,2.234,2.489,6.498,null
275,55202,2.195,2.431,6.977,null
276,55403,2.195,2.431,6.977,null
277,55602,2.195,2.431,6.977,null
278,55802,2.371,2.431,6.977,null
