tick,time,Beacon #1,Beacon #2,Beacon #3,Beacon #4
0,201,0.734,1.090,13.756,null
1,402,0.734,1.090,13.756,null
2,602,0.734,1.090,13.756,null
3,802,0.751,1.814,10.033,null
4,1002,0.751,1.814,10.033,null
5,1202,0.751,1.814,10.033,null
6,1401,0.751,1.814,9.370,null
7,1602,0.857,2.237,9.370,null
8,1803,0.857,2.237,9.370,null
9,2002,0.870,2.237,9.370,null
10,2202,0.880,2.429,8.641,null
11,2402,0.880,2.429,8.641,null
12,2602,0.880,2.429,8.641,null
13,2802,0.848,3.076,5.788,null
14,3002,0.848,3.076,5.788,null
15,3202,0.848,3.076,5.788,null
16,3402,0.967,3.047,6.530,null
17,3602,0.967,3.047,6.530,null
18,3802,0.967,3.047,6.530,null
19,4002,0.958,3.047,6.141,null
20,4202,0.958,3.387,6.141,null
21,4402,0.958,3.387,6.141,null
22,4602,0.908,3.901,5.403,null
23,4802,0.908,3.901,4.877,null
24,5003,0.908,3.901,4.877,null
25,5202,0.908,3.685,4.877,null
26,5403,1.303,3.423,5.694,null
27,5602,1.303,3.423,5.694,null
28,5802,1.303,3.423,5.694,null
29,6002,1.188,3.423,5.801,null
30,6202,1.188,3.423,5.801,null
31,6402,1.188,3.423,5.801,null
32,6602,1.188,3.423,5.801,null
33,6802,1.188,3.423,5.801,null
34,7002,1.188,3.423,5.801,null
35,7202,1.188,3.423,5.801,null
36,7403,1.188,3.423,5.801,null
37,7603,1.188,3.423,5.801,null
38,7804,1.188,3.423,5.888,null
39,8002,1.104,3.933,5.888,null
40,8202,1.104,3.933,5.888,null
41,8401,1.104,3.933,5.888,null
42,8603,0.972,4.523,5.653,null
43,8802,0.972,4.523,5.653,null
44,9002,0.972,4.523,5.653,null
45,9202,1.236,4.148,6.407,null
46,9402,1.236,4.148,6.407,null
47,9603,1.236,4.148,6.407,null
48,9802,1.139,5.137,6.375,null
49,10002,1.139,5.137,6.375,null
50,10203,1.139,5.137,6.375,null
51,10402,1.020,5.925,5.868,null
52,10603,0.933,5.925,5.492,null
53,10803,0.933,5.925,5.492,null
54,11002,1.143,5.925,6.261,null
55,11202,1.344,5.149,6.261,null
56,11402,1.344,5.149,6.261,null
57,11601,1.191,5.149,6.261,null
58,11802,1.106,7.928,6.423,null
59,12003,1.106,7.928,6.423,null
60,12202,1.106,7.928,6.423,null
61,12402,1.106,7.928,6.423,null
62,12603,1.106,7.928,6.423,null
63,12803,1.106,7.928,6.423,null
64,13002,1.370,5.804,6.098,null
65,13202,1.370,5.804,6.098,null
66,13402,1.370,5.804,6.098,null
67,13602,1.266,5.359,6.291,null
68,13802,1.266,4.887,6.450,null
69,14002,1.266,4.887,6.450,null
70,14202,1.188,4.887,5.923,null
71,14402,1.188,4.942,5.533,null
72,14602,1.188,4.942,5.533,null
73,14803,1.188,4.942,5.239,null
74,15002,1.265,4.329,5.015,null
75,15203,1.265,4.329,5.015,null
76,15403,1.265,4.329,5.015,null
77,15603,1.331,4.360,4.595,null
78,15803,1.331,4.360,4.595,null
79,16002,1.331,4.360,4.595,null
80,16203,1.237,4.774,5.382,null
81,16403,1.237,4.774,5.382,null
82,16602,1.237,4.774,5.382,null
83,16802,1.277,4.331,5.401,null
84,17003,1.277,4.331,5.401,null
85,17202,1.277,4.331,5.401,null
86,17401,1.253,4.122,5.401,null
87,17602,1.253,4.122,5.139,null
88,17802,1.253,4.122,5.139,null
89,18002,1.253,4.122,5.139,null
90,18202,1.147,4.695,5.344,null
91,18402,1.147,4.695,5.344,null
92,18602,1.147,4.695,5.344,null
93,18802,1.407,4.155,5.344,null
94,19002,1.407,4.155,5.344,null
95,19202,1.407,4.155,5.344,null
96,19402,1.322,4.102,5.344,null
97,19603,1.322,4.102,5.344,null
98,19802,1.322,4.102,5.344,null
99,20002,1.203,5.091,5.514,null
100,20203,1.203,5.091,5.514,null
101,20403,1.203,5.091,5.514,null
102,20602,1.307,5.091,5.514,null
103,20803,1.366,5.107,6.118,null
104,21003,1.366,5.107,6.118,null
105,21202,1.292,5.107,5.531,null
106,21402,1.292,4.702,5.101,null
107,21602,1.292,4.702,5.101,null
108,21802,1.292,4.702,5.101,null
109,22001,1.180,4.702,5.101,null
110,22203,1.180,4.702,5.101,null
111,22402,1.180,4.702,5.101,null
112,22601,1.318,4.402,5.374,null
113,22802,1.318,4.402,5.374,null
114,23002,1.318,4.402,5.374,null
115,23202,1.255,4.677,5.374,null
116,23402,1.255,4.677,4.985,null
117,23602,1.255,4.677,4.985,null
118,23802,1.127,4.908,4.820,null
119,24003,1.127,4.908,4.692,null
120,24202,1.127,4.908,4.692,null
121,24402,1.127,4.185,4.692,null
122,24602,1.391,3.684,4.692,null
123,24802,1.391,3.684,4.692,null
124,25002,1.391,3.684,4.692,null
125,25203,1.391,4.291,4.692,null
126,25402,1.391,4.291,4.692,null
127,25603,1.391,4.291,4.692,null
128,25802,1.391,4.291,4.692,null
129,26002,1.391,4.291,4.692,null
130,26202,1.391,4.291,4.692,null
131,26402,1.646,3.758,4.592,null
132,26603,1.646,3.758,4.592,null
133,26802,1.646,3.758,4.592,null
134,27002,1.534,3.758,4.884,null
135,27202,1.450,4.747,5.267,null
136,27402,1.450,4.747,5.267,null
137,27602,1.266,4.747,4.655,null
138,27802,1.135,4.747,4.217,null
139,28001,1.135,4.747,4.217,null
140,28202,1.135,4.747,4.217,null
141,28402,1.367,4.192,4.216,null
142,28603,1.367,4.192,4.216,null
143,28802,1.367,4.192,4.216,null
144,29002,1.323,4.626,4.683,null
145,29203,1.323,4.626,4.683,null
146,29403,1.323,4.626,4.683,null
147,29602,1.176,5.605,4.350,null
148,29802,1.176,6.354,4.350,null
149,30002,1.176,6.354,4.350,null
150,30202,1.176,5.145,4.350,null
151,30403,1.506,4.345,4.350,null
152,30602,1.506,4.345,4.350,null
153,30802,1.506,4.345,4.350,null
154,31002,1.506,4.499,4.350,null
155,31203,1.506,4.499,4.350,null
156,31402,1.506,4.499,4.350,null
157,31603,1.506,4.977,4.210,null
158,31802,1.506,4.977,4.210,null
159,32002,1.506,4.977,4.210,null
160,32202,1.836,4.114,4.210,null
161,32402,1.836,4.114,4.210,null
162,32602,1.836,4.114,4.210,null
163,32802,1.713,4.306,4.556,null
164,33003,1.713,4.306,4.556,null
165,33202,1.713,4.306,4.556,null
166,33403,1.446,4.306,4.556,null
167,33603,1.321,5.145,4.369,null
168,33802,1.321,5.145,4.369,null
169,34001,1.580,5.145,4.369,null
170,34202,1.864,4.470,4.453,null
171,34403,1.864,4.470,4.453,null
172,34602,1.864,4.470,4.453,null
173,34802,1.657,5.302,4.900,null
174,35002,1.657,5.302,4.900,null
175,35202,1.657,5.302,4.900,null
176,35402,1.408,5.275,4.279,null
177,35603,1.408,5.275,4.279,null
178,35803,1.408,5.275,4.279,null
179,36002,1.517,4.561,4.279,null
180,36202,1.517,4.561,4.266,null
181,36402,1.517,4.561,4.266,null
182,36602,1.517,5.542,4.485,null
183,36802,1.373,5.542,4.668,null
184,37002,1.373,5.542,4.668,null
185,37202,1.373,5.542,4.668,null
186,37402,1.211,6.298,4.010,null
187,37602,1.211,6.298,4.010,null
188,37802,1.211,6.298,4.010,null
