tick,time,Beacon #1,Beacon #2,Beacon #3,Beacon #4
0,201,2.880,1.256,5.064,null
1,401,2.880,1.256,5.064,null
2,601,2.880,1.256,5.064,null
3,802,3.394,1.256,4.630,null
4,1001,3.394,1.256,4.630,null
5,1201,3.394,1.256,4.630,null
6,1402,3.598,1.531,4.544,null
7,1603,3.598,1.794,4.544,null
8,1802,3.598,1.794,4.544,null
9,2002,3.598,1.794,4.544,null
10,2203,3.364,1.767,3.626,null
11,2402,3.364,1.767,3.626,null
12,2602,3.364,1.767,3.626,null
13,2802,3.364,1.767,3.363,null
14,3003,3.364,1.767,3.363,null
15,3202,3.364,1.767,3.363,null
16,3402,3.572,2.318,3.807,null
17,3602,3.572,2.318,3.807,null
18,3801,3.572,2.318,3.807,null
19,4001,3.344,2.051,3.406,null
20,4203,3.344,2.051,3.406,null
21,4402,3.344,2.051,3.406,null
22,4601,3.344,1.967,3.035,null
23,4803,3.344,1.967,3.035,null
24,5002,3.344,1.967,3.035,null
25,5202,3.344,1.967,3.507,null
26,5402,3.476,2.387,3.507,null
27,5601,3.476,2.387,3.507,null
28,5801,3.476,2.387,3.189,null
29,6002,3.272,1.894,2.956,null
30,6202,3.272,1.894,2.956,null
31,6402,3.272,1.894,2.956,null
32,6602,3.534,2.003,2.595,null
33,6802,3.534,2.003,2.595,null
34,7002,3.534,2.003,2.595,null
35,7202,3.716,2.869,3.176,null
36,7401,3.716,2.869,3.176,null
37,7602,3.716,2.869,3.176,null
38,7801,3.452,2.432,2.870,null
39,8002,3.254,2.131,2.870,null
40,8201,3.254,2.131,2.870,null
41,8401,3.254,2.131,2.870,null
42,8602,3.400,2.337,2.647,null
43,8802,3.400,2.337,2.647,null
44,9002,3.522,2.337,2.647,null
45,9202,3.623,3.534,3.143,null
46,9402,3.623,3.534,3.143,null
47,9602,3.623,3.534,3.143,null
48,9801,3.382,2.873,2.922,null
49,10002,3.382,2.873,2.922,null
50,10202,3.382,2.873,2.922,null
51,10402,3.507,2.968,2.685,null
52,10602,3.507,2.968,2.685,null
53,10802,3.507,2.968,2.685,null
54,11001,3.610,4.043,3.179,null
55,11202,3.610,4.043,3.639,null
56,11402,3.610,4.043,3.639,null
57,11601,3.373,4.043,3.463,null
58,11803,3.373,3.200,3.328,null
59,12002,3.373,3.200,3.328,null
60,12202,3.373,3.200,3.328,null
61,12401,3.539,3.191,2.979,null
62,12602,3.539,3.191,2.979,null
63,12802,3.539,3.191,2.979,null
64,13002,3.539,4.049,3.365,null
65,13201,3.539,4.049,3.365,null
66,13401,3.539,4.049,3.365,null
67,13601,3.027,3.203,3.710,null
68,13802,3.027,3.203,3.710,null
69,14002,3.027,3.203,3.710,null
70,14201,3.137,3.238,3.250,null
71,14403,3.228,3.238,3.250,null
72,14603,3.228,3.238,3.250,null
73,14802,3.228,3.238,3.608,null
74,15002,3.378,3.238,3.608,null
75,15202,3.378,3.238,3.608,null
76,15403,3.378,3.238,3.608,null
77,15603,3.126,2.679,3.263,null
78,15802,3.126,2.679,3.263,null
79,16003,3.126,2.679,3.263,null
80,16201,3.126,2.258,3.087,null
81,16403,3.126,2.258,3.087,null
82,16603,3.126,2.258,3.087,null
83,16802,3.369,2.518,3.949,null
84,17003,3.369,2.518,3.949,null
85,17203,3.369,2.518,3.949,null
86,17402,3.120,2.319,3.949,null
87,17602,3.001,2.170,3.507,null
88,17802,3.001,2.170,3.507,null
89,18002,3.187,1.891,3.452,null
90,18202,3.187,1.891,3.452,null
91,18402,3.187,1.891,3.452,null
92,18602,3.187,1.891,3.452,null
93,18803,3.344,1.897,3.452,null
94,19002,3.344,1.897,3.452,null
95,19203,3.344,1.897,3.452,null
96,19401,2.919,1.672,2.988,null
97,19602,2.919,1.672,2.988,null
98,19803,2.919,1.672,2.988,null
99,20001,3.118,1.819,3.036,null
100,20203,3.118,1.819,3.036,null
101,20403,3.118,1.819,3.036,null
102,20602,3.361,2.059,3.508,null
103,20802,3.652,2.274,3.508,null
104,21002,3.652,2.274,3.508,null
