tick,time,Beacon #1,Beacon #2,Beacon #3,Beacon #4
0,202,null,null,null,null
1,401,null,null,null,null
2,602,0.937,null,null,null
3,802,0.937,3.348,4.196,null
4,1002,0.937,3.348,4.196,null
5,1201,0.858,3.348,4.196,null
6,1403,0.777,4.343,3.569,null
7,1604,0.777,4.343,3.569,null
8,1803,0.777,4.343,3.569,null
9,2002,0.831,3.508,3.222,null
10,2203,0.831,3.508,3.222,null
11,2403,0.831,3.508,3.222,null
12,2602,0.826,3.476,3.821,null
13,2802,0.826,3.476,3.821,null
14,3004,0.826,3.476,3.821,null
15,3202,0.754,3.476,3.312,null
16,3404,0.754,3.476,3.312,null
17,3603,0.754,3.476,3.312,null
18,3802,0.754,3.361,3.312,null
19,4003,0.787,3.026,3.118,null
20,4203,0.787,3.026,3.118,null
21,4402,0.787,3.026,3.118,null
22,4603,0.815,3.009,3.308,null
23,4803,0.815,3.009,3.308,null
24,5003,0.815,3.009,3.308,null
25,5203,0.724,3.988,2.753,null
26,5402,0.724,3.988,2.753,null
27,5603,0.724,3.988,2.753,null
28,5802,0.762,3.752,2.639,null
29,6003,0.762,3.752,2.639,null
30,6202,0.762,3.752,2.639,null
31,6401,0.795,3.601,3.056,null
32,6603,0.795,3.601,3.256,null
33,6802,0.795,3.601,3.256,null
34,7002,0.709,3.601,3.256,null
35,7204,0.667,3.601,3.256,null
36,7402,0.667,3.601,3.256,null
37,7602,0.667,3.601,3.075,null
38,7803,0.754,3.282,2.860,null
39,8003,0.754,3.282,2.860,null
40,8203,0.754,3.282,2.860,null
41,8402,0.787,3.295,3.259,null
42,8603,0.787,3.295,3.259,null
43,8803,0.787,3.295,3.259,null
44,9002,0.663,4.178,2.916,null
45,9204,0.663,4.178,2.916,null
46,9402,0.663,4.178,2.916,null
47,9602,0.711,3.794,2.816,null
48,9804,0.751,3.335,2.816,null
49,10004,0.751,3.335,2.816,null
50,10202,0.785,3.337,2.816,null
51,10404,0.790,3.337,3.133,null
52,10602,0.790,3.337,3.133,null
53,10802,0.790,4.221,3.133,null
54,11003,0.727,4.221,2.825,null
55,11204,0.727,4.221,2.825,null
56,11403,0.727,4.221,2.825,null
57,11603,0.765,3.219,2.746,null
58,11803,0.765,3.219,2.746,null
59,12003,0.765,3.219,2.746,null
60,12205,0.765,3.161,2.989,null
61,12403,0.765,3.161,3.198,null
62,12603,0.765,3.161,3.198,null
63,12802,0.708,4.149,2.951,null
64,13003,0.708,4.149,2.951,null
65,13203,0.708,4.149,2.951,null
66,13402,0.708,4.149,2.767,null
67,13603,0.784,3.581,2.628,null
68,13803,0.784,3.581,2.628,null
69,14002,0.784,3.581,2.886,null
70,14202,0.812,3.443,3.110,null
71,14403,0.812,3.443,3.110,null
72,14602,0.812,3.443,3.110,null
73,14803,0.676,4.327,2.809,null
74,15002,0.676,4.327,2.809,null
75,15203,0.676,4.327,2.809,null
76,15402,0.761,3.704,2.547,null
77,15603,0.761,3.357,2.547,null
78,15802,0.761,3.357,2.547,null
79,16002,0.761,3.269,2.814,null
80,16203,0.793,3.200,2.814,null
81,16403,0.793,3.200,2.814,null
82,16602,0.793,4.190,2.814,null
83,16802,0.729,4.190,2.593,null
84,17002,0.729,4.190,2.593,null
85,17203,0.729,4.190,2.593,null
86,17402,0.767,3.204,2.540,null
87,17603,0.767,3.204,2.540,null
88,17803,0.767,3.204,2.540,null
89,18003,0.798,3.204,2.733,null
90,18203,0.798,3.204,2.733,null
91,18404,0.798,3.204,2.733,null
92,18602,0.712,4.304,2.533,null
93,18803,0.712,4.304,2.533,null
94,19003,0.712,4.304,2.533,null
95,19203,0.752,3.688,2.516,null
96,19403,0.752,3.260,2.436,null
97,19602,0.752,3.260,2.436,null
98,19802,0.786,3.260,2.436,null
99,20003,0.814,3.193,2.716,null
100,20202,0.814,3.193,2.716,null
101,20403,0.745,3.193,2.716,null
102,20602,0.693,4.182,2.439,null
103,20803,0.693,4.182,2.439,null
104,21003,0.693,4.182,2.439,null
105,21202,0.693,3.604,2.441,null
106,21402,0.693,3.604,2.441,null
107,21602,0.693,3.604,2.441,null
108,21802,0.737,3.460,2.720,null
109,22003,0.737,3.460,2.720,null
110,22203,0.737,3.460,2.720,null
111,22402,0.648,4.460,2.720,null
112,22603,0.648,4.460,2.720,null
113,22803,0.648,4.460,2.720,null
114,23001,0.648,4.460,2.592,null
115,23203,0.648,4.460,2.592,null
116,23403,0.648,4.460,2.592,null
117,23602,0.648,4.460,2.592,null
118,23803,0.740,4.460,3.083,null
119,24003,0.740,4.460,3.083,null
120,24203,0.740,4.460,3.083,null
121,24403,0.690,4.460,2.866,null
122,24603,0.690,4.460,2.866,null
123,24803,0.690,4.460,2.866,null
124,25002,0.734,3.335,2.777,null
125,25204,0.734,3.335,2.777,null
126,25402,0.734,3.335,2.777,null
127,25602,0.771,3.252,3.016,null
128,25803,0.801,3.187,3.222,null
129,26003,0.801,3.187,3.222,null
130,26203,0.714,3.187,2.889,null
131,26403,0.714,3.187,2.889,null
132,26602,0.714,3.187,2.889,null
133,26802,0.714,3.187,2.721,null
134,27003,0.788,2.900,2.664,null
135,27203,0.788,2.900,2.664,null
136,27403,0.788,2.900,2.664,null
137,27603,0.815,2.908,2.997,null
138,27803,0.815,2.908,2.997,null
139,28003,0.815,2.908,2.997,null
140,28202,0.658,5.368,2.802,null
141,28403,0.658,5.368,2.802,null
142,28602,0.658,5.368,2.802,null
143,28802,0.707,5.368,2.654,null
144,29002,0.707,4.401,2.654,null
145,29203,0.707,4.401,2.654,null
146,29402,0.707,4.401,2.909,null
147,29602,0.748,4.401,2.909,null
148,29803,0.748,4.401,2.909,null
149,30003,0.748,4.401,2.909,null
150,30202,0.696,4.401,2.663,null
151,30401,0.696,4.401,2.663,null
152,30601,0.696,4.401,2.663,null
153,30802,0.738,3.755,2.549,null
154,31001,0.738,3.755,2.549,null
155,31201,0.738,3.755,2.549,null
156,31402,0.775,3.575,2.741,null
157,31603,0.775,3.575,2.985,null
158,31803,0.775,3.575,2.985,null
159,32001,0.695,3.575,2.792,null
160,32202,0.695,3.575,2.792,null
161,32403,0.695,3.575,2.792,null
162,32602,0.695,3.575,2.792,null
163,32804,0.738,3.180,2.792,null
164,33003,0.738,3.180,2.792,null
165,33203,0.738,3.130,2.792,null
166,33403,0.774,3.091,3.233,null
167,33603,0.774,3.091,3.233,null
168,33803,0.774,3.091,3.233,null
169,34003,0.715,3.091,3.233,null
170,34203,0.715,3.091,3.233,null
171,34403,0.715,3.091,3.233,null
172,34602,0.755,2.637,2.925,null
173,34803,0.755,2.637,2.925,null
174,35003,0.755,2.637,2.925,null
175,35202,0.788,2.695,2.925,null
176,35403,0.816,2.695,3.144,null
177,35603,0.816,2.695,3.144,null
178,35801,0.725,2.695,3.144,null
179,36002,0.725,2.695,2.833,null
180,36202,0.725,2.695,2.833,null
181,36404,0.725,2.695,2.833,null
182,36602,0.725,2.695,2.833,null
183,36803,0.725,2.695,2.833,null
184,37002,0.725,2.695,2.833,null
185,37203,0.795,2.742,2.833,null
186,37403,0.795,2.742,2.833,null
