rssi,rssiKarman,distance
-69,-69.000,3.205
-69,-69.000,3.205
-76,-70.400,3.870
-69,-70.120,3.727
-69,-69.896,3.616
-75,-70.917,4.149
-75,-71.733,4.632
-69,-71.187,4.303
-69,-70.749,4.057
-69,-70.400,3.870
-79,-72.120,4.879
-78,-73.296,5.717
-69,-72.437,5.092
-69,-71.749,4.642
-80,-73.399,5.797
-67,-72.120,4.879
-70,-71.696,4.608
-69,-71.156,4.285
-70,-70.925,4.154
-69,-70.540,3.944
-69,-70.232,3.783
-76,-71.386,4.420
-79,-72.909,5.426
-68,-71.927,4.754
-69,-71.341,4.393
-69,-70.873,4.125
-75,-71.699,4.610
-75,-72.359,5.039
-68,-71.487,4.480
-69,-70.990,4.190
-76,-71.992,4.796
-68,-71.193,4.307
-69,-70.755,4.059
-78,-72.204,4.935
-67,-71.163,4.289
-68,-70.530,3.939
-79,-72.224,4.948
-73,-72.379,5.053
-68,-71.504,4.490
-69,-71.003,4.197
-69,-70.602,3.977
-70,-70.482,3.913
-70,-70.385,3.862
-70,-70.308,3.823
-76,-71.447,4.456
-69,-70.957,4.172
-69,-70.566,3.957
-79,-72.253,4.967
-67,-71.202,4.312
-69,-70.762,4.063
-84,-73.409,5.805
-67,-72.128,4.884
-79,-73.502,5.878
-67,-72.202,4.933
-67,-71.161,4.288
-69,-70.729,4.045
-69,-70.383,3.861
-80,-72.307,5.003
-67,-71.245,4.337
-68,-70.596,3.974
-68,-70.077,3.705
-68,-69.662,3.504
-69,-69.529,3.442
-68,-69.223,3.303
-69,-69.179,3.283
-68,-68.943,3.180
-76,-70.354,3.846
-68,-69.884,3.610
-77,-71.307,4.373
-69,-70.845,4.109
-68,-70.276,3.806
-68,-69.821,3.580
-76,-71.057,4.228
-75,-71.845,4.702
-67,-70.876,4.127
-69,-70.501,3.923
-76,-71.601,4.550
-67,-70.681,4.019
-68,-70.145,3.739
-80,-72.116,4.876
-69,-71.493,4.484
-68,-70.794,4.081
-80,-72.635,5.230
-81,-74.308,6.552
-68,-73.047,5.528
-68,-72.037,4.825
-68,-71.230,4.328
-67,-70.384,3.862
-68,-69.907,3.621
-75,-70.926,4.154
-67,-70.141,3.737
-68,-69.712,3.528
-77,-71.170,4.293
-67,-70.336,3.837
-69,-70.069,3.701
-68,-69.655,3.500
-69,-69.524,3.439
-73,-70.219,3.777
-77,-71.575,4.534
-67,-70.660,4.008
-66,-69.728,3.535
-69,-69.583,3.466
-80,-71.666,4.590
-66,-70.533,3.940
-69,-70.226,3.780
-79,-71.981,4.789
-66,-70.785,4.076
-68,-70.228,3.781
-69,-69.982,3.658
-78,-71.586,4.540
-67,-70.669,4.013
-68,-70.135,3.734
-66,-69.308,3.341
-69,-69.246,3.313
-79,-71.197,4.309
-67,-70.358,3.848
-70,-70.286,3.811
-77,-71.629,4.567
-67,-70.703,4.031
-69,-70.363,3.851
-79,-72.090,4.860
-66,-70.872,4.124
-69,-70.498,3.921
-69,-70.198,3.766
-86,-73.358,5.765
-77,-74.087,6.360
-67,-72.669,5.254
-69,-71.936,4.760
-75,-72.548,5.169
-76,-73.239,5.673
-68,-72.191,4.926
-69,-71.553,4.520
-69,-71.042,4.220
-75,-71.834,4.695
-75,-72.467,5.113
-69,-71.774,4.657
-68,-71.019,4.207
-69,-70.615,3.984
-69,-70.292,3.814
-78,-71.834,4.695
-67,-70.867,4.121
-67,-70.094,3.713
-77,-71.475,4.473
-78,-72.780,5.333
-68,-71.824,4.688
-71,-71.659,4.586
-79,-73.127,5.589
-66,-71.702,4.612
-68,-70.961,4.174
-69,-70.569,3.959
-80,-72.455,5.105
-66,-71.164,4.290
-68,-70.531,3.939
-81,-72.625,5.223
-77,-73.500,5.876
-66,-72.000,4.801
-68,-71.200,4.310
-68,-70.560,3.954
-78,-72.048,4.832
-66,-70.838,4.106
-65,-69.671,3.508
-69,-69.537,3.445
-77,-71.029,4.212
-76,-72.023,4.816
avg(rssi),avg(rssiKalman),avg(distance)
-71.21951219512195,-71.14577439024393,4.325725609756097
stdev(rssi),stdev(rssiKalman),stdev(distance)
4.703461077069716,1.082817667725856,0.6519450198109772
