rssi,rssiKarman,distance
-57,-57.000,0.486
-58,-57.200,0.496
-56,-56.960,0.484
-55,-56.568,0.465
-60,-57.254,0.499
-59,-57.604,0.517
-61,-58.283,0.554
-56,-57.826,0.529
-55,-57.261,0.499
-59,-57.609,0.517
-57,-57.487,0.511
-58,-57.590,0.516
-60,-58.072,0.542
-55,-57.457,0.509
-58,-57.566,0.515
-54,-56.853,0.479
-57,-56.882,0.480
-58,-57.106,0.492
-56,-56.885,0.481
-55,-56.508,0.462
-62,-57.606,0.517
-59,-57.885,0.532
-57,-57.708,0.523
-58,-57.766,0.526
-54,-57.013,0.487
-62,-58.010,0.539
-58,-58.008,0.539
-54,-57.207,0.497
-58,-57.365,0.505
-58,-57.492,0.511
-55,-56.994,0.486
-58,-57.195,0.496
-54,-56.556,0.465
-58,-56.845,0.479
-57,-56.876,0.480
-54,-56.301,0.453
-58,-56.641,0.469
-58,-56.912,0.482
-54,-56.330,0.454
-58,-56.664,0.470
-62,-57.731,0.524
-57,-57.585,0.516
-56,-57.268,0.500
-58,-57.414,0.507
-57,-57.331,0.503
-56,-57.065,0.489
-62,-58.052,0.541
-59,-58.242,0.552
-57,-57.993,0.538
-54,-57.195,0.496
-55,-56.756,0.474
-58,-57.005,0.486
-58,-57.204,0.496
-55,-56.763,0.475
-54,-56.210,0.449
-58,-56.568,0.465
-58,-56.855,0.479
-54,-56.284,0.452
-58,-56.627,0.468
-57,-56.702,0.472
-56,-56.561,0.465
-54,-56.049,0.441
-58,-56.439,0.459
-61,-57.351,0.504
-57,-57.281,0.500
-59,-57.625,0.518
-54,-56.900,0.481
-57,-56.920,0.482
-58,-57.136,0.493
-55,-56.709,0.472
-59,-57.167,0.495
-58,-57.334,0.503
-60,-57.867,0.531
-55,-57.294,0.501
-52,-56.235,0.450
-60,-56.988,0.486
-57,-56.990,0.486
-54,-56.392,0.457
-59,-56.914,0.482
-57,-56.931,0.483
-55,-56.545,0.464
-64,-58.036,0.540
-63,-59.029,0.598
-57,-58.623,0.574
-55,-57.898,0.533
-56,-57.519,0.513
-54,-56.815,0.477
-63,-58.052,0.541
-57,-57.842,0.530
-60,-58.273,0.554
-63,-59.219,0.610
-58,-58.975,0.595
-58,-58.780,0.583
-58,-58.624,0.574
-58,-58.499,0.566
-54,-57.599,0.517
-61,-58.279,0.554
-56,-57.824,0.529
-56,-57.459,0.510
-54,-56.767,0.475
-61,-57.614,0.518
-62,-58.491,0.566
-59,-58.593,0.572
-55,-57.874,0.532
-59,-58.099,0.544
-58,-58.079,0.543
-54,-57.264,0.499
-59,-57.611,0.517
-56,-57.289,0.501
-56,-57.031,0.488
-53,-56.225,0.449
-62,-57.380,0.505
-61,-58.104,0.544
-59,-58.283,0.554
-58,-58.226,0.551
-58,-58.181,0.548
-58,-58.145,0.546
-55,-57.516,0.512
-58,-57.613,0.518
-58,-57.690,0.522
-57,-57.552,0.514
-57,-57.442,0.509
-55,-56.953,0.484
-62,-57.963,0.536
-62,-58.770,0.582
-58,-58.616,0.573
-54,-57.693,0.522
-63,-58.754,0.581
-54,-57.803,0.528
-63,-58.843,0.587
-55,-58.074,0.542
-56,-57.659,0.520
-53,-56.727,0.473
-56,-56.582,0.466
-56,-56.466,0.460
-58,-56.772,0.475
-54,-56.218,0.449
avg(rssi),avg(rssiKalman),avg(distance)
-57.394160583941606,-57.41700729927006,0.5086204379562044
stdev(rssi),stdev(rssiKalman),stdev(distance)
2.58111520127289,0.6978415993310659,0.036609226906597
