rssi,rssiKarman,distance
-60,-60.000,0.660
-59,-59.800,0.647
-60,-59.840,0.649
-62,-60.272,0.679
-63,-60.818,0.717
-57,-60.054,0.664
-62,-60.443,0.690
-63,-60.955,0.727
-57,-60.164,0.671
-60,-60.131,0.669
-62,-60.505,0.695
-60,-60.404,0.688
-65,-61.323,0.755
-57,-60.458,0.692
-60,-60.367,0.685
-60,-60.293,0.680
-62,-60.635,0.704
-57,-59.908,0.654
-60,-59.926,0.655
-58,-59.541,0.630
-57,-59.033,0.598
-62,-59.626,0.635
-59,-59.501,0.627
-60,-59.601,0.634
-61,-59.881,0.652
-66,-61.105,0.739
-59,-60.684,0.708
-59,-60.347,0.684
-62,-60.678,0.707
-58,-60.142,0.670
-59,-59.914,0.654
-60,-59.931,0.655
-62,-60.345,0.684
-59,-60.076,0.665
-58,-59.661,0.638
-60,-59.728,0.642
-67,-61.183,0.744
-65,-61.946,0.805
-61,-61.757,0.789
-61,-61.606,0.777
-64,-62.084,0.816
-60,-61.668,0.782
-61,-61.534,0.772
-58,-60.827,0.718
-64,-61.462,0.766
-67,-62.569,0.857
-59,-61.856,0.797
-65,-62.484,0.850
-63,-62.588,0.859
-64,-62.870,0.884
-61,-62.496,0.851
-57,-61.397,0.761
-60,-61.117,0.740
-61,-61.094,0.738
-62,-61.275,0.752
-63,-61.620,0.778
-68,-62.896,0.886
-68,-63.917,0.984
-59,-62.934,0.890
-66,-63.547,0.947
-62,-63.237,0.918
-59,-62.390,0.842
-60,-61.912,0.802
-66,-62.730,0.872
-62,-62.584,0.859
-69,-63.867,0.979
-64,-63.894,0.981
-64,-63.915,0.983
-78,-66.732,1.310
-62,-65.785,1.190
-64,-65.428,1.147
-63,-64.943,1.092
-68,-65.554,1.162
-65,-65.443,1.149
-62,-64.755,1.071
-65,-64.804,1.076
-62,-64.243,1.017
-66,-64.594,1.054
-58,-63.276,0.921
-61,-62.820,0.880
-62,-62.656,0.865
-66,-63.325,0.926
-66,-63.860,0.978
-66,-64.288,1.021
-61,-63.630,0.955
-65,-63.904,0.982
-62,-63.523,0.945
-62,-63.219,0.916
-58,-62.175,0.824
-62,-62.140,0.821
-62,-62.112,0.818
-59,-61.490,0.768
-60,-61.192,0.745
-62,-61.353,0.758
-67,-62.483,0.850
-58,-61.586,0.776
-62,-61.669,0.782
-67,-62.735,0.872
-62,-62.588,0.859
-59,-61.870,0.799
-62,-61.896,0.801
-62,-61.917,0.802
-63,-62.134,0.820
-58,-61.307,0.754
-62,-61.446,0.765
-62,-61.556,0.773
-62,-61.645,0.780
-58,-60.916,0.725
-60,-60.733,0.711
-62,-60.986,0.730
-64,-61.589,0.776
-66,-62.471,0.849
-62,-62.377,0.841
-61,-62.102,0.818
-62,-62.081,0.816
-60,-61.665,0.782
avg(rssi),avg(rssiKalman),avg(distance)
-61.922413793103445,-61.86501724137931,0.8090862068965514
stdev(rssi),stdev(rssiKalman),stdev(distance)
3.2086920261113336,1.5970004965276718,0.13918857024056377
