rssi,rssiKarman,distance
-74,-74.000,6.286
-74,-74.000,6.286
-69,-73.000,5.493
-67,-71.800,4.673
-71,-71.640,4.574
-71,-71.512,4.496
-72,-71.610,4.555
-66,-70.488,3.916
-71,-70.590,3.970
-67,-69.872,3.604
-69,-69.698,3.521
-71,-69.958,3.646
-66,-69.167,3.277
-70,-69.333,3.352
-70,-69.467,3.413
-71,-69.773,3.557
-66,-69.019,3.213
-70,-69.215,3.299
-71,-69.572,3.461
-66,-68.858,3.144
-71,-69.286,3.331
-71,-69.629,3.488
-66,-68.903,3.163
-66,-68.322,2.925
-70,-68.658,3.060
-70,-68.926,3.173
-71,-69.341,3.355
-71,-69.673,3.509
-66,-68.938,3.178
-67,-68.551,3.016
-69,-68.641,3.053
-66,-68.112,2.844
-69,-68.290,2.912
-71,-68.832,3.133
-71,-69.266,3.321
-71,-69.612,3.480
-67,-69.090,3.244
-66,-68.472,2.985
-71,-68.978,3.195
-70,-69.182,3.284
-71,-69.546,3.449
-66,-68.837,3.135
-69,-68.869,3.149
-71,-69.295,3.335
-66,-68.636,3.051
-66,-68.109,2.842
-70,-68.487,2.991
-70,-68.790,3.115
-66,-68.232,2.890
-69,-68.385,2.950
-66,-67.908,2.766
-71,-68.527,3.007
-65,-67.821,2.734
-71,-68.457,2.979
-71,-68.966,3.190
-71,-69.373,3.370
-66,-68.698,3.077
-70,-68.958,3.187
-71,-69.367,3.367
-66,-68.693,3.075
-70,-68.955,3.185
-66,-68.364,2.941
-66,-67.891,2.760
-69,-68.113,2.844
-69,-68.290,2.912
-71,-68.832,3.133
-66,-68.266,2.903
-66,-67.813,2.731
-71,-68.450,2.976
-66,-67.960,2.786
-69,-68.168,2.865
-71,-68.734,3.092
-71,-69.188,3.287
-66,-68.550,3.016
-66,-68.040,2.816
-69,-68.232,2.890
-71,-68.786,3.114
-66,-68.228,2.888
-69,-68.383,2.949
-71,-68.906,3.165
-66,-68.325,2.926
-69,-68.460,2.980
-66,-67.968,2.789
-66,-67.574,2.645
-70,-68.060,2.823
-71,-68.648,3.056
-66,-68.118,2.846
-66,-67.694,2.688
-69,-67.956,2.784
-70,-68.364,2.942
-71,-68.892,3.158
-71,-69.313,3.343
-66,-68.651,3.057
-69,-68.720,3.086
-69,-68.776,3.110
-66,-68.221,2.885
-71,-68.777,3.110
-66,-68.222,2.886
-71,-68.777,3.110
-66,-68.222,2.886
-70,-68.577,3.027
-70,-68.862,3.146
-71,-69.290,3.332
-66,-68.632,3.050
-70,-68.905,3.164
-70,-69.124,3.259
-70,-69.299,3.337
-66,-68.640,3.053
-71,-69.112,3.253
-70,-69.289,3.332
-68,-69.031,3.218
-76,-70.425,3.883
-69,-70.140,3.737
-67,-69.512,3.434
avg(rssi),avg(rssiKalman),avg(distance)
-68.87719298245614,-69.03467543859648,3.2599298245614046
stdev(rssi),stdev(rssiKalman),stdev(distance)
2.3175166339689293,1.098615432416688,0.5877508082676431
