tick,time,Beacon #1,Beacon #2,Beacon #3,Beacon #4
0,201,null,null,null,null
1,401,0.937,14.015,6.286,null
2,602,0.937,14.015,6.286,null
3,801,0.937,14.015,6.286,null
4,1001,0.910,10.525,4.673,null
5,1201,0.910,10.525,4.673,null
6,1402,0.910,10.525,4.673,null
7,1601,1.060,10.043,4.574,null
8,1801,1.060,9.183,4.496,null
9,2001,1.060,9.183,4.496,null
10,2202,1.005,8.773,4.555,null
11,2402,1.005,8.459,4.555,null
12,2601,1.005,8.459,4.555,null
13,2801,1.005,8.459,4.555,null
14,3002,0.930,7.213,3.916,null
15,3201,0.930,7.213,3.916,null
16,3401,0.930,7.213,3.916,null
17,3601,1.078,7.619,3.916,null
18,3802,1.078,7.619,3.916,null
19,4002,1.078,7.619,3.916,null
20,4201,0.923,7.556,3.970,null
21,4401,0.923,7.556,3.970,null
22,4602,0.923,7.556,3.970,null
23,4801,0.899,7.556,3.604,null
24,5002,0.906,6.764,3.604,null
25,5202,0.906,6.764,3.604,null
26,5401,0.906,6.764,3.521,null
27,5603,1.057,6.870,3.521,null
28,5802,1.057,6.870,3.521,null
29,6002,1.057,6.870,3.521,null
30,6202,0.973,6.870,3.521,null
31,6402,0.973,6.870,3.521,null
32,6602,0.973,6.870,3.521,null
33,6803,0.973,6.107,3.521,null
34,7001,0.973,6.107,3.521,null
35,7201,0.973,6.107,3.521,null
36,7401,1.152,6.972,3.646,null
37,7602,1.152,6.972,3.646,null
38,7802,1.152,6.972,3.646,null
39,8001,1.042,6.972,3.646,null
40,8202,0.962,6.972,3.646,null
41,8402,0.962,6.972,3.646,null
42,8601,0.930,6.179,3.277,null
43,8802,0.904,5.758,3.277,null
44,9003,0.904,5.758,3.277,null
45,9201,0.904,5.758,3.277,null
46,9401,1.055,6.040,3.413,null
47,9602,1.055,6.040,3.413,null
48,9801,1.055,6.040,3.413,null
49,10002,0.937,6.275,3.557,null
50,10202,0.937,6.275,3.557,null
51,10401,0.937,6.275,3.557,null
52,10601,0.910,5.680,3.213,null
53,10802,0.910,5.680,3.213,null
54,11001,0.910,5.680,3.213,null
55,11202,1.029,5.974,3.299,null
56,11402,1.029,5.974,3.299,null
57,11603,1.029,5.974,3.299,null
58,11801,0.953,5.974,3.299,null
59,12001,0.953,6.060,3.461,null
60,12203,0.953,6.060,3.461,null
61,12402,0.953,6.060,3.461,null
62,12601,0.922,5.524,3.144,null
63,12802,0.922,5.524,3.144,null
64,13002,0.922,5.524,3.144,null
65,13202,1.274,6.538,3.331,null
66,13403,1.274,6.538,3.331,null
67,13602,1.274,6.538,3.331,null
68,13801,1.130,6.686,3.488,null
69,14001,1.130,6.686,3.488,null
70,14201,1.130,6.686,3.488,null
71,14401,1.057,5.976,3.163,null
72,14601,1.057,5.462,2.925,null
73,14801,1.057,5.462,2.925,null
74,15001,1.057,5.790,3.060,null
75,15201,1.160,6.066,3.173,null
76,15401,1.160,6.066,3.173,null
77,15602,1.160,6.066,3.355,null
78,15801,1.048,6.135,3.509,null
79,16002,1.048,6.135,3.509,null
80,16201,1.048,6.135,3.509,null
81,16401,1.025,5.306,3.016,null
82,16602,1.025,5.306,3.016,null
83,16802,1.025,5.306,3.016,null
84,17002,1.133,5.512,3.053,null
85,17202,1.133,5.512,3.053,null
86,17402,1.133,5.512,3.053,null
87,17601,1.059,5.832,3.053,null
88,17802,1.059,5.832,3.053,null
89,18001,1.059,5.832,3.053,null
90,18201,1.004,5.832,2.844,null
91,18402,0.961,5.357,2.844,null
92,18602,0.961,5.357,2.844,null
93,18801,1.108,5.357,2.844,null
94,19001,1.241,5.554,2.912,null
95,19202,1.241,5.554,2.912,null
96,19401,1.241,5.554,2.912,null
97,19600,1.009,6.132,3.321,null
98,19801,1.009,6.132,3.321,null
99,20001,1.009,6.132,3.321,null
100,20200,0.932,6.132,3.321,null
101,20401,0.932,6.132,3.321,null
102,20601,0.932,6.132,3.321,null
103,20801,1.081,6.132,3.480,null
104,21001,1.081,6.132,3.480,null
105,21201,1.081,6.132,3.480,null
106,21401,1.081,6.519,3.480,null
107,21601,1.020,6.519,3.480,null
108,21801,1.020,6.519,3.480,null
109,22001,1.020,5.856,3.244,null
110,22202,0.974,5.374,2.985,null
111,22403,0.974,5.374,2.985,null
112,22602,0.974,5.374,2.985,null
113,22802,1.119,5.715,3.284,null
114,23002,1.119,5.715,3.284,null
115,23201,1.119,5.715,3.284,null
116,23401,0.945,6.245,3.449,null
117,23601,0.945,6.245,3.449,null
118,23801,0.945,6.245,3.449,null
119,24000,0.916,5.229,3.135,null
120,24201,0.916,5.229,3.135,null
121,24402,0.916,5.229,3.135,null
122,24602,0.916,5.229,3.149,null
123,24802,1.066,5.591,3.149,null
124,25001,1.066,5.591,3.149,null
125,25202,0.980,5.591,3.149,null
126,25402,0.916,5.591,3.335,null
127,25601,0.916,5.591,3.335,null
128,25802,0.916,5.591,3.335,null
129,26001,0.893,5.316,2.842,null
130,26202,0.893,5.316,2.842,null
131,26401,0.893,5.316,2.842,null
132,26601,1.150,5.520,3.115,null
133,26802,1.150,5.520,3.115,null
134,27001,1.150,5.520,3.115,null
