coordX,coordY
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4.2926345E-5,0.0011465894
4.2926345E-5,0.0011465894
4.2926345E-5,0.0011465894
4.2926345E-5,0.0011465894
4.2926345E-5,0.0011465894
4.2926345E-5,0.0011465894
4.1281563E-4,0.006049027
4.1281563E-4,0.006049027
4.1281563E-4,0.006049027
4.1281563E-4,0.006049027
4.1281563E-4,0.006049027
0.0010290502,0.012219306
0.0010290502,0.012219306
0.0010290502,0.012219306
0.0010290502,0.012219306
0.0010290502,0.012219306
0.0010290502,0.012219306
0.0010290502,0.012219306
0.0010290502,0.012219306
0.0010290502,0.012219306
0.0010290502,0.012219306
0.0010290502,0.012219306
0.0010290502,0.012219306
0.0010290502,0.012219306
0.0010290502,0.012219306
0.0010290502,0.012219306
0.0010290502,0.012219306
0.0010290502,0.012219306
0.0010290502,0.012219306
0.0010290502,0.012219306
0.0010290502,0.012219306
0.0010290502,0.012219306
