tick,time,Beacon #1,Beacon #2,Beacon #3
0,202,null,null,null
1,402,null,null,4.196
2,601,null,null,4.428
3,802,null,null,4.428
4,1001,null,null,4.428
5,1202,0.679,1.533,4.428
6,1402,0.679,1.533,4.428
7,1602,0.679,1.533,4.428
8,1801,0.703,1.494,4.750
9,2002,0.703,1.494,4.750
10,2202,0.703,1.494,4.750
11,2402,0.790,1.819,4.890
12,2602,0.790,1.819,4.890
13,2802,0.790,1.819,4.890
14,3002,0.790,1.804,5.575
15,3203,0.790,1.804,5.575
16,3404,0.790,1.804,5.575
17,3602,0.790,1.701,5.575
18,3804,0.748,1.701,5.575
19,4003,0.748,1.701,5.575
20,4202,0.748,1.849,5.575
21,4402,0.855,1.977,5.866
22,4603,0.855,1.977,5.866
23,4803,0.855,1.977,5.866
24,5002,0.795,1.928,6.806
25,5203,0.795,1.928,6.806
26,5403,0.795,1.928,6.806
27,5602,0.775,1.794,6.806
28,5803,0.775,1.794,6.806
29,6002,0.775,1.794,6.806
30,6201,0.879,1.794,7.069
31,6402,0.917,1.794,7.901
32,6602,0.917,1.794,7.901
33,6802,0.869,1.794,8.407
34,7003,0.784,1.785,9.840
35,7203,0.784,1.785,9.840
36,7402,0.784,1.785,9.840
37,7603,0.766,1.687,9.840
38,7802,0.766,1.687,9.840
39,8002,0.766,1.687,9.840
40,8203,0.932,1.837,9.840
41,8403,0.932,1.837,9.840
42,8603,0.932,1.837,9.840
43,8802,0.932,1.818,10.615
44,9002,0.932,1.804,10.615
45,9202,0.932,1.804,10.615
46,9402,0.906,1.746,10.615
47,9602,0.906,1.746,10.615
48,9802,0.906,1.746,10.615
49,10002,0.906,1.888,9.559
50,10203,0.968,2.010,8.556
51,10403,0.968,2.010,8.556
52,10602,0.968,1.954,8.556
53,10802,0.855,1.954,9.205
54,11003,0.855,1.954,9.205
55,11203,0.855,1.954,9.205
56,11403,0.821,1.814,10.299
57,11603,0.821,1.814,10.299
58,11802,0.821,1.814,10.299
59,12002,0.868,1.946,9.847
60,12203,0.868,1.946,9.847
61,12403,0.868,1.946,9.847
62,12602,0.807,1.904,10.582
63,12802,0.740,1.904,10.582
64,13003,0.740,1.904,10.582
65,13202,0.710,1.777,10.582
66,13403,0.710,1.777,10.582
67,13602,0.710,1.777,10.582
68,13802,0.710,1.777,10.582
69,14002,0.820,2.032,8.964
70,14203,0.820,2.032,8.964
71,14402,0.820,2.032,8.964
72,14602,0.697,1.924,9.300
73,14802,0.697,1.924,9.300
74,15002,0.697,1.924,9.300
75,15202,0.677,1.924,9.578
76,15403,0.677,1.924,9.578
77,15602,0.677,1.924,9.578
78,15802,0.414,1.924,9.578
79,16002,0.414,1.924,9.578
80,16203,0.414,1.924,9.578
81,16402,0.414,1.887,9.806
