tick,time,Beacon #1,Beacon #2,Beacon #3
0,201,null,null,4.801
1,402,1.686,9.484,4.801
2,601,1.686,9.484,4.801
3,801,1.499,9.484,4.801
4,1003,1.499,9.484,4.428
5,1202,1.499,9.484,4.428
6,1402,1.499,9.484,4.428
7,1603,1.535,7.310,3.933
8,1803,1.535,7.310,3.933
9,2003,1.535,7.310,3.933
10,2202,1.535,8.772,4.205
11,2402,1.535,8.772,3.983
12,2603,1.535,8.772,3.983
13,2801,1.475,6.868,3.813
14,3003,1.429,5.647,3.813
15,3203,1.429,5.647,3.813
16,3402,1.429,4.704,3.585
17,3603,1.613,4.704,3.585
18,3802,1.613,4.704,3.585
19,4002,1.613,4.704,3.585
20,4202,1.518,4.704,2.439
21,4403,1.518,4.704,2.439
22,4604,1.518,4.704,2.439
23,4802,0.421,4.704,2.576
24,5003,0.421,4.704,2.576
25,5202,0.421,4.704,2.576
26,5402,0.493,4.172,2.655
27,5603,0.493,4.172,2.655
28,5803,0.493,4.172,2.655
29,6001,0.613,5.456,2.989
30,6203,0.729,5.456,3.286
31,6404,0.729,5.456,3.286
32,6602,0.729,5.456,3.286
33,6801,0.729,4.697,3.359
34,7003,0.729,4.697,3.359
35,7202,0.729,4.697,3.153
36,7403,0.887,4.060,3.249
37,7603,0.887,4.060,3.249
38,7802,0.887,4.060,3.249
39,8002,0.980,6.821,3.513
40,8203,0.980,6.821,3.513
41,8402,0.980,6.821,3.513
42,8602,1.030,5.472,3.640
43,8802,1.030,5.472,3.640
44,9002,1.030,5.472,3.640
45,9202,1.205,4.587,3.363
46,9403,1.327,4.089,3.363
47,9603,1.327,4.089,3.363
48,9802,1.352,5.510,3.611
49,10003,1.372,6.996,3.611
50,10202,1.372,6.996,3.611
51,10403,1.372,6.996,3.611
52,10603,1.348,5.731,3.631
53,10803,1.348,5.731,3.631
54,11002,1.348,5.731,3.631
55,11203,1.577,4.103,3.356
56,11403,1.577,4.103,3.356
57,11603,1.577,4.103,3.356
58,11802,1.577,5.672,3.703
59,12003,1.577,5.672,3.703
60,12202,1.577,5.672,3.703
61,12402,1.507,5.672,3.696
62,12603,1.507,4.721,3.791
63,12802,1.507,4.721,3.791
64,13002,1.635,4.721,3.568
65,13203,1.635,4.076,3.400
66,13402,1.635,4.076,3.400
67,13602,1.635,4.076,3.400
68,13802,1.635,4.076,3.643
69,14003,1.635,4.076,3.643
70,14203,1.635,4.076,3.643
71,14402,1.506,3.720,3.643
72,14603,1.506,3.720,3.643
73,14803,1.506,3.720,3.643
74,15002,1.682,3.458,3.456
75,15202,1.682,3.458,3.456
76,15403,1.682,3.458,3.456
77,15602,1.635,4.819,3.691
78,15802,1.597,6.450,3.691
79,16003,1.597,6.450,3.691
80,16202,1.523,5.370,3.686
81,16402,1.465,4.638,3.686
82,16602,1.465,4.638,3.686
83,16802,1.552,4.019,3.686
84,17002,1.625,3.584,3.339
85,17203,1.625,3.584,3.339
86,17403,1.625,3.584,3.339
87,17602,1.608,4.959,3.805
88,17803,1.608,4.959,3.805
89,18003,1.608,4.959,3.805
90,18202,1.531,4.352,3.777
91,18402,1.531,4.352,3.777
92,18602,1.531,4.352,3.777
93,18802,1.671,3.819,3.777
94,19003,1.671,3.819,3.777
95,19202,1.671,3.819,3.777
96,19403,1.671,3.819,3.777
97,19603,1.626,3.819,3.963
98,19803,1.626,3.819,3.963
99,20002,1.626,3.531,3.963
100,20203,1.544,3.316,4.008
