tick,time,Beacon #1,Beacon #2,Beacon #3
0,201,4.990,null,6.259
1,402,4.990,null,6.259
2,602,4.990,null,6.259
3,804,4.990,5.525,2.782
4,1002,4.990,5.525,2.782
5,1202,4.990,5.525,2.782
6,1402,3.602,3.676,3.124
7,1604,3.602,3.676,3.124
8,1802,3.602,3.676,3.124
9,2002,3.842,3.676,3.508
10,2202,3.842,3.676,3.508
11,2402,3.842,3.676,3.508
12,2602,4.216,3.829,3.349
13,2803,4.216,3.829,3.349
14,3002,4.216,3.829,3.349
15,3201,4.102,3.798,3.708
16,3402,4.013,3.798,3.708
17,3602,4.013,3.798,3.708
18,3801,4.013,3.798,4.023
19,4002,4.192,3.930,4.395
20,4203,4.192,3.930,4.395
21,4402,4.192,3.930,4.395
22,4602,4.614,4.039,3.728
23,4802,4.614,4.039,3.728
24,5003,4.614,4.039,3.728
25,5202,4.409,3.905,4.309
26,5402,4.409,3.905,4.309
27,5602,4.409,3.905,4.309
28,5801,4.520,4.112,4.643
29,6002,4.520,4.112,4.643
30,6202,4.520,4.112,4.643
31,6401,4.901,4.112,4.191
32,6602,5.123,4.103,4.191
33,6802,5.123,4.103,4.191
34,7001,4.893,4.097,4.191
35,7203,4.893,4.097,4.437
36,7403,4.893,4.097,4.437
37,7602,4.893,4.097,4.437
38,7802,5.389,4.091,4.645
39,8002,5.389,4.091,4.645
40,8203,5.389,4.091,4.645
41,8402,6.271,4.171,4.192
42,8603,6.271,4.171,4.192
43,8802,6.271,4.171,4.192
44,9001,5.870,4.067,4.542
45,9202,5.870,4.067,4.542
46,9403,5.870,4.067,4.542
47,9601,5.919,4.152,4.956
48,9802,5.605,4.152,4.956
49,10003,5.605,4.152,4.956
50,10202,5.605,4.135,4.956
51,10403,6.315,4.207,4.121
52,10603,6.315,4.207,4.121
53,10802,6.315,4.207,4.121
54,11002,5.784,4.179,4.083
55,11202,5.784,4.179,4.083
56,11402,5.784,4.179,4.083
57,11603,3.515,4.179,4.149
58,11802,3.515,4.179,4.149
59,12001,3.515,4.179,4.149
60,12202,4.008,4.179,2.248
61,12402,4.008,4.179,2.248
62,12602,4.008,4.179,2.248
63,12802,4.020,4.179,2.574
64,13003,4.020,4.243,2.868
65,13202,4.020,4.243,2.868
66,13402,4.020,4.243,3.276
67,13605,4.020,4.243,3.276
68,13802,4.020,4.243,3.276
69,14002,4.020,4.243,3.276
70,14202,4.554,4.294,3.098
71,14402,4.554,4.294,3.098
72,14602,4.554,4.294,3.098
73,14802,4.545,4.249,3.521
74,15002,4.545,4.249,3.521
75,15202,4.545,4.249,3.521
76,15402,4.823,4.212,3.772
77,15602,4.823,4.212,3.772
78,15802,4.823,4.212,3.772
79,16002,5.268,4.270,3.772
80,16202,5.268,4.405,3.772
81,16402,5.268,4.405,3.772
82,16602,5.003,4.336,3.772
83,16803,4.801,4.281,4.078
84,17002,4.801,4.281,4.078
85,17203,4.801,4.238,4.078
86,17402,4.693,4.469,4.242
87,17602,4.693,4.469,4.242
88,17802,4.693,4.469,4.242
89,18002,5.356,4.477,3.496
90,18202,5.356,4.477,3.496
91,18402,5.356,4.477,3.496
92,18602,4.852,4.483,3.664
93,18802,4.852,4.483,3.664
94,19003,4.852,4.483,3.664
95,19202,4.852,4.483,2.394
96,19402,3.117,4.483,1.664
97,19602,3.117,4.483,1.664
98,19801,3.640,4.483,1.082
99,20002,3.640,4.483,0.767
100,20203,3.640,4.483,0.767
101,20402,3.640,4.483,0.767
102,20602,3.723,4.487,1.115
103,20802,3.723,4.487,1.115
104,21003,3.723,4.487,1.115
105,21202,3.868,4.401,1.944
106,21402,3.868,4.401,1.944
107,21601,3.868,4.401,1.944
108,21801,4.326,4.439,1.944
109,22002,4.326,4.439,1.944
110,22202,4.326,4.439,1.944
111,22402,4.274,4.362,2.345
112,22602,4.274,4.391,2.345
113,22802,4.274,4.391,2.345
114,23001,4.319,4.391,2.345
115,23202,4.319,4.597,2.725
116,23402,4.319,4.597,2.725
117,23602,4.319,4.579,2.725
118,23802,4.726,4.659,2.633
119,24002,4.726,4.659,2.633
120,24202,4.726,4.659,2.633
121,24402,4.571,4.628,3.174
122,24601,4.571,4.628,3.174
123,24803,4.571,4.628,3.174
124,25002,4.874,4.511,3.798
125,25203,4.874,4.511,3.798
126,25402,4.874,4.511,3.798
127,25602,4.874,4.510,3.407
128,25802,5.205,4.509,3.197
129,26002,5.205,4.509,3.197
130,26202,5.057,4.509,3.573
131,26402,4.843,4.509,3.729
132,26602,4.843,4.509,3.729
133,26802,4.843,4.509,3.729
134,27002,4.972,4.435,4.136
135,27202,4.972,4.435,4.136
136,27403,4.972,4.435,4.136
137,27602,5.289,4.449,3.733
138,27802,5.289,4.449,3.733
139,28002,5.289,4.449,3.733
140,28201,5.019,4.461,4.140
141,28402,5.019,4.461,4.140
142,28602,5.019,4.461,4.140
143,28801,5.222,4.380,4.394
144,29002,5.222,4.588,4.394
145,29202,5.222,4.588,4.394
146,29402,5.222,4.588,3.918
147,29602,5.734,4.572,3.575
148,29803,5.734,4.572,3.575
149,30003,5.734,4.572,3.575
150,30201,5.465,4.559,3.730
151,30402,5.465,4.559,3.730
152,30602,5.465,4.559,3.730
153,30802,5.366,4.457,4.135
154,31002,5.366,4.457,4.135
155,31201,5.366,4.457,4.135
156,31402,5.812,4.457,3.732
157,31603,5.812,4.457,3.732
158,31802,5.812,4.457,3.732
159,32003,5.812,4.377,3.732
160,32202,5.412,4.377,3.952
161,32402,5.412,4.377,3.952
162,32601,5.546,4.314,4.233
163,32803,5.546,4.314,4.578
164,33002,5.546,4.314,4.578
165,33202,5.546,4.314,4.578
166,33402,5.772,4.351,4.049
167,33602,5.772,4.351,4.049
168,33802,5.772,4.351,4.049
169,34002,5.383,4.336,4.258
170,34202,5.383,4.336,4.258
171,34402,5.383,4.336,4.258
172,34602,5.522,4.336,4.258
173,34802,5.522,4.336,4.258
174,35002,5.522,4.336,4.258
175,35202,5.637,4.336,4.258
176,35402,5.637,4.336,4.258
177,35603,5.637,4.336,4.258
178,35802,5.637,4.336,4.258
179,36003,5.281,4.336,2.763
180,36202,5.281,4.336,2.763
181,36403,5.281,4.336,2.763
182,36601,5.439,4.281,3.179
183,36802,5.439,4.281,3.179
184,37002,5.439,4.281,3.179
185,37202,5.886,4.325,3.025
186,37403,5.886,4.325,3.025
187,37602,5.886,4.325,3.025
188,37801,5.580,4.361,3.263
189,38003,5.580,4.361,3.263
190,38202,5.580,4.361,3.263
191,38402,5.683,4.301,3.632
192,38602,5.768,4.301,3.957
193,38802,5.768,4.301,3.957
194,39001,5.956,4.301,3.604
195,39202,6.111,4.342,3.344
196,39402,6.111,4.342,3.344
197,39601,6.111,4.342,3.344
198,39802,5.750,4.286,3.344
199,40002,5.750,4.286,3.344
200,40202,5.750,4.286,3.344
201,40402,5.880,4.242,3.703
202,40602,5.880,4.242,3.703
203,40802,5.880,4.242,3.703
204,41002,6.187,4.294,3.418
205,41202,6.187,4.335,3.418
206,41402,6.187,4.335,3.418
207,41602,5.807,4.281,3.683
208,41802,5.409,4.281,3.683
209,42003,5.409,4.281,3.683
210,42202,5.409,4.238,3.683
211,42403,5.543,4.204,3.683
212,42602,5.543,4.204,3.683
213,42802,5.543,4.204,3.683
214,43002,5.543,4.311,3.402
215,43202,5.543,4.311,3.402
216,43403,5.543,4.311,3.402
217,43601,5.319,4.223,3.898
218,43802,5.319,4.223,3.898
219,44002,5.319,4.223,3.898
220,44201,5.470,4.083,3.898
221,44402,5.470,4.083,3.898
222,44602,5.470,4.083,3.898
223,44801,5.593,4.083,3.560
224,45002,5.694,4.165,3.312
225,45202,5.694,4.165,3.312
226,45402,5.694,4.231,3.509
227,45602,5.694,4.285,3.675
228,45801,5.694,4.285,3.675
229,46002,5.694,4.285,3.675
230,46202,5.430,4.285,3.994
231,46403,5.430,4.285,3.994
232,46602,5.430,4.285,3.994
233,46802,5.856,4.328,3.631
234,47003,5.856,4.328,3.631
235,47201,5.856,4.328,3.631
236,47402,5.445,4.275,3.865
237,47602,5.445,4.275,3.865
238,47802,5.445,4.275,3.865
239,48002,5.805,4.321,4.159
240,48202,5.987,4.321,4.159
241,48402,5.987,4.321,4.159
242,48602,5.987,4.321,3.750
243,48802,6.392,4.357,3.452
244,49002,6.392,4.357,3.452
245,49202,6.392,4.357,3.452
246,49402,5.960,4.298,3.627
