rssi,rssiKarman,distance
-68,-68.000,2.801
-66,-67.600,2.654
-67,-67.480,2.611
-66,-67.184,2.509
-68,-67.347,2.565
-66,-67.078,2.474
-67,-67.062,2.468
-67,-67.050,2.464
-66,-66.840,2.395
-66,-66.672,2.342
-67,-66.737,2.363
-67,-66.790,2.379
-66,-66.632,2.329
-67,-66.706,2.353
-68,-66.964,2.436
-67,-66.972,2.438
-66,-66.777,2.375
-66,-66.622,2.326
-67,-66.697,2.350
-67,-66.758,2.369
-66,-66.606,2.321
-68,-66.885,2.410
-67,-66.908,2.418
-66,-66.726,2.359
-67,-66.781,2.377
-67,-66.825,2.391
-67,-66.860,2.402
-68,-67.088,2.477
-66,-66.870,2.405
-66,-66.696,2.350
-67,-66.757,2.369
-67,-66.806,2.384
-66,-66.645,2.333
-67,-66.716,2.356
-67,-66.772,2.374
-66,-66.618,2.325
-67,-66.694,2.349
-68,-66.956,2.433
-66,-66.764,2.371
-68,-67.012,2.452
-67,-67.009,2.451
-66,-66.807,2.385
-65,-66.446,2.272
-67,-66.557,2.306
-67,-66.645,2.334
-68,-66.916,2.420
-66,-66.733,2.361
-66,-66.586,2.315
-69,-67.069,2.471
-66,-66.855,2.400
-66,-66.684,2.346
-67,-66.747,2.366
-67,-66.798,2.382
-67,-66.838,2.395
-66,-66.671,2.342
-66,-66.537,2.300
-67,-66.629,2.328
-68,-66.903,2.416
-66,-66.723,2.358
-67,-66.778,2.376
-67,-66.823,2.390
-66,-66.658,2.338
-67,-66.726,2.359
-67,-66.781,2.377
-66,-66.625,2.327
-66,-66.500,2.288
-67,-66.600,2.319
-67,-66.680,2.344
-67,-66.744,2.365
-66,-66.595,2.318
-66,-66.476,2.281
-67,-66.581,2.313
-67,-66.665,2.340
-68,-66.932,2.425
-66,-66.745,2.365
-67,-66.796,2.381
-67,-66.837,2.395
-68,-67.070,2.471
-66,-66.856,2.401
-66,-66.685,2.346
-67,-66.748,2.366
-67,-66.798,2.382
-68,-67.039,2.460
-66,-66.831,2.393
-67,-66.865,2.404
-67,-66.892,2.412
-66,-66.713,2.355
-67,-66.771,2.373
-68,-67.017,2.453
-66,-66.813,2.387
-67,-66.851,2.399
-67,-66.880,2.409
-66,-66.704,2.352
-67,-66.764,2.371
-67,-66.811,2.386
-66,-66.649,2.335
-67,-66.719,2.357
-67,-66.775,2.375
