tick,time,Beacon #1,Beacon #2,Beacon #3
0,202,null,null,null
1,401,null,null,null
2,602,0.015,1.533,0.283
3,803,0.015,1.533,0.283
4,1002,0.015,1.533,0.283
5,1202,0.017,1.533,0.603
6,1404,0.017,1.533,0.603
7,1605,0.017,1.533,0.603
8,1802,0.017,1.533,0.603
9,2003,0.027,1.574,1.073
10,2203,0.027,1.574,1.073
11,2402,0.027,1.574,1.410
12,2602,0.045,1.565,1.753
13,2802,0.045,1.565,1.753
14,3002,0.045,1.565,1.753
15,3202,0.111,3.306,2.660
16,3404,0.111,3.306,2.660
17,3603,0.111,3.306,2.660
18,3802,0.131,2.909,3.246
19,4002,0.131,2.909,3.246
20,4203,0.131,2.909,3.246
21,4402,0.163,2.909,3.510
22,4602,0.163,2.627,3.510
23,4802,0.163,2.627,3.510
24,5002,0.218,2.627,3.510
25,5202,0.218,3.672,3.510
26,5401,0.218,3.672,3.510
27,5602,0.224,3.672,3.510
28,5802,0.236,3.083,4.901
29,6003,0.236,3.083,4.901
30,6203,0.236,3.083,4.901
31,6402,0.282,2.681,4.751
32,6604,0.282,2.681,4.751
33,6803,0.282,2.681,4.751
34,7002,0.329,4.036,5.749
35,7203,0.329,4.036,5.749
36,7402,0.329,4.036,5.749
37,7602,0.311,4.036,6.345
38,7803,0.311,4.036,6.867
39,8003,0.311,4.036,6.867
40,8202,0.311,3.325,6.867
41,8403,0.316,3.325,6.223
42,8603,0.316,3.325,6.223
43,8804,0.316,3.325,6.945
44,9002,0.316,4.320,7.381
45,9203,0.316,4.320,7.381
46,9403,0.316,4.320,7.381
47,9602,0.302,3.118,8.178
48,9803,0.302,3.118,8.178
49,10002,0.302,3.118,8.178
50,10203,0.299,2.636,7.156
51,10403,0.299,2.636,7.156
52,10602,0.299,2.636,7.156
53,10802,0.334,3.587,8.197
54,11003,0.365,3.587,8.197
55,11203,0.365,3.587,8.197
56,11403,0.319,3.026,8.197
57,11603,0.319,2.711,8.658
58,11802,0.319,2.711,8.658
59,12002,0.319,2.419,8.658
60,12202,0.319,2.208,7.905
61,12402,0.319,2.208,7.905
62,12602,0.319,2.208,7.905
63,12802,0.342,3.810,9.886
64,13002,0.342,3.810,9.886
65,13202,0.342,3.810,9.886
66,13402,0.312,3.260,10.904
67,13603,0.312,3.260,10.878
68,13803,0.312,3.260,10.878
69,14002,0.307,2.803,10.014
70,14202,0.313,2.803,10.014
71,14403,0.313,2.803,10.014
72,14602,0.313,3.671,11.319
73,14803,0.347,3.671,11.514
74,15004,0.347,3.671,11.514
75,15202,0.347,3.671,11.362
76,15403,0.315,3.164,11.242
77,15602,0.315,3.164,11.242
78,15803,0.315,3.164,11.242
79,16002,0.319,2.737,8.687
80,16203,0.319,2.737,8.687
81,16403,0.319,2.737,8.687
82,16601,0.342,3.602,10.513
83,16802,0.342,3.602,10.513
84,17002,0.342,3.602,10.513
85,17202,0.303,3.117,11.150
86,17402,0.303,2.776,11.150
87,17602,0.303,2.776,11.150
88,17802,0.300,2.465,11.150
89,18002,0.300,2.465,9.420
90,18203,0.300,2.465,9.420
91,18401,0.300,2.465,9.420
92,18603,0.368,4.284,11.375
93,18802,0.368,4.284,11.375
