tick,time,Beacon #1,Beacon #2,Beacon #3,Beacon #4
0,202,4.054,10.163,null,null
1,401,3.287,10.824,null,null
2,602,2.954,11.363,11.994,null
3,801,3.147,14.371,11.647,null
4,1002,3.881,16.036,11.046,null
5,1202,3.583,15.776,11.046,null
6,1401,4.434,14.142,11.046,null
7,1604,5.151,14.142,10.587,null
8,1802,4.901,14.073,10.540,null
9,2003,4.393,14.308,10.540,null
10,2203,4.226,17.873,10.540,null
11,2402,4.226,17.873,9.902,null
12,2602,4.226,17.873,9.902,null
13,2802,4.259,16.972,9.902,null
14,3004,4.259,16.972,9.902,null
15,3204,4.259,16.972,9.902,null
16,3402,4.863,19.660,9.902,null
17,3603,4.863,19.660,9.902,null
18,3803,4.863,19.660,9.902,null
19,4003,4.863,19.660,9.902,null
20,4202,4.863,19.660,9.902,null
21,4404,4.863,19.660,9.902,null
22,4602,4.863,19.660,9.902,null
23,4804,4.863,19.200,9.902,null
24,5002,4.863,19.200,9.902,null
25,5203,4.863,19.200,9.902,null
26,5402,6.306,19.200,13.810,null
27,5602,6.306,19.200,13.810,null
28,5803,6.306,19.200,13.810,null
29,6002,7.250,21.072,11.877,null
30,6203,7.250,21.072,11.877,null
31,6403,7.250,21.072,11.877,null
32,6602,6.603,20.164,11.877,null
33,6803,6.127,20.164,11.877,null
34,7002,6.127,20.164,11.877,null
35,7202,7.415,20.164,14.622,null
36,7402,7.415,20.164,14.622,null
37,7604,7.415,20.164,14.622,null
38,7802,8.444,20.164,14.622,null
39,8003,9.157,21.027,14.622,null
40,8203,9.157,21.027,14.622,null
41,8402,7.780,20.261,14.622,null
42,8603,6.829,19.210,14.474,null
43,8803,6.829,19.210,14.474,null
44,9003,6.829,19.210,14.474,null
45,9202,8.465,19.210,18.167,null
46,9403,8.465,19.210,18.167,null
47,9602,8.465,19.210,18.167,null
48,9803,9.393,21.708,15.764,null
49,10003,9.393,21.708,15.764,null
50,10203,9.393,21.708,15.764,null
51,10402,9.393,20.784,15.764,null
52,10603,8.123,20.784,15.764,null
53,10802,8.123,20.784,15.764,null
54,11002,7.922,20.784,15.764,null
55,11203,7.922,20.784,15.764,null
56,11403,7.922,20.784,15.764,null
57,11602,7.922,20.784,14.492,null
58,11802,8.127,21.041,13.550,null
59,12002,8.127,21.041,13.550,null
60,12203,8.127,21.041,13.550,null
61,12404,7.234,20.272,13.550,null
62,12603,7.234,20.272,13.550,null
63,12803,7.234,20.272,13.550,null
64,13002,7.387,20.272,13.550,null
65,13203,7.387,20.272,13.550,null
66,13403,7.387,20.272,13.550,null
67,13602,7.387,20.272,14.760,null
68,13803,8.228,21.116,14.760,null
69,14002,8.228,21.116,14.760,null
70,14202,7.142,19.857,14.760,null
71,14403,6.377,19.354,14.760,null
72,14603,6.377,19.354,14.760,null
73,14803,8.580,19.354,14.760,null
74,15003,8.277,19.354,14.760,null
75,15203,8.277,19.354,14.760,null
76,15402,8.277,19.354,14.760,null
77,15603,8.277,19.354,14.160,null
78,15803,8.277,19.354,14.160,null
79,16003,8.277,19.354,14.160,null
80,16202,7.176,18.960,14.160,null
81,16403,7.176,18.960,14.160,null
82,16602,7.176,18.960,14.160,null
83,16802,8.807,18.960,14.160,null
84,17003,8.807,18.960,14.160,null
85,17202,8.807,18.960,14.160,null
86,17402,8.807,20.981,13.301,null
87,17603,8.451,22.753,13.029,null
88,17803,8.451,22.753,13.029,null
89,18003,8.451,22.753,13.029,null
90,18203,7.464,20.588,13.029,null
91,18402,7.464,20.588,13.029,null
92,18603,7.464,20.588,13.029,null
93,18802,10.640,20.588,13.029,null
94,19003,10.640,20.588,13.029,null
95,19203,10.640,20.588,13.029,null
96,19402,8.858,22.989,13.029,null
97,19603,8.858,22.989,13.029,null
98,19802,8.858,22.989,13.029,null
99,20003,8.858,22.989,13.029,null
100,20202,8.858,22.989,13.029,null
101,20403,8.858,22.989,13.029,null
102,20602,8.858,22.989,13.029,null
103,20803,8.858,22.989,13.029,null
104,21003,8.858,22.989,13.029,null
105,21202,8.858,22.989,13.029,null
106,21402,8.686,24.478,13.029,null
107,21603,8.686,24.478,13.029,null
108,21802,8.686,24.478,13.029,null
109,22002,7.806,21.827,13.029,null
110,22203,7.806,21.827,13.029,null
111,22402,7.806,21.827,13.029,null
112,22602,7.806,27.691,13.029,null
113,22803,7.806,27.691,13.029,null
114,23002,7.806,27.691,13.029,null
115,23202,7.850,28.407,13.029,null
116,23403,7.886,28.407,13.592,null
117,23603,7.886,28.407,13.592,null
118,23802,7.225,28.407,13.592,null
119,24003,7.225,28.407,13.592,null
120,24203,7.225,28.407,13.592,null
121,24402,7.225,28.407,13.592,null
122,24603,7.820,28.407,16.288,null
123,24803,7.820,28.407,16.288,null
124,25003,7.820,28.407,16.288,null
125,25203,8.043,28.407,15.383,null
126,25403,8.043,28.407,15.383,null
127,25602,8.043,28.407,15.383,null
128,25803,8.043,25.174,15.383,null
129,26003,8.043,25.174,15.383,null
130,26203,8.043,25.174,15.383,null
131,26402,7.859,25.174,15.383,null
132,26602,7.859,25.174,15.383,null
133,26803,7.859,25.174,15.383,null
134,27003,7.859,25.174,15.383,null
135,27203,7.859,29.611,15.987,null
136,27403,7.859,29.611,15.987,null
137,27603,7.859,29.611,15.987,null
138,27803,6.884,24.249,15.094,null
139,28003,6.884,24.249,15.094,null
140,28203,6.884,24.249,15.094,null
141,28402,7.602,30.840,17.713,null
142,28603,7.602,30.840,17.713,null
143,28803,7.602,30.840,17.713,null
144,29003,6.120,26.885,17.713,null
145,29202,6.120,26.885,17.713,null
146,29402,6.120,26.885,17.713,null
147,29602,5.029,21.924,16.874,null
148,29802,5.029,21.924,15.303,null
149,30002,5.029,21.924,15.303,null
150,30202,5.522,21.448,15.921,null
151,30403,5.522,21.577,15.921,null
152,30603,5.522,21.577,15.921,null
153,30802,5.522,21.577,15.921,null
154,31003,4.960,21.577,13.636,null
155,31202,4.960,21.577,13.636,null
156,31402,4.960,21.577,13.636,null
157,31603,4.251,19.273,13.636,null
158,31803,4.251,19.273,13.636,null
159,32003,4.251,19.273,13.636,null
160,32202,4.719,23.914,14.096,null
161,32402,5.248,23.914,14.096,null
162,32602,5.248,23.914,14.096,null
163,32802,4.872,25.263,12.495,null
164,33003,4.696,25.263,12.495,null
165,33203,4.696,25.263,12.495,null
166,33402,4.163,25.182,12.495,null
167,33602,3.780,25.182,12.495,null
168,33803,3.780,25.182,12.495,null
169,34002,4.600,25.182,12.495,null
170,34203,5.382,25.182,17.130,null
171,34402,5.382,25.182,17.130,null
172,34603,5.382,25.182,17.130,null
173,34802,5.382,25.118,15.040,null
174,35003,5.382,25.118,15.040,null
175,35203,5.382,25.118,15.040,null
176,35402,4.642,25.664,15.040,null
177,35602,4.642,25.664,15.040,null
178,35803,4.642,25.664,15.040,null
179,36002,5.063,25.664,15.040,null
180,36202,5.428,26.731,15.040,null
181,36403,5.428,26.731,15.040,null
182,36602,5.428,26.347,15.040,null
183,36803,5.428,25.437,15.040,null
184,37002,5.428,25.437,15.040,null
185,37202,5.428,25.437,15.040,null
186,37402,4.243,25.437,15.040,null
187,37603,4.243,25.437,15.040,null
188,37803,4.243,25.437,15.040,null
189,38003,5.161,32.533,22.862,null
190,38203,5.161,32.533,22.862,null
191,38403,5.161,32.533,22.862,null
192,38602,5.136,30.830,18.947,null
193,38803,5.136,30.830,18.947,null
194,39003,5.136,30.830,18.947,null
195,39202,4.472,27.518,18.947,null
196,39403,4.472,27.518,18.947,null
197,39603,4.472,27.518,18.947,null
198,39803,5.143,27.518,18.947,null
199,40003,5.885,27.518,18.947,null
200,40203,5.885,27.518,18.947,null
201,40402,5.588,27.518,18.947,null
202,40603,5.361,27.518,18.947,null
203,40803,5.361,27.518,18.947,null
204,41002,5.361,27.518,18.947,null
205,41203,4.628,25.126,18.947,null
206,41403,4.628,25.126,18.947,null
207,41603,4.628,25.126,18.947,null
208,41802,5.880,25.126,20.032,null
209,42002,5.880,25.126,20.032,null
210,42203,5.880,25.126,20.032,null
211,42402,5.584,25.126,17.046,null
212,42603,5.584,25.671,14.981,null
213,42803,5.584,25.671,14.981,null
214,43002,5.584,23.768,14.981,null
215,43203,4.782,22.347,14.981,null
216,43403,4.782,22.347,14.981,null
217,43602,4.782,22.347,14.981,null
218,43803,5.304,25.084,18.890,null
219,44003,5.304,25.084,18.890,null
220,44202,5.304,25.084,18.890,null
221,44402,4.802,23.966,14.859,null
222,44603,4.802,23.966,14.859,null
223,44803,4.802,23.966,14.859,null
224,45002,4.336,21.462,14.661,null
225,45202,4.336,21.462,14.661,null
226,45403,4.336,21.462,14.661,null
227,45602,5.373,21.462,15.843,null
228,45803,5.373,21.462,17.361,null
229,46002,5.373,21.462,17.361,null
230,46201,4.964,21.462,17.361,null
231,46403,4.767,21.086,15.656,null
232,46603,4.767,21.086,15.656,null
233,46802,4.767,21.086,15.656,null
234,47003,4.118,19.834,15.656,null
235,47203,4.118,19.834,15.656,null
236,47403,4.118,19.834,15.656,null
237,47602,4.600,22.800,18.239,null
238,47803,4.600,22.800,18.239,null
239,48002,4.600,22.800,18.239,null
240,48203,4.485,22.659,18.239,null
241,48402,4.485,22.659,18.239,null
242,48602,4.485,22.659,18.239,null
243,48802,4.013,21.009,18.239,null
244,49003,4.013,21.009,18.239,null
245,49203,4.013,21.009,18.239,null
246,49403,4.013,21.009,18.239,null
247,49602,4.610,25.025,18.239,null
248,49802,4.610,25.025,18.239,null
249,50003,4.610,25.025,18.239,null
250,50202,4.293,23.843,15.684,null
251,50402,4.293,23.843,15.684,null
252,50604,4.293,23.843,15.684,null
253,50802,3.874,21.883,15.684,null
254,51002,3.874,21.883,15.684,null
255,51203,3.874,21.883,15.684,null
256,51401,4.910,21.883,22.273,null
257,51602,4.910,21.883,22.273,null
258,51802,4.910,21.883,22.273,null
259,52002,4.910,21.883,22.273,null
260,52203,4.910,21.883,22.273,null
261,52403,4.910,21.883,22.273,null
262,52602,4.910,21.883,22.273,null
263,52802,4.910,21.883,22.273,null
264,53002,4.910,21.883,22.273,null
265,53202,4.910,21.883,24.181,null
266,53403,5.996,21.883,25.076,null
267,53602,5.996,21.883,25.076,null
268,53803,5.996,21.883,25.076,null
269,54002,5.298,21.926,25.076,null
270,54202,5.298,21.926,25.076,null
271,54402,5.298,21.926,25.076,null
272,54601,4.083,20.951,25.076,null
273,54802,4.083,20.951,25.076,null
274,55002,4.083,20.951,25.076,null
275,55201,4.083,26.174,27.380,null
276,55402,4.675,29.143,27.380,null
277,55603,4.675,29.143,27.380,null
278,55802,4.675,29.143,27.380,null
279,56003,4.341,26.933,23.907,null
280,56202,4.341,26.933,23.907,null
281,56403,4.341,26.933,23.907,null
282,56603,3.909,26.933,23.907,null
283,56802,3.909,26.933,23.907,null
284,57003,3.909,26.933,23.907,null
285,57203,4.413,33.745,23.907,null
286,57403,4.413,33.745,23.907,null
287,57603,4.413,33.745,23.907,null
288,57801,4.052,30.285,16.776,null
289,58002,3.784,30.285,16.776,null
290,58202,3.784,30.285,16.776,null
291,58402,3.347,27.128,16.776,null
292,58603,3.347,27.128,16.776,null
293,58803,3.347,27.128,16.776,null
294,59002,4.367,27.128,16.776,null
295,59202,4.933,32.184,19.275,null
296,59402,4.933,32.184,19.275,null
297,59602,4.933,32.184,19.275,null
298,59802,4.532,30.565,16.529,null
299,60003,4.532,30.565,16.529,null
300,60203,4.532,30.565,16.529,null
301,60402,3.563,27.329,16.529,null
302,60602,3.563,27.329,16.529,null
303,60802,3.563,27.329,16.529,null
304,61002,4.097,27.329,17.959,null
305,61202,4.097,27.329,17.959,null
306,61402,4.097,27.329,17.959,null
307,61602,3.906,26.817,17.959,null
308,61803,3.906,27.043,17.959,null
309,62002,3.906,27.043,17.959,null
310,62202,3.906,27.043,17.959,null
311,62402,3.512,27.043,17.959,null
312,62602,3.512,27.043,17.959,null
313,62801,3.512,27.043,17.959,null
314,63002,4.539,29.218,18.635,null
315,63203,4.539,29.218,18.635,null
316,63402,4.539,29.218,18.635,null
317,63602,4.240,28.762,18.635,null
318,63803,4.240,28.762,18.635,null
319,64003,4.240,28.762,18.635,null
320,64202,3.749,28.762,18.635,null
321,64403,3.749,28.762,18.635,null
322,64603,3.749,28.762,18.635,null
323,64808,4.268,28.762,18.635,null
324,65002,4.268,32.942,19.195,null
325,65202,4.268,32.942,19.195,null
326,65403,4.036,32.942,19.195,null
327,65602,3.860,30.415,16.965,null
328,65802,3.860,30.415,16.965,null
329,66002,3.860,30.415,16.965,null
330,66202,3.478,30.415,16.965,null
331,66403,3.478,30.415,16.965,null
332,66602,3.478,30.415,16.965,null
333,66802,4.512,32.862,18.338,null
334,67003,4.512,32.862,18.338,null
335,67202,4.512,32.862,18.338,null
336,67402,4.018,31.820,15.882,null
337,67602,4.018,31.820,15.882,null
338,67802,4.018,31.820,15.882,null
339,68002,4.018,29.583,15.882,null
340,68202,3.674,29.583,15.882,null
341,68403,3.674,29.583,15.882,null
342,68602,4.199,31.394,19.000,null
343,68803,4.673,31.394,19.000,null
344,69003,4.673,31.394,19.000,null
345,69202,4.673,31.394,19.000,null
346,69402,4.340,30.677,15.866,null
347,69602,4.340,30.677,15.866,null
348,69803,4.340,30.677,15.866,null
349,70002,3.820,30.677,15.866,null
350,70202,3.820,30.677,15.866,null
351,70403,3.820,30.677,15.866,null
352,70602,4.332,32.319,16.877,null
353,70802,4.332,32.319,16.877,null
354,71001,4.332,32.319,16.877,null
355,71201,4.179,32.319,14.431,null
356,71401,4.179,31.398,14.431,null
357,71601,4.179,31.398,14.431,null
358,71802,3.792,31.398,14.431,null
359,72002,3.429,29.269,14.431,null
360,72202,3.429,29.269,14.431,null
361,72402,3.429,29.269,16.111,null
362,72602,4.471,31.127,17.085,null
363,72803,4.471,31.127,17.085,null
364,73003,4.471,31.127,17.085,null
365,73202,4.384,30.468,15.008,null
366,73403,4.384,30.468,15.008,null
367,73605,4.384,30.468,15.008,null
368,73802,3.940,28.573,15.008,null
369,74003,3.940,28.573,15.008,null
370,74202,3.940,28.573,15.008,null
371,74401,4.441,33.549,14.779,null
372,74603,4.441,36.392,14.779,null
373,74803,4.441,36.392,14.779,null
374,75002,4.441,32.937,14.779,null
375,75203,4.166,32.937,14.779,null
376,75403,4.166,32.937,14.779,null
377,75602,4.166,32.937,14.779,null
378,75802,3.783,32.937,15.945,null
379,76002,3.783,32.937,15.945,null
380,76203,3.783,32.937,15.945,null
381,76402,4.960,35.026,16.453,null
382,76602,4.960,35.026,16.453,null
383,76803,4.960,35.026,16.453,null
384,77002,4.657,32.705,12.526,null
385,77203,4.657,30.960,12.526,null
386,77403,4.657,30.960,12.526,null
387,77602,4.657,30.960,12.526,null
388,77803,4.657,30.960,12.526,null
389,78002,4.657,30.960,12.526,null
390,78202,5.313,30.960,12.526,null
391,78403,5.313,30.960,16.666,null
392,78603,5.313,30.960,16.666,null
393,78802,5.313,28.942,16.666,null
394,79002,6.178,28.942,14.713,null
395,79202,6.178,28.942,14.713,null
396,79403,6.178,28.942,14.713,null
397,79605,5.426,28.942,14.124,null
398,79803,5.426,28.942,14.124,null
399,80003,5.426,28.942,14.124,null
400,80202,5.357,20.368,14.499,null
401,80403,5.357,20.368,14.499,null
402,80603,5.357,20.368,14.499,null
403,80802,4.625,22.219,14.499,null
404,81003,4.113,22.219,14.499,null
405,81202,4.113,22.219,14.499,null
406,81402,3.830,22.219,14.499,null
407,81602,3.830,22.219,13.959,null
408,81803,3.830,22.219,13.959,null
409,82002,4.441,22.219,13.959,null
410,82203,5.115,21.679,13.936,null
411,82402,5.115,21.679,13.936,null
412,82602,5.115,21.679,13.936,null
413,82802,4.334,24.481,13.936,null
414,83003,4.334,24.481,13.936,null
415,83203,4.334,24.481,13.936,null
416,83402,3.904,22.883,13.936,null
417,83603,3.904,22.883,13.936,null
418,83803,3.904,22.883,13.936,null
419,84002,4.720,21.175,13.524,null
420,84202,4.720,20.375,13.524,null
421,84402,4.720,20.375,13.524,null
422,84602,4.276,19.756,13.524,null
423,84802,3.951,18.827,13.524,null
424,85002,3.951,18.827,13.524,null
425,85202,3.951,18.827,13.524,null
426,85402,3.882,18.827,13.524,null
427,85602,3.882,18.827,13.524,null
428,85802,3.882,18.827,13.524,null
429,86003,4.918,17.693,14.853,null
430,86203,4.918,17.693,14.853,null
431,86403,4.918,17.693,14.853,null
432,86602,4.226,17.237,14.853,null
433,86802,4.226,17.237,14.853,null
434,87002,4.226,17.237,14.853,null
435,87202,4.004,18.115,14.853,null
436,87402,3.835,18.115,14.853,null
437,87602,3.835,18.115,14.853,null
438,87801,4.983,18.115,14.656,null
439,88002,4.983,17.156,14.080,null
440,88203,4.983,17.156,14.080,null
441,88403,4.983,17.156,14.080,null
442,88602,4.983,23.230,14.080,null
443,88803,4.983,23.230,14.080,null
444,89003,4.983,23.230,14.080,null
445,89202,4.365,23.230,14.080,null
446,89402,4.365,23.230,14.080,null
447,89603,4.365,23.230,14.080,null
448,89802,5.653,23.230,13.240,null
449,90003,5.653,21.942,13.240,null
450,90202,5.653,21.942,13.240,null
451,90401,5.054,23.033,13.240,null
452,90603,5.054,23.033,13.240,null
453,90803,5.054,23.033,13.240,null
454,91002,4.415,23.033,11.540,null
455,91203,4.415,23.033,10.647,null
456,91402,4.415,23.033,10.647,null
457,91602,4.415,23.033,10.647,null
458,91803,4.415,23.033,10.280,null
459,92002,4.415,23.033,10.280,null
460,92202,4.415,23.033,10.280,null
461,92402,4.035,25.770,10.280,null
462,92602,4.035,25.770,10.280,null
463,92802,4.035,25.770,10.280,null
464,93002,3.687,26.196,9.425,null
465,93203,3.687,26.196,9.425,null
466,93403,3.687,26.196,9.425,null
467,93602,3.687,24.156,9.325,null
468,93803,3.687,22.639,9.325,null
469,94002,3.687,22.639,9.325,null
470,94202,3.687,25.949,9.325,null
471,94403,3.687,25.949,9.325,null
472,94603,3.687,25.949,9.325,null
473,94802,3.687,25.949,9.325,null
474,95002,3.353,25.949,9.246,null
475,95202,3.353,25.949,9.246,null
476,95403,3.353,25.949,9.246,null
477,95602,4.475,23.973,9.246,null
478,95803,4.475,23.973,9.246,null
479,96003,4.475,23.973,9.246,null
480,96202,4.288,27.165,12.259,null
481,96402,4.288,27.165,12.259,null
482,96602,4.288,27.165,12.259,null
483,96802,3.784,27.165,11.174,null
484,97002,3.784,27.165,10.075,null
485,97202,3.784,27.165,10.075,null
486,97402,4.500,27.165,10.075,null
487,97603,4.500,26.068,9.274,null
488,97803,4.500,26.068,9.274,null
489,98001,4.500,26.068,9.274,null
