tick,time,Beacon #1,Beacon #2,Beacon #3,Beacon #4
0,201,null,97.554,6.093,2.808
1,1276,0.802,97.554,6.093,2.973
2,1755,0.837,97.554,5.512,3.025
3,2226,0.866,88.691,6.063,3.156
4,2673,0.853,46.232,5.440,3.113
5,3124,0.853,46.232,5.440,3.113
6,3576,0.807,40.337,5.565,3.113
7,4005,0.739,40.337,6.649,3.050
8,4443,0.739,40.337,6.649,3.050
9,4876,0.739,30.422,6.372,3.087
10,5307,0.720,30.422,6.372,3.495
11,5738,0.720,27.518,6.372,3.495
12,6169,0.755,26.635,7.914,3.442
13,6591,0.745,26.652,7.511,3.401
14,7022,0.745,26.652,6.681,3.998
15,7449,0.724,32.942,6.239,4.298
16,7873,0.695,37.212,7.217,4.087
17,8311,0.695,37.212,6.636,4.087
18,8895,0.685,37.212,6.205,3.902
19,9502,0.685,43.024,5.880,4.215
20,10096,0.677,38.082,6.883,3.777
21,10683,0.701,39.846,6.019,3.769
22,11268,0.711,39.846,6.019,4.100
23,11861,0.697,39.393,6.019,3.801
24,12450,0.697,40.939,5.885,3.681
25,13029,0.687,46.439,5.497,4.023
26,13627,0.708,46.439,6.360,3.965
27,14199,0.726,39.143,6.360,3.808
28,14755,0.726,38.836,6.306,3.904
29,15302,0.710,44.520,6.306,4.140
30,15861,0.686,43.049,8.047,3.812
31,16412,0.678,38.100,6.787,3.907
32,16961,0.672,43.844,6.318,3.907
33,17500,0.667,42.525,6.318,3.657
34,18048,0.667,42.525,5.965,3.570
35,18613,0.667,42.525,5.698,3.570
36,19162,0.659,45.646,5.098,4.039
37,19710,0.657,43.918,5.098,3.756
38,20262,0.655,34.998,5.152,3.993
39,20816,0.653,40.964,5.152,4.273
40,21363,0.656,40.276,5.152,3.673
41,21913,0.654,40.276,5.196,3.582
42,22455,0.654,40.276,5.196,3.582
43,22997,0.625,45.835,4.976,3.582
44,23545,0.606,44.063,6.493,3.282
45,24092,0.614,38.817,5.916,3.273
46,24640,0.594,42.432,5.520,3.769
47,25183,0.594,41.426,6.224,3.769
48,25724,0.604,38.749,5.895,3.769
49,26266,0.604,35.024,5.787,3.656
50,26805,0.613,39.082,5.787,4.118
51,27342,0.593,38.788,5.787,3.814
52,27875,0.667,35.052,5.787,4.032
53,28411,0.663,35.052,5.787,4.087
54,28954,0.688,37.288,6.628,4.131
55,29513,0.688,37.288,6.628,4.167
56,30056,0.759,33.963,6.199,4.442
57,30593,0.735,38.132,5.381,4.416
58,31135,0.672,38.032,6.098,3.646
59,31690,0.697,38.032,5.799,3.771
60,32228,0.686,38.032,5.799,4.101
61,32780,0.678,37.953,5.799,3.802
62,33314,0.678,37.953,6.207,3.802
63,33855,0.672,37.953,6.031,3.682
64,34399,0.667,37.953,5.606,3.800
65,34935,0.663,37.838,6.461,3.681
66,35481,0.686,36.040,6.074,3.681
67,36013,0.649,36.040,6.074,4.246
68,36556,0.677,36.040,6.074,4.246
69,37096,0.671,34.662,6.074,3.909
70,37634,0.773,32.036,5.780,3.765
71,38171,0.725,38.166,5.250,3.981
72,38717,0.696,38.059,5.250,3.712
73,39253,0.716,39.826,5.144,3.825
74,39786,0.701,43.313,4.936,4.032
75,40322,0.701,48.581,4.775,4.032
76,40863,0.661,46.163,4.775,3.750
77,41392,0.658,40.289,4.775,3.642
78,41922,0.632,48.084,4.651,3.871
79,42449,0.663,45.784,4.651,3.822
80,42982,0.688,46.172,4.669,3.822
81,43517,0.688,46.484,4.683,3.916
82,44061,0.673,46.484,4.695,3.879
83,44603,0.693,43.493,6.593,3.742
84,45146,0.693,41.286,5.856,3.636
85,45692,0.683,51.643,5.475,3.983
86,46233,0.647,48.476,5.475,3.714
87,46771,0.647,46.083,5.475,3.714
88,47320,0.676,46.413,5.320,3.919
89,47860,0.670,46.413,5.070,4.111
90,48407,0.694,46.413,5.070,3.883
91,48948,0.706,42.437,5.003,3.941
92,49493,0.684,42.437,4.827,4.129
93,50029,0.677,42.437,6.027,4.048
94,50564,0.700,41.430,6.027,3.762
95,51096,0.719,38.526,5.529,3.651
96,51637,0.692,55.388,5.232,3.997
97,52171,0.692,50.546,5.232,3.725
98,52712,0.699,51.938,5.050,3.622
99,53256,0.699,51.938,4.863,3.860
100,53806,0.688,51.938,4.863,4.061
101,54346,0.710,50.391,5.767,3.994
102,54888,0.727,49.852,5.546,4.106
103,55442,0.741,49.852,5.546,4.276
104,55989,0.737,49.852,6.906,4.074
105,56539,0.749,49.852,6.406,4.158
106,57069,0.728,49.425,5.883,4.310
107,57617,0.711,49.425,5.883,4.436
108,58154,0.697,49.425,5.883,3.939
