tick,time,Beacon #1,Beacon #2,Beacon #3,Beacon #4
0,202,null,null,7.128,null
1,401,null,null,7.128,null
2,602,2.880,2.935,4.932,null
3,803,2.880,2.935,4.932,null
4,1003,2.880,2.935,4.932,null
5,1203,2.880,2.935,4.932,null
6,1403,2.947,2.935,4.932,null
7,1602,2.947,2.935,4.932,null
8,1802,2.947,2.935,4.932,null
9,2003,3.523,2.696,2.902,null
10,2204,3.523,2.696,2.902,null
11,2404,3.523,2.696,2.902,null
12,2603,3.950,3.078,2.221,null
13,2802,3.950,3.078,2.221,null
14,3003,3.950,3.078,2.221,null
15,3202,3.827,3.136,2.100,null
16,3403,3.827,3.136,2.100,null
17,3603,3.827,3.136,2.100,null
18,3802,3.827,3.136,2.100,null
19,4003,3.827,2.843,1.856,null
20,4204,3.827,2.843,1.856,null
21,4403,3.827,2.843,1.856,null
22,4602,3.699,2.781,1.725,null
23,4804,3.699,2.781,1.725,null
24,5004,3.699,2.781,1.725,null
25,5203,3.699,3.239,1.725,null
26,5403,3.699,3.239,1.725,null
27,5603,3.699,3.239,1.725,null
28,5803,3.854,2.917,1.504,null
29,6003,3.854,2.917,1.504,null
30,6204,3.854,2.917,1.504,null
31,6403,3.893,2.921,1.348,null
32,6603,3.925,2.924,1.235,null
33,6803,3.925,2.924,1.235,null
34,7003,3.925,2.924,1.313,null
35,7204,3.925,2.924,1.379,null
36,7403,3.925,2.924,1.379,null
37,7603,3.925,2.924,1.325,null
38,7803,4.230,2.388,1.284,null
39,8005,4.230,2.388,1.284,null
40,8203,4.230,2.388,1.284,null
41,8402,4.420,2.997,1.170,null
42,8603,4.420,2.997,1.170,null
43,8803,4.420,2.997,1.170,null
44,9002,4.444,3.070,1.257,null
45,9203,4.444,3.070,1.257,null
46,9403,4.444,3.070,1.257,null
47,9603,4.890,3.042,1.199,null
48,9803,4.890,3.042,1.154,null
49,10003,4.890,3.042,1.154,null
50,10202,4.890,3.042,1.154,null
51,10403,4.710,2.854,1.120,null
52,10602,4.710,2.854,1.120,null
