tick,time,Beacon #1,Beacon #2,Beacon #3
0,202,null,null,null
1,401,0.032,null,4.673
2,602,0.032,null,4.673
3,803,0.032,null,4.673
4,1002,0.032,null,4.334
5,1202,0.032,null,4.334
6,1404,0.032,null,4.334
7,1602,0.032,2.939,4.334
8,1803,0.059,2.939,4.080
9,2003,0.059,2.939,4.080
10,2203,0.059,4.123,4.080
11,2402,0.109,5.694,4.823
12,2602,0.109,5.694,4.823
13,2802,0.109,5.255,4.823
14,3002,0.158,4.929,4.254
15,3202,0.158,4.929,4.254
16,3403,0.158,4.929,4.254
17,3602,0.220,4.682,3.925
18,3803,0.220,4.682,3.925
19,4002,0.220,4.682,3.925
20,4202,0.311,6.470,5.738
21,4404,0.424,6.470,5.738
22,4602,0.424,6.470,5.738
23,4802,0.442,6.470,4.971
24,5003,0.442,6.470,4.314
25,5202,0.442,6.470,4.314
26,5403,0.442,6.470,4.314
27,5603,0.442,6.470,4.528
28,5802,0.442,6.470,4.528
29,6002,0.442,6.470,4.528
30,6203,0.442,12.562,5.385
31,6404,0.442,12.562,5.385
32,6603,0.442,12.562,5.385
33,6802,0.480,9.897,4.565
34,7003,0.480,9.897,4.565
35,7202,0.480,9.897,4.565
36,7402,0.549,8.178,4.489
37,7603,0.549,7.021,4.489
38,7803,0.549,7.021,4.489
39,8003,0.549,7.021,4.489
40,8202,0.549,8.717,4.489
41,8403,0.549,8.717,4.489
42,8602,0.549,8.717,4.489
43,8802,0.585,8.717,4.084
44,9003,0.585,8.717,4.084
45,9204,0.585,8.717,4.084
46,9402,0.606,7.198,3.891
47,9603,0.606,7.198,3.891
48,9803,0.606,7.198,3.891
49,10002,0.722,8.224,5.465
50,10203,0.722,8.224,5.465
51,10402,0.722,8.224,5.465
52,10602,0.697,7.238,5.465
53,10803,0.677,7.238,5.465
54,11003,0.677,7.238,5.465
55,11202,0.681,7.238,5.465
56,11403,0.685,7.238,5.465
57,11603,0.685,7.238,5.465
58,11802,0.773,7.238,5.774
59,12003,0.852,8.479,6.903
60,12203,0.852,8.479,6.903
61,12402,0.405,8.479,6.903
62,12604,0.223,8.479,6.903
63,12803,0.223,8.479,6.903
64,13003,0.223,8.479,6.903
65,13202,0.111,8.479,5.771
66,13403,0.111,8.479,5.771
67,13603,0.111,8.479,5.771
68,13803,0.111,8.479,6.538
69,14003,0.111,8.479,6.538
70,14203,0.111,8.479,6.538
71,14402,0.160,7.417,5.669
72,14602,0.215,7.417,5.669
73,14802,0.215,7.417,5.669
74,15002,0.215,7.417,5.669
75,15202,0.281,6.326,5.196
76,15403,0.281,6.326,5.196
77,15602,0.281,6.326,5.196
78,15803,0.379,6.326,6.012
79,16003,0.379,6.326,6.012
80,16203,0.379,6.326,6.012
81,16403,0.448,6.326,6.012
82,16603,0.448,6.326,6.012
83,16802,0.448,6.326,6.012
84,17003,0.490,5.570,5.446
85,17203,0.490,5.570,5.446
86,17403,0.490,5.570,5.446
87,17602,0.591,5.570,6.242
88,17802,0.591,6.876,7.348
89,18002,0.591,6.876,7.348
90,18202,0.594,5.954,6.224
91,18403,0.596,5.954,5.306
92,18603,0.596,5.954,5.306
93,18802,0.596,5.954,5.306
94,19003,0.631,4.839,4.546
95,19203,0.631,4.839,4.546
96,19403,0.631,4.839,4.546
97,19602,0.809,7.633,5.362
98,19803,0.809,7.633,5.362
99,20002,0.809,7.633,5.362
