tick,time,Beacon #1,Beacon #2,Beacon #3
0,202,null,null,null
1,402,null,2.266,19.493
2,601,null,2.266,19.493
3,802,null,2.266,19.493
4,1001,0.604,2.939,15.969
5,1202,0.604,3.715,15.969
6,1402,0.604,3.715,15.969
7,1603,0.586,3.454,15.969
8,1802,0.573,3.258,12.223
9,2002,0.573,3.258,12.223
10,2206,0.573,3.258,12.223
11,2403,0.632,3.258,11.293
12,2603,0.632,3.258,11.293
13,2802,0.632,3.258,11.293
14,3002,0.632,3.258,11.493
15,3204,0.632,3.258,11.493
16,3402,0.632,3.258,11.493
17,3602,0.632,3.030,9.916
18,3802,0.632,3.030,9.916
19,4002,0.632,3.030,9.916
20,4202,0.725,2.934,10.357
21,4403,0.725,2.934,10.357
22,4603,0.725,2.934,10.357
23,4802,0.725,2.934,9.373
24,5003,0.720,4.012,9.382
25,5204,0.720,4.012,9.382
26,5402,0.720,4.012,7.987
27,5603,0.716,4.012,7.987
28,5802,0.716,4.012,7.987
29,6003,0.716,4.012,7.987
30,6203,0.789,3.266,8.254
31,6404,0.789,3.266,8.254
32,6603,0.789,3.266,8.254
33,6802,0.679,4.058,8.475
34,7002,0.679,4.058,8.475
35,7203,0.679,4.058,8.475
36,7402,0.664,3.611,7.363
37,7603,0.632,3.611,7.363
38,7802,0.632,3.611,7.363
39,8002,0.684,3.290,7.735
40,8203,0.684,3.290,8.265
41,8403,0.684,3.290,8.265
42,8603,0.684,3.290,8.265
43,8802,0.687,4.396,8.038
44,9003,0.687,4.396,8.038
45,9202,0.687,4.396,8.038
46,9403,0.656,3.850,7.058
47,9603,0.656,3.850,7.058
48,9803,0.656,3.850,7.058
49,10002,0.725,3.181,7.058
50,10203,0.725,3.181,7.058
51,10404,0.725,3.181,7.058
52,10602,0.699,3.757,7.058
53,10803,0.699,3.757,7.058
54,11002,0.699,3.757,7.058
55,11202,0.699,3.485,7.058
56,11402,0.699,3.197,7.058
57,11603,0.699,3.197,7.058
58,11802,0.699,2.985,7.058
59,12003,0.741,2.824,7.477
60,12202,0.741,2.824,7.477
61,12403,0.741,2.824,7.477
62,12603,0.712,2.824,7.830
63,12802,0.712,2.824,7.830
64,13003,0.712,2.824,7.830
65,13203,0.669,2.734,6.912
66,13403,0.669,2.734,6.912
67,13604,0.669,2.734,6.912
68,13802,0.715,2.633,7.353
69,14002,0.715,2.633,7.726
70,14202,0.715,2.633,7.726
71,14402,0.712,2.633,7.616
72,14603,0.712,3.776,7.529
73,14803,0.712,3.776,7.529
74,15002,0.712,3.776,6.698
75,15203,0.712,3.776,6.100
76,15403,0.712,3.776,6.100
77,15603,0.712,3.776,6.100
78,15802,0.752,3.409,7.132
79,16003,0.752,3.409,7.132
80,16203,0.752,3.409,7.132
81,16402,0.695,4.183,7.540
82,16603,0.695,4.183,7.540
83,16803,0.695,4.183,7.540
84,17002,0.656,4.183,6.106
85,17203,0.656,4.183,6.106
86,17403,0.656,4.183,6.106
87,17602,0.656,3.700,6.106
88,17802,0.705,3.355,6.106
89,18004,0.705,3.355,6.106
90,18202,0.705,3.920,6.106
91,18403,0.683,3.920,6.658
92,18607,0.683,3.920,6.658
93,18803,0.683,3.920,6.658
94,19002,0.683,3.920,6.071
95,19202,0.683,3.920,6.071
96,19403,0.683,3.920,6.071
97,19602,0.766,3.513,6.628
98,19802,0.766,3.513,6.628
99,20003,0.766,3.513,6.628
100,20202,0.730,3.513,6.628
101,20403,0.730,3.513,6.628
102,20603,0.730,3.513,6.628
103,20802,0.703,3.513,6.628
104,21003,0.703,3.303,6.049
105,21203,0.703,3.303,6.049
106,21403,0.703,3.303,6.049
107,21602,0.744,2.884,7.094
108,21802,0.744,2.884,7.094
109,22003,0.744,2.884,7.094
110,22202,0.690,3.473,7.094
111,22402,0.690,3.473,7.094
112,22604,0.690,3.473,7.094
113,22802,0.658,3.121,6.032
114,23003,0.658,3.121,6.032
115,23202,0.658,3.121,6.032
116,23402,0.706,2.781,7.081
117,23603,0.747,2.781,7.081
118,23802,0.747,2.781,7.081
119,24003,0.747,2.781,7.081
120,24203,0.747,3.463,7.497
121,24403,0.747,3.463,7.497
122,24602,0.747,3.463,6.675
123,24803,0.747,3.265,6.083
124,25002,0.747,3.265,6.083
125,25203,0.747,3.265,6.083
126,25403,0.747,3.035,6.639
127,25603,0.747,3.035,6.639
128,25803,0.747,3.035,6.639
129,26002,0.737,3.618,7.529
130,26203,0.737,3.618,7.529
131,26403,0.737,3.618,7.529
132,26602,0.688,3.295,6.698
133,26803,0.670,3.295,6.698
134,27003,0.670,3.295,6.698
135,27202,0.717,3.057,7.170
136,27402,0.756,3.057,7.170
137,27602,0.756,3.057,7.170
138,27802,0.756,3.057,7.572
139,28003,0.723,3.639,7.910
140,28203,0.723,3.639,7.910
141,28403,0.723,3.639,7.910
142,28603,0.723,3.398,6.968
143,28803,0.723,3.398,6.968
144,29003,0.723,3.398,6.968
145,29202,0.723,2.936,6.968
146,29403,0.723,2.936,6.968
147,29603,0.723,2.936,6.968
148,29801,0.723,2.936,7.600
149,30003,0.723,2.936,7.600
150,30203,0.723,2.936,7.600
151,30403,0.723,2.936,7.600
152,30602,0.677,2.861,6.749
153,30803,0.677,2.861,6.749
154,31002,0.677,2.731,7.214
155,31203,0.723,2.631,7.609
156,31403,0.723,2.631,7.609
157,31602,0.723,2.631,7.609
158,31802,0.723,3.312,7.940
159,32003,0.723,3.312,7.940
160,32203,0.723,3.312,7.940
161,32403,0.723,3.151,6.989
162,32603,0.723,3.151,6.989
163,32803,0.723,3.151,6.989
164,33002,0.761,2.950,7.419
165,33203,0.794,2.950,7.781
166,33403,0.794,2.950,7.781
167,33602,0.751,2.950,8.084
168,33803,0.751,2.950,8.084
169,34003,0.751,2.950,8.084
170,34202,0.377,2.950,8.084
171,34403,0.377,2.950,7.090
172,34603,0.377,2.950,7.090
173,34803,0.377,2.950,7.090
174,35003,0.230,2.950,7.090
175,35203,0.230,2.950,7.090
176,35403,0.230,2.950,7.090
177,35602,0.343,4.029,7.127
178,35803,0.343,4.029,7.127
179,36002,0.343,4.029,7.127
180,36202,0.384,4.029,7.127
181,36404,0.384,4.029,7.127
182,36602,0.384,4.029,7.127
183,36803,0.384,4.029,7.127
184,37003,0.460,3.591,7.535
185,37203,0.460,3.591,7.535
186,37402,0.500,3.591,7.535
187,37603,0.500,4.715,7.465
188,37804,0.500,4.715,7.465
189,38003,0.500,4.715,7.465
190,38203,0.519,4.715,6.067
191,38402,0.519,4.715,6.067
192,38602,0.519,4.715,6.067
193,38802,0.602,4.072,7.623
194,39002,0.602,4.072,7.623
195,39203,0.602,4.072,7.623
196,39402,0.602,4.698,7.741
197,39603,0.602,4.698,7.741
198,39802,0.602,4.698,7.741
199,40002,0.585,4.168,6.848
200,40204,0.585,4.168,6.209
201,40403,0.585,4.168,6.209
202,40602,0.643,4.168,6.209
203,40802,0.693,4.168,6.749
204,41003,0.693,4.168,6.749
205,41203,0.693,4.168,6.749
206,41403,0.674,4.168,6.835
207,41603,0.674,4.168,6.835
208,41803,0.674,4.168,6.835
209,42002,0.648,3.594,6.369
210,42204,0.648,3.594,6.369
211,42403,0.648,3.594,6.369
212,42602,0.648,3.364,7.738
213,42803,0.648,3.364,7.738
214,43003,0.648,3.364,7.738
215,43202,0.648,4.248,7.738
216,43403,0.658,4.495,7.738
217,43603,0.658,4.495,7.738
218,43802,0.658,3.919,7.738
219,44002,0.658,3.919,6.664
220,44203,0.658,3.919,6.664
221,44402,0.658,3.919,6.664
222,44603,0.706,3.512,7.141
223,44802,0.706,3.512,7.141
224,45002,0.706,3.512,7.141
225,45203,0.684,4.792,7.548
226,45404,0.684,4.792,7.548
227,45603,0.684,4.792,7.548
228,45802,0.684,4.234,6.711
229,46003,0.684,4.234,6.711
230,46203,0.684,4.234,6.711
231,46402,0.750,4.234,7.378
232,46603,0.750,4.234,7.378
233,46803,0.750,4.234,7.378
234,47002,0.718,4.234,7.747
235,47203,0.694,4.723,7.747
236,47404,0.694,4.723,7.747
237,47602,0.694,4.723,6.853
238,47803,0.626,4.185,6.382
239,48003,0.626,4.185,6.382
240,48202,0.626,4.185,6.382
241,48402,0.679,3.702,6.898
242,48603,0.679,3.702,6.898
243,48802,0.679,3.702,6.898
244,49002,0.679,4.353,7.542
245,49203,0.679,5.087,7.542
246,49403,0.679,5.087,7.542
247,49603,0.679,5.087,7.542
248,49803,0.679,4.327,7.542
249,50003,0.679,4.327,7.542
250,50203,0.679,3.802,7.542
251,50402,0.724,3.428,8.321
252,50602,0.724,3.428,8.321
253,50802,0.724,3.428,8.321
254,51003,0.724,4.202,8.111
255,51203,0.724,4.202,8.111
256,51402,0.724,4.202,8.111
257,51603,0.678,3.713,7.109
258,51803,0.678,3.713,7.109
259,52003,0.678,3.713,7.109
260,52202,0.723,3.364,7.521
261,52402,0.762,3.364,7.866
262,52603,0.762,3.364,7.866
263,52802,0.727,3.364,7.866
264,53003,0.727,4.032,8.155
265,53203,0.727,4.032,8.155
266,53402,0.727,4.032,7.140
267,53603,0.664,3.593,6.420
268,53802,0.664,3.593,6.420
269,54002,0.733,3.593,6.420
270,54203,0.793,3.277,8.803
271,54402,0.793,3.277,8.803
272,54602,0.793,3.277,8.803
273,54801,0.773,5.675,8.923
274,55003,0.773,5.675,8.923
275,55202,0.773,5.675,8.923
276,55401,0.714,4.723,7.883
277,55603,0.714,4.723,7.883
278,55803,0.714,4.723,7.883
279,56001,0.777,4.723,7.883
280,56203,0.777,4.077,8.391
281,56403,0.777,4.077,8.391
282,56602,0.739,4.077,8.391
283,56803,0.739,4.703,7.305
284,57002,0.739,4.703,7.305
285,57202,0.739,4.703,7.305
286,57402,0.651,4.064,7.305
287,57602,0.651,4.064,7.305
288,57802,0.651,4.064,7.305
289,58002,0.760,3.293,8.111
290,58203,0.760,3.293,8.111
291,58402,0.760,3.293,8.111
292,58601,0.726,3.666,7.918
293,58802,0.726,3.666,7.918
294,59002,0.726,3.666,7.918
295,59202,0.726,3.330,6.788
296,59403,0.679,3.330,6.788
297,59603,0.679,3.330,6.788
298,59803,0.679,3.330,7.649
299,60003,0.725,3.164,7.974
300,60204,0.725,3.164,7.974
301,60403,0.725,3.164,7.974
302,60602,0.719,4.374,7.851
303,60803,0.719,4.374,7.851
304,61002,0.719,4.374,7.851
305,61202,0.675,3.736,6.132
306,61404,0.675,3.736,6.132
307,61603,0.675,3.736,6.132
308,61802,0.742,3.380,7.051
309,62002,0.742,3.380,7.051
310,62203,0.742,3.380,7.051
311,62402,0.733,3.380,7.051
312,62602,0.685,3.944,7.079
313,62803,0.685,3.944,7.079
314,63002,0.648,3.530,6.376
315,63203,0.648,3.231,5.864
316,63403,0.648,3.231,5.864
317,63602,0.648,3.231,5.864
318,63803,0.719,2.843,6.623
319,64003,0.719,2.843,6.623
320,64203,0.719,2.843,6.623
321,64403,0.719,3.892,6.917
322,64603,0.719,3.892,6.917
323,64803,0.719,3.892,6.917
324,65003,0.694,3.493,6.259
325,65202,0.694,3.493,6.259
326,65403,0.694,3.493,6.259
327,65602,0.759,3.493,6.259
328,65803,0.759,3.493,6.259
329,66003,0.759,3.493,6.259
330,66203,0.747,3.493,6.259
331,66403,0.737,4.733,6.435
332,66604,0.737,4.733,6.435
333,66803,0.737,4.733,6.435
334,67003,0.737,4.085,5.908
335,67203,0.737,4.085,5.908
336,67402,0.737,4.085,5.908
337,67602,0.737,3.630,6.662
338,67803,0.737,3.304,6.662
339,68002,0.737,3.304,6.662
340,68201,0.690,3.975,6.765
341,68403,0.690,3.975,6.765
342,68603,0.690,3.975,6.765
343,68803,0.690,3.552,6.149
344,69002,0.690,3.246,5.696
345,69203,0.690,3.246,5.696
346,69402,0.690,3.021,6.471
347,69602,0.733,2.852,6.975
348,69802,0.733,2.852,6.975
349,70002,0.733,2.852,6.975
350,70202,0.733,3.921,6.975
351,70404,0.733,3.921,6.975
352,70603,0.733,3.921,6.975
353,70802,0.705,3.514,6.473
354,71003,0.705,3.514,6.473
355,71202,0.705,3.514,6.473
356,71402,0.747,3.514,7.363
357,71603,0.781,3.219,7.363
358,71802,0.781,3.219,7.363
359,72002,0.781,3.219,7.363
360,72203,0.764,4.101,7.134
361,72403,0.764,4.101,7.134
362,72602,0.708,4.101,7.134
363,72802,0.708,3.642,6.415
364,73002,0.708,3.642,6.415
365,73202,0.708,3.642,6.415
366,73402,0.831,3.312,7.116
367,73603,0.831,3.312,7.116
368,73803,0.831,3.312,7.116
369,74002,0.745,3.312,7.132
370,74203,0.745,3.312,7.132
371,74403,0.745,3.312,7.132
