rssi,rssiKarman,distance
-61,-61.000,0.604
-61,-61.000,0.604
-60,-60.800,0.586
-60,-60.640,0.573
-64,-61.312,0.632
-66,-62.250,0.725
-61,-62.000,0.699
-63,-62.200,0.720
-62,-62.160,0.716
-64,-62.528,0.755
-64,-62.822,0.789
-60,-62.258,0.726
-60,-61.806,0.679
-61,-61.645,0.664
-60,-61.316,0.632
-64,-61.853,0.684
-62,-61.882,0.687
-61,-61.706,0.669
-61,-61.565,0.656
-65,-62.252,0.725
-61,-62.001,0.699
-64,-62.401,0.741
-61,-62.121,0.712
-60,-61.697,0.669
-64,-62.157,0.715
-62,-62.126,0.712
-64,-62.501,0.752
-61,-62.201,0.720
-61,-61.960,0.695
-60,-61.568,0.656
-64,-62.055,0.705
-61,-61.844,0.683
-64,-62.275,0.728
-64,-62.620,0.766
-61,-62.296,0.730
-61,-62.037,0.703
-64,-62.429,0.744
-61,-62.144,0.714
-61,-61.915,0.690
-61,-61.732,0.672
-61,-61.585,0.658
-64,-62.068,0.706
-64,-62.455,0.747
-62,-62.364,0.737
-60,-61.891,0.688
-61,-61.713,0.670
-64,-62.170,0.717
-64,-62.536,0.756
-61,-62.229,0.723
-60,-61.783,0.677
-64,-62.227,0.723
-64,-62.581,0.761
-64,-62.865,0.794
-61,-62.492,0.751
-39,-57.794,0.377
-41,-54.435,0.230
-62,-55.948,0.288
-62,-57.158,0.343
-61,-57.927,0.384
-64,-59.141,0.460
-62,-59.713,0.500
-61,-59.970,0.519
-65,-60.976,0.602
-61,-60.981,0.602
-60,-60.785,0.585
-64,-61.428,0.643
-64,-61.942,0.693
-61,-61.754,0.674
-61,-61.603,0.659
-61,-61.482,0.648
-62,-61.586,0.658
-64,-62.069,0.706
-61,-61.855,0.684
-65,-62.484,0.750
-61,-62.187,0.718
-61,-61.950,0.694
-60,-61.560,0.655
-60,-61.248,0.626
-64,-61.798,0.679
-64,-62.239,0.724
-60,-61.791,0.678
-64,-62.233,0.723
-64,-62.586,0.762
-61,-62.269,0.727
-60,-61.815,0.680
-61,-61.652,0.664
-65,-62.322,0.733
-65,-62.857,0.793
-62,-62.686,0.773
-60,-62.149,0.714
-65,-62.719,0.777
-61,-62.375,0.739
-60,-61.900,0.689
-60,-61.520,0.651
-65,-62.216,0.722
-64,-62.573,0.760
-61,-62.258,0.726
-60,-61.807,0.679
-64,-62.245,0.725
-62,-62.196,0.719
-60,-61.757,0.675
-65,-62.406,0.742
-62,-62.324,0.733
-60,-61.860,0.685
-60,-61.488,0.648
-65,-62.190,0.719
-61,-61.952,0.694
-65,-62.562,0.759
-62,-62.449,0.747
-62,-62.359,0.737
-60,-61.888,0.688
-62,-61.910,0.690
-64,-62.328,0.733
-61,-62.062,0.705
-64,-62.450,0.747
-64,-62.760,0.781
-62,-62.608,0.764
-60,-62.086,0.708
-64,-62.469,0.749
-66,-63.175,0.831
-60,-62.540,0.757
-62,-62.432,0.745
-64,-62.746,0.780
-65,-63.197,0.833
-63,-63.157,0.828
-65,-63.526,0.874
-61,-63.021,0.812
-60,-62.417,0.743
-64,-62.733,0.778
-64,-62.987,0.808
-60,-62.389,0.740
-63,-62.511,0.753
-64,-62.809,0.787
-60,-62.247,0.725
-60,-61.798,0.679
-61,-61.638,0.663
-64,-62.111,0.710
-60,-61.688,0.668
-60,-61.351,0.635
-64,-61.881,0.687
-61,-61.705,0.669
-60,-61.364,0.637
-61,-61.291,0.630
-60,-61.033,0.607
-64,-61.626,0.662
-61,-61.501,0.650
-64,-62.001,0.699
-61,-61.801,0.679
-61,-61.640,0.663
-64,-62.112,0.711
-64,-62.490,0.751
-62,-62.392,0.740
-61,-62.114,0.711
-64,-62.491,0.751
-64,-62.793,0.785
-59,-62.034,0.703
-60,-61.627,0.662
-59,-61.102,0.613
-63,-61.481,0.648
-64,-61.985,0.697
-61,-61.788,0.678
-61,-61.631,0.662
-63,-61.904,0.689
-60,-61.524,0.652
-63,-61.819,0.681
-62,-61.855,0.684
-61,-61.684,0.667
-61,-61.547,0.654
-63,-61.838,0.683
-60,-61.470,0.647
-60,-61.176,0.619
-61,-61.141,0.616
-64,-61.713,0.670
-60,-61.370,0.637
-63,-61.696,0.669
-64,-62.157,0.715
-60,-61.726,0.671
-64,-62.180,0.718
-61,-61.944,0.693
-61,-61.755,0.674
-60,-61.404,0.641
-60,-61.124,0.615
-64,-61.699,0.669
-61,-61.559,0.655
-61,-61.447,0.645
-62,-61.558,0.655
-64,-62.046,0.704
-61,-61.837,0.682
-60,-61.470,0.647
-64,-61.976,0.697
-61,-61.781,0.677
-61,-61.624,0.662
-64,-62.100,0.709
-64,-62.480,0.750
-61,-62.184,0.718
-61,-61.947,0.694
-62,-61.958,0.695
-64,-62.366,0.738
-64,-62.693,0.774
-61,-62.354,0.736
-60,-61.883,0.687
-64,-62.307,0.731
-62,-62.245,0.725
-60,-61.796,0.678
-64,-62.237,0.724
-64,-62.590,0.762
-60,-62.072,0.706
-60,-61.657,0.665
-59,-61.126,0.615
-60,-60.901,0.595
-62,-61.121,0.614
-59,-60.696,0.577
avg(rssi),avg(rssiKalman),avg(distance)
-61.820754716981135,-61.82649528301884,0.6877499999999996
stdev(rssi),stdev(rssiKalman),stdev(distance)
2.7653420062506417,1.0085414393486323,0.08056322227306244
