tick,time,Beacon #1,Beacon #2,Beacon #3,Beacon #4
0,202,null,null,null,null
1,401,null,null,null,null
2,603,0.521,2.580,null,null
3,803,0.521,2.580,null,null
4,1002,0.521,2.580,null,null
5,1202,0.491,2.718,null,null
6,1404,0.469,2.909,null,null
7,1603,0.469,2.909,null,null
8,1802,0.469,2.909,null,null
9,2002,0.452,3.152,3.667,null
10,2204,0.452,3.152,3.667,null
11,2403,0.452,3.152,3.667,null
12,2602,0.479,3.028,5.464,null
13,2802,0.479,3.028,5.464,null
14,3002,0.479,3.028,5.464,null
15,3202,0.459,2.919,6.259,null
16,3403,0.459,2.919,6.259,null
17,3604,0.459,2.919,6.259,null
18,3803,0.444,2.919,5.329,null
19,4002,0.432,2.923,4.814,null
20,4203,0.432,2.923,4.814,null
21,4403,0.462,2.851,4.814,null
22,4603,0.462,2.723,5.505,null
23,4803,0.462,2.723,5.505,null
24,5003,0.462,2.723,5.505,null
25,5203,0.446,2.765,6.645,null
26,5403,0.446,2.765,6.645,null
27,5602,0.446,2.765,6.645,null
28,5802,0.425,2.873,5.743,null
29,6002,0.425,2.873,5.743,null
30,6202,0.425,2.873,5.743,null
31,6402,0.469,2.873,6.008,null
32,6603,0.469,2.873,6.008,null
33,6803,0.469,2.873,6.008,null
34,7002,0.439,2.962,6.937,null
35,7203,0.439,2.962,6.937,null
36,7403,0.439,2.962,6.937,null
37,7602,0.439,3.115,5.944,null
38,7804,0.428,3.244,5.253,null
39,8002,0.428,3.244,5.253,null
40,8203,0.428,3.244,5.253,null
41,8404,0.472,3.019,5.253,null
42,8603,0.472,3.019,5.253,null
43,8803,0.472,3.019,5.253,null
44,9002,0.430,2.913,7.743,null
45,9203,0.430,2.913,7.743,null
46,9404,0.430,2.913,7.743,null
47,9603,0.421,3.074,5.636,null
48,9802,0.421,3.074,5.636,null
49,10002,0.421,3.074,5.636,null
50,10204,0.453,3.074,6.080,null
51,10403,0.480,2.969,6.080,null
52,10602,0.480,2.969,6.080,null
53,10803,0.447,2.969,6.080,null
54,11003,0.434,2.969,6.817,null
55,11203,0.434,2.969,6.817,null
56,11403,0.434,2.969,6.817,null
57,11603,0.425,3.041,5.862,null
58,11803,0.425,3.041,5.862,null
59,12003,0.425,3.041,5.862,null
60,12203,0.456,2.867,6.106,null
61,12402,0.456,2.867,6.106,null
62,12603,0.456,2.867,6.106,null
63,12802,0.429,2.881,6.841,null
64,13003,0.429,2.881,6.841,null
65,13203,0.429,2.881,6.841,null
66,13402,0.429,3.047,5.878,null
67,13603,0.420,3.047,5.878,null
68,13803,0.420,3.047,5.878,null
69,14002,0.420,3.047,6.120,null
70,14202,0.452,2.872,6.671,null
71,14403,0.452,2.872,6.671,null
72,14603,0.452,2.872,6.671,null
73,14803,0.426,2.885,7.147,null
74,15002,0.426,2.885,7.147,null
75,15203,0.426,2.885,7.147,null
76,15402,0.418,2.972,5.621,null
77,15603,0.418,2.972,5.621,null
78,15802,0.418,2.972,5.621,null
79,16002,0.450,2.972,6.916,null
80,16203,0.450,2.972,6.916,null
81,16403,0.450,2.972,6.916,null
82,16602,0.450,2.972,6.916,null
83,16802,0.450,2.972,6.916,null
84,17003,0.450,2.972,6.916,null
85,17203,0.450,2.972,6.916,null
86,17403,0.450,2.972,6.916,null
87,17602,0.450,2.972,6.916,null
88,17802,0.450,2.972,6.916,null
89,18003,0.500,2.890,6.970,null
90,18203,0.500,2.890,6.970,null
91,18403,0.500,2.890,6.970,null
92,18603,0.462,2.899,7.402,null
93,18802,0.462,2.899,7.402,null
94,19003,0.462,2.899,7.402,null
95,19202,0.434,3.063,7.402,null
96,19402,0.434,3.063,7.402,null
97,19603,0.434,3.063,7.402,null
98,19803,0.464,3.063,7.402,null
99,20002,0.489,3.063,7.402,null
100,20203,0.489,3.063,7.402,null
101,20402,0.489,3.038,7.402,null
102,20602,0.453,3.038,7.402,null
103,20802,0.453,3.038,7.402,null
104,21002,0.453,3.038,7.402,null
105,21203,0.440,3.179,6.608,null
106,21403,0.440,3.179,6.608,null
107,21603,0.440,3.179,6.608,null
108,21802,0.468,3.049,7.190,null
109,22003,0.468,2.949,7.190,null
110,22203,0.468,2.949,7.190,null
111,22403,0.468,3.025,7.796,null
112,22603,0.468,3.025,7.796,null
113,22803,0.468,3.025,7.796,null
114,23002,0.451,3.087,6.704,null
115,23202,0.451,3.137,5.942,null
116,23403,0.451,3.137,5.942,null
117,23602,0.451,3.017,5.850,null
118,23803,0.451,2.849,5.777,null
119,24003,0.451,2.849,5.777,null
120,24202,0.451,2.849,5.777,null
121,24402,0.406,2.942,6.722,null
122,24603,0.406,2.942,6.722,null
123,24804,0.406,2.942,6.722,null
124,25002,0.399,3.019,5.797,null
125,25202,0.399,3.019,5.797,null
126,25402,0.399,3.019,5.797,null
127,25602,0.434,2.851,5.797,null
128,25803,0.434,2.851,5.797,null
129,26003,0.434,2.851,5.797,null
130,26201,0.434,2.944,6.387,null
131,26403,0.434,2.944,6.387,null
132,26603,0.434,2.944,6.387,null
133,26802,0.434,3.021,5.716,null
134,27004,0.424,3.021,5.716,null
135,27203,0.424,3.021,5.716,null
136,27403,0.424,3.021,5.716,null
137,27602,0.455,2.852,5.985,null
138,27803,0.455,2.852,5.985,null
139,28003,0.455,2.852,5.985,null
140,28202,0.428,2.869,7.046,null
141,28402,0.428,2.869,7.046,null
142,28603,0.428,2.869,7.046,null
143,28801,0.420,2.959,5.193,null
144,29003,0.420,2.959,5.193,null
145,29203,0.420,2.959,5.193,null
146,29402,0.420,2.805,5.542,null
147,29602,0.452,2.805,5.542,null
148,29802,0.452,2.805,5.542,null
149,30002,0.426,2.805,5.542,null
150,30204,0.406,2.831,6.162,null
151,30403,0.406,2.831,6.162,null
152,30604,0.406,2.831,6.162,null
153,30803,0.400,2.928,5.407,null
154,31003,0.400,2.928,5.407,null
155,31203,0.400,2.928,5.407,null
156,31402,0.464,2.781,5.881,null
157,31603,0.464,2.781,5.881,null
158,31803,0.464,2.781,5.881,null
159,32002,0.435,2.837,6.461,null
160,32203,0.435,2.837,7.353,null
161,32403,0.435,2.837,7.353,null
162,32602,0.417,2.933,6.228,null
163,32803,0.417,3.256,6.228,null
164,33002,0.417,3.256,6.228,null
165,33202,0.417,3.256,6.239,null
166,33402,0.417,3.256,6.239,null
167,33602,0.417,3.256,6.239,null
168,33802,0.417,3.256,6.239,null
169,34002,0.412,3.449,6.775,null
170,34202,0.412,3.449,6.775,null
171,34403,0.412,3.449,6.775,null
172,34603,0.407,3.341,5.678,null
173,34803,0.407,3.341,5.678,null
174,35003,0.407,3.341,5.678,null
175,35202,0.453,3.172,6.283,null
176,35402,0.453,3.172,6.283,null
177,35603,0.453,3.172,6.283,null
178,35802,0.427,3.124,6.283,null
179,36002,0.427,3.007,6.813,null
180,36202,0.427,3.007,6.813,null
181,36403,0.419,3.153,5.859,null
182,36603,0.419,3.153,5.055,null
183,36803,0.419,3.153,5.055,null
184,37003,0.419,3.153,5.055,null
185,37202,0.464,3.029,5.055,null
186,37403,0.464,3.029,5.055,null
