coordX,coordY
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-1.5108762E-4,0.0016355438
-1.5108762E-4,0.0016355438
-1.5108762E-4,0.0016355438
-1.5108762E-4,0.0016355438
-1.5108762E-4,0.0016355438
-1.5108762E-4,0.0016355438
-7.5042766E-4,0.007933472
-7.5042766E-4,0.007933472
-7.5042766E-4,0.007933472
-7.5042766E-4,0.007933472
-7.5042766E-4,0.007933472
-7.5042766E-4,0.007933472
-0.0018052788,0.019631458
-0.0018052788,0.019631458
-0.0018052788,0.019631458
-0.0018052788,0.019631458
-0.0018052788,0.019631458
-0.0018052788,0.019631458
-0.0035546708,0.039750457
-0.0035546708,0.039750457
-0.0035546708,0.039750457
-0.0035546708,0.039750457
-0.0035546708,0.039750457
-0.0035546708,0.039750457
-0.005748731,0.06614831
-0.005748731,0.06614831
-0.005748731,0.06614831
-0.005748731,0.06614831
-0.005748731,0.06614831
-0.005748731,0.06614831
-0.009033732,0.101392165
-0.009033732,0.101392165
-0.009033732,0.101392165
-0.009033732,0.101392165
-0.009033732,0.101392165
-0.012397811,0.13968916
-0.012397811,0.13968916
-0.012397811,0.13968916
-0.012397811,0.13968916
-0.012397811,0.13968916
-0.018047279,0.18352127
-0.018047279,0.18352127
-0.018047279,0.18352127
-0.018047279,0.18352127
-0.018047279,0.18352127
-0.018047279,0.18352127
-0.018047279,0.18352127
-0.026515322,0.23207979
-0.026515322,0.23207979
