rssi,rssiKarman,distance
-55,-55,0.562
-86,-86,19.953
-75,-83,14.125
-57,-78,7.943
-56,-73,4.467
-56,-70,3.162
-66,-69,2.818
-58,-67,2.239
-58,-65,1.778
-57,-63,1.413
-56,-62,1.259
-66,-62,1.259
-68,-63,1.413
-56,-62,1.259
-77,-65,1.778
-66,-65,1.778
-56,-63,1.413
-56,-62,1.259
-56,-60,1.000
-71,-62,1.259
-58,-61,1.122
-58,-61,1.122
-56,-60,1.000
-66,-61,1.122
-58,-60,1.000
-55,-59,0.891
-56,-58,0.794
-71,-61,1.122
-65,-61,1.122
-58,-61,1.122
-56,-60,1.000
-74,-62,1.259
-58,-61,1.122
-55,-60,1.000
-71,-62,1.259
-59,-61,1.122
-55,-60,1.000
-66,-61,1.122
-58,-60,1.000
-58,-60,1.000
-57,-59,0.891
-60,-59,0.891
-69,-61,1.122
-67,-62,1.259
-59,-61,1.122
-59,-61,1.122
-56,-60,1.000
-77,-63,1.413
-58,-62,1.259
-57,-61,1.122
-56,-60,1.000
-57,-59,0.891
-67,-61,1.122
-58,-60,1.000
-58,-59,0.891
-56,-59,0.891
-59,-59,0.891
-58,-58,0.794
-56,-58,0.794
-73,-61,1.122
-58,-60,1.000
-58,-60,1.000
-56,-59,0.891
-58,-59,0.891
-56,-58,0.794
-58,-58,0.794
-58,-58,0.794
-56,-57,0.708
-65,-59,0.891
-66,-60,1.000
-56,-59,0.891
-58,-59,0.891
-56,-58,0.794
-74,-61,1.122
-59,-61,1.122
-56,-60,1.000
-56,-59,0.891
-74,-62,1.259
-58,-61,1.122
-58,-60,1.000
-56,-59,0.891
-69,-61,1.122
-58,-60,1.000
-56,-59,0.891
-74,-62,1.259
-58,-61,1.122
-56,-60,1.000
-56,-59,0.891
-73,-62,1.259
-58,-61,1.122
-59,-60,1.000
-56,-59,0.891
-66,-61,1.122
-66,-62,1.259
-58,-61,1.122
-59,-60,1.000
-66,-61,1.122
-58,-61,1.122
-56,-60,1.000
-75,-63,1.413
-58,-62,1.259
-56,-60,1.000
-56,-59,0.891
-68,-61,1.122
-66,-62,1.259
-56,-61,1.122
-58,-60,1.000
-56,-59,0.891
-73,-62,1.259
-56,-61,1.122
-74,-63,1.413
-58,-62,1.259
-58,-61,1.122
-66,-62,1.259
-66,-63,1.413
-56,-61,1.122
-56,-60,1.000
-75,-63,1.413
-58,-62,1.259
-58,-61,1.122
-56,-60,1.000
-58,-59,0.891
-58,-59,0.891
-56,-58,0.794
-66,-60,1.000
-58,-59,0.891
-56,-59,0.891
-58,-58,0.794
-58,-58,0.794
-56,-58,0.794
-56,-57,0.708
-77,-61,1.122
-58,-60,1.000
-59,-60,1.000
-56,-59,0.891
-57,-59,0.891
-57,-58,0.794
-58,-58,0.794
-58,-58,0.794
avg(rssi),avg(rssiKalman),avg(distance)
-60.798561151079134,-61.0863309352518,1.3995611510791375
stdev(rssi),stdev(rssiKalman),stdev(distance)
6.490923220979354,3.926449719692482,2.0518725720706774
