rssi,rssiKarman,distance
-64,-64.000,1.634
-64,-64.000,1.634
-67,-64.600,1.771
-65,-64.680,1.791
-66,-64.944,1.856
-65,-64.955,1.858
-64,-64.764,1.811
-68,-65.411,1.976
-64,-65.129,1.902
-67,-65.503,2.001
-67,-65.803,2.083
-64,-65.442,1.984
-64,-65.154,1.909
-63,-64.723,1.801
-67,-65.178,1.915
-67,-65.543,2.011
-65,-65.434,1.982
-64,-65.147,1.907
-67,-65.518,2.005
-62,-64.814,1.823
-73,-66.451,2.273
-65,-66.161,2.186
-66,-66.129,2.177
-62,-65.303,1.947
-65,-65.243,1.932
-67,-65.594,2.025
-63,-65.075,1.889
-69,-65.860,2.099
-64,-65.488,1.997
-71,-66.591,2.316
-66,-66.472,2.280
-63,-65.778,2.076
-65,-65.622,2.033
-64,-65.298,1.946
-63,-64.838,1.829
-67,-65.271,1.939
-66,-65.417,1.977
-66,-65.533,2.009
-64,-65.227,1.928
-67,-65.581,2.022
-67,-65.865,2.101
-66,-65.892,2.108
-64,-65.514,2.004
-67,-65.811,2.085
-66,-65.849,2.096
-64,-65.479,1.994
-67,-65.783,2.078
-66,-65.827,2.090
-66,-65.861,2.100
-64,-65.489,1.997
-64,-65.191,1.918
-67,-65.553,2.014
-65,-65.442,1.984
-64,-65.154,1.909
-67,-65.523,2.006
-64,-65.218,1.925
-67,-65.575,2.020
-66,-65.660,2.043
-64,-65.328,1.954
-64,-65.062,1.885
-67,-65.450,1.986
-66,-65.560,2.016
-64,-65.248,1.933
-63,-64.798,1.819
-67,-65.239,1.931
-66,-65.391,1.971
-64,-65.113,1.898
-67,-65.490,1.997
-66,-65.592,2.025
-65,-65.474,1.993
-64,-65.179,1.915
-67,-65.543,2.012
-67,-65.835,2.092
-65,-65.668,2.046
-66,-65.734,2.064
-63,-65.187,1.917
-67,-65.550,2.013
-66,-65.640,2.038
-64,-65.312,1.950
-67,-65.650,2.041
-66,-65.720,2.060
-64,-65.376,1.967
-63,-64.901,1.845
-67,-65.320,1.952
-67,-65.656,2.042
-66,-65.725,2.061
-64,-65.380,1.968
-67,-65.704,2.056
-65,-65.563,2.017
-64,-65.251,1.934
-67,-65.600,2.027
-64,-65.280,1.942
-71,-66.424,2.265
-65,-66.139,2.180
-64,-65.712,2.058
-64,-65.369,1.965
-67,-65.695,2.053
-67,-65.956,2.127
-65,-65.765,2.073
-67,-66.012,2.143
-67,-66.210,2.200
-65,-65.968,2.130
-65,-65.774,2.075
-64,-65.419,1.978
-67,-65.735,2.064
-66,-65.788,2.079
-64,-65.431,1.981
-67,-65.745,2.067
-64,-65.396,1.972
-63,-64.917,1.849
-64,-64.733,1.804
-64,-64.587,1.768
-67,-65.069,1.887
-65,-65.055,1.884
-65,-65.044,1.881
-64,-64.835,1.829
-67,-65.268,1.938
-65,-65.215,1.924
-65,-65.172,1.913
-69,-65.937,2.121
-65,-65.750,2.068
-64,-65.400,1.973
-68,-65.920,2.116
-66,-65.936,2.121
-63,-65.349,1.960
-63,-64.879,1.839
-68,-65.503,2.001
-66,-65.603,2.028
-64,-65.282,1.942
-67,-65.626,2.034
-65,-65.501,2.000
-65,-65.400,1.973
-64,-65.120,1.900
-71,-66.296,2.226
-71,-67.237,2.527
-65,-66.790,2.379
-65,-66.432,2.267
-64,-65.945,2.124
-64,-65.556,2.015
-67,-65.845,2.095
-66,-65.876,2.104
-65,-65.701,2.055
-62,-64.961,1.860
-65,-64.969,1.862
-67,-65.375,1.966
-72,-66.700,2.351
-74,-68.160,2.862
-65,-67.528,2.628
avg(rssi),avg(rssiKalman),avg(distance)
-65.62162162162163,-65.52627702702699,2.0125472972972984
stdev(rssi),stdev(rssiKalman),stdev(distance)
2.0381675839030127,0.5464999421496216,0.15541962963692582
