accX,accY,accZ,angleX,angleY,angleZ,label
-0.070761204,0.055147648,-0.019690514,-0.025427265,0.019013181,-0.0033597588,stop
-0.070761204,0.055147648,-0.019690514,-0.025427265,0.019013181,-0.0033597588,stop
-0.02879852,0.07267952,-0.06471634,-0.015042556,7.6358156E-5,-0.004581489,stop
-0.02879852,0.07267952,-0.06471634,-0.015042556,7.6358156E-5,-0.004581489,stop
-0.01870507,0.054232836,-0.018428802,-0.02359467,-0.023747386,-0.011301007,stop
-0.01870507,0.054232836,-0.018428802,-0.02359467,-0.023747386,-0.011301007,stop
-0.06828523,0.0015448332,0.23812866,-0.034590244,-0.012751812,-0.015577064,stop
-0.06828523,0.0015448332,0.23812866,-0.034590244,-0.012751812,-0.015577064,stop
-0.047202528,-0.0066246986,0.22159386,-0.0071013086,0.009850202,-0.009468411,stop
-0.047202528,-0.0066246986,0.22159386,-0.0071013086,0.009850202,-0.009468411,stop
-0.01069814,0.008981347,0.15521336,0.017944166,-0.007254025,-0.004581489,stop
-0.01069814,0.008981347,0.15521336,0.017944166,-0.007254025,-0.004581489,stop
-0.013848245,0.049441576,0.10782623,0.010613783,7.6358156E-5,-0.006414085,stop
-0.013848245,0.049441576,0.10782623,0.010613783,7.6358156E-5,-0.006414085,stop
-0.056607306,-0.02940464,0.14428902,0.010613783,7.6358156E-5,-0.006414085,stop
-0.056607306,-0.02940464,0.14428902,0.0081703225,0.0067958757,-0.004581489,stop
-0.0010066032,-0.017895699,0.020589828,0.013057245,0.022678372,0.015577064,stop
-0.0010066032,-0.017895699,0.020589828,0.013057245,0.022678372,0.015577064,stop
0.098328054,0.061698556,-0.024090767,0.024663685,0.0129045285,0.008857546,stop
0.098328054,0.061698556,-0.024090767,0.024663685,0.0129045285,0.008857546,stop
0.033075154,0.021372318,-0.19085503,0.016111571,0.0019089539,-0.006414085,stop
0.033075154,0.021372318,-0.19085503,0.016111571,0.0019089539,-0.006414085,stop
0.03386557,8.9001656E-4,0.036696434,-0.015653422,-0.015195273,-0.011911872,stop
0.03386557,8.9001656E-4,0.036696434,-0.015653422,-0.015195273,-0.011911872,stop
-0.012539148,-0.09281862,0.19629002,-0.015653422,-0.0035888334,-0.014966198,stop
-0.012539148,-0.09281862,0.19629002,-0.015653422,-0.0035888334,-0.014966198,stop
-0.032380283,-0.016508698,0.17856598,0.0032834008,0.010461068,-0.005192355,stop
-0.032380283,-0.016508698,0.17856598,0.0032834008,0.010461068,-0.005192355,stop
-0.023490667,0.013448238,0.04897213,0.019165898,0.0067958757,3.0543262E-4,stop
-0.023490667,0.013448238,0.04897213,0.019165898,0.0067958757,3.0543262E-4,stop
0.042454123,0.055839658,0.010881424,0.021609358,0.0025198192,0.0027488936,stop
0.042454123,0.055839658,0.010881424,0.021609358,0.0025198192,0.0027488936,stop
0.0789904,0.08905804,-0.03890419,0.021609358,-0.005421429,-0.008246681,stop
0.0789904,0.08905804,-0.03890419,0.021609358,-0.005421429,-0.008246681,stop
0.045589924,0.0423038,-0.036076546,0.017944166,-0.011530082,-0.023518313,stop
0.045589924,0.0423038,-0.036076546,0.017944166,-0.011530082,-0.023518313,stop
-0.027107596,0.00432539,-0.014163017,-0.008933905,0.0055741454,-0.025350908,stop
-0.027107596,0.00432539,-0.014163017,-0.008933905,0.0055741454,-0.025350908,stop
-0.03389567,0.018198013,0.14395714,-0.017486017,0.013515393,-0.01863139,stop
-0.03389567,0.018198013,0.14395714,-0.017486017,0.013515393,-0.01863139,stop
-0.0063359737,0.072918534,0.053365707,0.0081703225,0.026343564,-0.015577064,stop
-0.0063359737,0.072918534,0.053365707,0.0081703225,0.026343564,-0.015577064,stop
-0.059556186,0.0340662,-0.13913631,0.036270123,6.872234E-4,-0.028405234,stop
-0.059556186,0.0340662,-0.13913631,0.036270123,6.872234E-4,-0.028405234,stop
-0.012543261,-0.02487421,-0.13272476,0.021609358,-0.035353824,-0.033292156,stop
-0.012543261,-0.02487421,-0.13272476,0.021609358,-0.035353824,-0.033292156,stop
-0.05859852,-0.062591314,0.13082504,-0.05047274,0.019013181,-0.027794369,stop
-0.05859852,-0.062591314,0.13082504,-0.05047274,0.019013181,-0.027794369,stop
-0.075170934,-0.100218296,0.34794235,-0.03642284,0.025121834,-0.015577064,stop
-0.075170934,-0.100218296,0.34794235,-0.03642284,0.025121834,-0.015577064,stop
-0.04775399,-0.06238687,0.2777872,0.033826664,-5.345071E-4,-0.0070249503,stop
-0.04775399,-0.06238687,0.2777872,0.033826664,-5.345071E-4,-0.0070249503,stop
-0.052034557,-0.017294765,0.055146217,0.057039544,-0.0182496,-0.004581489,stop
