tick,time,Beacon #1,Beacon #2,Beacon #3,Beacon #4
0,201,null,null,null,null
1,400,0.810,3.813,null,null
2,601,0.810,3.813,null,null
3,802,0.810,3.813,null,null
4,1002,0.810,3.813,null,null
5,1201,0.786,3.813,1.870,null
6,1403,0.786,3.813,1.870,null
7,1601,0.786,3.813,1.870,null
8,1802,0.889,9.435,2.319,null
9,2002,0.889,9.435,2.319,null
10,2201,0.889,9.435,2.319,null
11,2400,0.815,7.871,2.408,null
12,2601,0.815,7.871,2.408,null
13,2802,0.815,7.871,2.408,null
14,3002,0.814,6.634,2.229,null
15,3202,0.814,6.634,2.229,null
16,3402,0.814,6.634,2.229,null
17,3601,0.814,6.634,3.138,null
18,3802,0.915,9.488,4.126,null
19,4002,0.915,9.488,4.126,null
20,4201,0.915,9.488,3.922,null
21,4402,0.875,7.704,3.767,null
22,4601,0.875,7.704,3.767,null
23,4803,0.875,7.704,3.767,null
24,5002,0.851,6.693,3.187,null
25,5202,0.851,6.693,3.187,null
26,5401,0.851,6.693,3.187,null
27,5601,1.033,10.066,3.959,null
28,5802,1.033,10.066,3.959,null
29,6002,1.033,10.066,3.959,null
30,6201,0.955,7.667,3.959,null
31,6401,0.955,6.668,3.694,null
32,6602,0.955,6.668,3.694,null
33,6801,0.924,5.809,3.138,null
34,7002,0.900,5.809,3.138,null
35,7201,0.900,5.809,3.138,null
36,7401,0.900,5.809,3.909,null
37,7602,1.020,9.621,4.661,null
38,7801,1.020,9.621,4.661,null
39,8001,1.020,9.621,4.661,null
40,8201,0.974,6.579,3.965,null
41,8401,0.974,6.579,3.965,null
42,8601,0.974,6.579,3.965,null
43,8801,0.939,5.159,3.232,null
44,9002,0.939,5.159,3.232,null
45,9202,0.939,5.159,3.232,null
46,9401,0.995,5.159,4.853,null
47,9602,0.995,5.159,4.853,null
48,9802,0.995,5.159,4.853,null
49,10001,0.955,5.159,4.853,null
50,10202,0.897,4.731,4.853,null
51,10402,0.897,4.731,4.853,null
52,10601,0.879,4.415,3.904,null
53,10801,0.865,4.177,3.192,null
54,11002,0.865,4.177,3.192,null
55,11202,0.865,4.177,3.192,null
56,11402,0.960,4.177,3.858,null
57,11601,0.960,4.177,3.858,null
58,11801,0.960,4.177,3.858,null
59,12002,0.960,4.102,3.858,null
60,12202,0.960,4.102,3.858,null
61,12402,0.960,4.102,3.858,null
62,12601,0.927,4.102,3.163,null
63,12802,0.927,4.102,3.163,null
64,13001,0.927,4.102,3.163,null
65,13201,0.927,5.525,3.163,null
66,13402,1.045,5.525,3.163,null
67,13602,1.045,5.525,3.163,null
68,13802,1.045,5.525,3.163,null
69,14002,1.023,4.998,3.178,null
70,14201,1.023,4.998,3.178,null
71,14401,1.023,4.998,3.178,null
72,14602,0.976,4.327,2.782,null
73,14802,0.976,4.327,2.782,null
74,15002,0.976,4.327,2.782,null
75,15200,1.127,6.074,4.704,null
76,15402,1.127,6.074,4.704,null
77,15602,1.127,6.074,4.704,null
78,15801,1.001,4.901,4.356,null
79,16002,1.001,4.901,4.097,null
80,16202,1.001,4.901,4.097,null
81,16402,1.001,4.901,4.097,null
82,16602,0.959,4.542,3.409,null
83,16802,0.959,4.542,3.409,null
84,17002,0.959,4.542,3.409,null
85,17202,1.043,4.542,4.066,null
86,17402,1.043,4.542,4.066,null
87,17602,1.043,4.542,4.066,null
88,17801,1.043,4.542,3.877,null
89,18001,1.043,4.542,3.877,null
90,18202,1.043,4.542,3.877,null
91,18402,1.021,4.163,3.175,null
92,18601,1.021,4.163,3.175,null
93,18801,1.021,4.163,3.175,null
94,19001,1.096,5.738,3.841,null
95,19202,1.096,5.738,3.841,null
96,19402,1.096,5.738,3.841,null
97,19601,1.062,5.019,3.510,null
98,19802,1.062,5.019,3.510,null
99,20001,1.062,5.019,3.510,null
100,20201,1.006,5.019,3.510,null
101,20402,0.963,4.338,2.932,null
102,20602,0.963,4.338,2.932,null
103,20802,0.963,4.338,2.932,null
104,21002,1.077,5.778,3.509,null
105,21202,1.077,5.778,3.509,null
106,21402,1.077,5.778,3.509,null
107,21601,1.017,4.975,3.396,null
108,21802,1.017,4.975,3.396,null
109,22002,1.017,4.975,3.396,null
110,22201,0.937,4.596,2.856,null
111,22402,0.937,4.596,2.856,null
112,22602,0.937,4.596,2.856,null
