rssi,rssiKarman,distance
-70,-70.000,3.813
-70,-70.000,3.813
-91,-74.200,6.587
-88,-76.960,9.435
-70,-75.568,7.871
-69,-74.254,6.634
-88,-77.004,9.488
-69,-75.403,7.704
-70,-74.322,6.693
-90,-77.458,10.066
-67,-75.366,7.667
-70,-74.293,6.668
-69,-73.234,5.809
-84,-75.388,7.688
-84,-77.110,9.621
-69,-75.488,7.790
-69,-74.190,6.579
-69,-73.152,5.748
-69,-72.322,5.159
-69,-71.657,4.731
-69,-71.126,4.415
-69,-70.701,4.177
-70,-70.561,4.102
-82,-72.849,5.525
-69,-72.079,4.998
-69,-71.463,4.613
-69,-70.970,4.327
-84,-73.576,6.074
-69,-72.661,5.392
-69,-71.929,4.901
-69,-71.343,4.542
-68,-70.674,4.163
-83,-73.140,5.738
-68,-72.112,5.019
-69,-71.489,4.629
-69,-70.991,4.338
-82,-73.193,5.778
-70,-72.555,5.317
-70,-72.044,4.975
-69,-71.435,4.596
-84,-73.948,6.375
-82,-75.558,7.861
-71,-74.647,6.982
-70,-73.717,6.186
-69,-72.774,5.471
-82,-74.619,6.957
-71,-73.895,6.331
-69,-72.916,5.574
-81,-74.533,6.879
-70,-73.626,6.113
-70,-72.901,5.563
-82,-74.721,7.049
-69,-73.577,6.074
-69,-72.661,5.392
-70,-72.129,5.031
-70,-71.703,4.760
-68,-70.963,4.322
-79,-72.570,5.328
-69,-71.856,4.855
-70,-71.485,4.626
-76,-72.388,5.203
-78,-73.510,6.022
-69,-72.608,5.355
-72,-72.487,5.271
-68,-71.589,4.690
-83,-73.871,6.312
-82,-75.497,7.799
-71,-74.598,6.937
-69,-73.478,5.997
-68,-72.383,5.200
-81,-74.106,6.507
-70,-73.285,5.848
-70,-72.628,5.368
-70,-72.102,5.013
-70,-71.682,4.746
-69,-71.145,4.426
-84,-73.716,6.185
-82,-75.373,7.674
-70,-74.298,6.672
-68,-73.039,5.663
-69,-72.231,5.098
-82,-74.185,6.574
-84,-76.148,8.488
-70,-74.918,7.233
-69,-73.735,6.200
-70,-72.988,5.626
-80,-74.390,6.752
-78,-75.112,7.418
-70,-74.090,6.493
-70,-73.272,5.838
-69,-72.417,5.223
-69,-71.734,4.779
-79,-73.187,5.774
-69,-72.350,5.177
-85,-74.880,7.197
-71,-74.104,6.505
-70,-73.283,5.846
-70,-72.626,5.367
-70,-72.101,5.013
-69,-71.481,4.624
-82,-73.585,6.080
-70,-72.868,5.539
-69,-72.094,5.008
-82,-74.075,6.481
-82,-75.660,7.966
-70,-74.528,6.875
-70,-73.623,6.110
-80,-74.898,7.214
-82,-76.318,8.679
-69,-74.855,7.173
-70,-73.884,6.322
-70,-73.107,5.714
-70,-72.486,5.270
-82,-74.389,6.751
avg(rssi),avg(rssiKalman),avg(distance)
-73.47368421052632,-73.3196842105263,6.001815789473685
stdev(rssi),stdev(rssiKalman),stdev(distance)
6.330392474620601,1.5784775049427668,1.2784657304602336
