tick,time,Beacon #1,Beacon #2,Beacon #3
0,201,0.786,9.003,8.230
1,402,0.786,9.003,8.230
2,602,0.786,9.003,8.230
3,802,0.791,9.003,8.923
4,1003,0.791,9.003,8.319
5,1202,0.791,9.003,8.319
6,1401,0.791,9.003,8.080
7,1604,0.842,9.003,8.080
8,1803,0.842,9.003,8.080
9,2002,0.842,9.003,8.080
10,2203,0.836,7.582,6.716
11,2403,0.836,7.582,6.716
12,2603,0.836,7.582,6.716
13,2802,0.806,6.273,6.716
14,3002,0.806,6.273,6.716
15,3203,0.806,6.273,6.716
16,3402,0.908,5.828,6.451
17,3603,0.908,5.828,6.081
18,3803,0.908,5.828,6.081
19,4002,0.861,5.828,6.081
20,4202,0.861,5.495,5.959
21,4403,0.861,5.495,5.959
22,4602,0.861,5.495,6.187
23,4803,0.936,4.724,6.207
24,5002,0.936,4.724,6.207
25,5202,0.936,4.724,6.207
26,5402,0.965,4.645,5.813
27,5603,0.965,4.645,5.813
28,5802,0.965,4.645,5.813
29,6002,0.885,4.534,5.161
30,6202,0.885,4.534,5.161
31,6402,0.885,4.534,5.161
32,6602,0.930,4.158,5.422
33,6803,0.930,4.158,5.422
34,7002,0.930,4.158,5.422
35,7203,0.930,4.158,5.422
36,7402,0.959,4.194,5.436
37,7603,0.959,4.194,5.436
38,7802,0.959,4.194,5.436
39,8003,0.927,4.194,5.436
40,8203,0.927,4.194,5.436
41,8402,0.927,4.194,5.436
42,8603,0.986,3.708,5.448
43,8803,0.986,3.708,5.448
44,9002,0.986,3.708,5.448
45,9202,0.986,3.827,5.448
46,9402,0.986,3.827,5.448
47,9602,0.986,3.827,5.448
48,9802,0.976,3.925,5.171
49,10003,0.940,3.925,5.171
50,10203,0.940,3.925,5.171
51,10402,0.967,3.705,5.377
52,10602,0.967,3.705,5.377
53,10802,0.967,3.705,5.377
54,11002,0.990,3.824,5.377
55,11202,1.008,3.923,5.418
56,11402,1.008,3.923,5.418
57,11601,1.008,3.923,5.418
58,11802,1.008,4.004,4.836
