tick,time,Beacon #1,Beacon #2,Beacon #3
0,201,null,null,null
1,401,null,null,null
2,602,1.995,4.070,3.508
3,802,1.995,4.070,3.508
4,1002,1.995,4.507,3.508
5,1202,1.995,4.507,3.508
6,1402,1.995,4.507,3.508
7,1602,1.995,4.507,3.508
8,1802,2.349,4.507,3.674
9,2002,2.349,4.507,3.674
10,2202,2.349,4.507,3.674
11,2402,2.345,4.507,3.557
12,2602,2.345,4.507,3.557
13,2801,2.345,4.507,3.557
14,3001,2.225,4.791,3.466
15,3201,2.225,4.791,3.466
16,3401,2.225,4.791,3.466
17,3601,2.225,4.452,3.474
18,3801,2.225,4.452,3.474
19,4001,2.225,4.452,3.474
20,4201,2.225,4.452,3.323
21,4402,2.222,4.224,3.323
22,4602,2.222,4.224,3.323
23,4802,2.222,4.224,3.323
24,5003,2.174,4.279,3.438
25,5201,2.174,4.279,3.438
26,5402,2.174,4.279,3.438
27,5601,2.567,3.765,3.610
28,5803,2.815,3.765,3.610
29,6002,2.815,3.765,3.610
30,6202,2.815,3.824,3.610
31,6403,2.682,3.824,3.610
32,6603,2.682,3.824,3.610
33,6802,2.682,3.824,3.610
34,7002,2.682,4.287,3.674
35,7203,2.682,4.287,3.674
36,7402,3.037,4.287,3.674
37,7602,3.354,4.287,3.812
38,7803,3.354,4.287,3.812
39,8002,3.354,4.287,3.812
40,8202,3.149,4.287,3.580
41,8403,3.149,4.287,3.580
42,8602,3.149,4.287,3.580
43,8802,2.772,4.510,3.734
44,9002,2.772,4.510,3.734
45,9202,2.772,4.510,3.734
46,9402,2.993,4.419,3.774
47,9602,2.993,4.419,3.774
48,9803,2.993,4.419,3.774
49,10002,2.934,4.621,3.634
50,10203,2.887,4.621,3.634
51,10404,2.887,4.621,3.634
52,10603,2.887,4.621,3.634
53,10802,2.887,4.988,3.868
54,11002,2.887,4.988,3.868
55,11202,2.887,4.988,3.868
56,11402,3.156,4.693,3.882
57,11602,3.156,4.693,3.882
58,11802,3.156,4.693,3.882
59,12002,3.156,4.848,3.508
