rssi,rssiKarman,distance
-68,-68,6.259
-69,-69.000,7.028
-67,-68.600,6.710
-66,-68.080,6.318
-67,-67.864,6.162
-68,-67.891,6.181
-68,-67.913,6.197
-67,-67.730,6.067
-68,-67.784,6.105
-68,-67.827,6.135
-68,-67.862,6.160
-67,-67.690,6.038
-68,-67.752,6.082
-68,-67.801,6.117
-67,-67.641,6.004
-67,-67.513,5.916
-69,-67.810,6.123
-67,-67.648,6.009
-67,-67.519,5.920
-67,-67.415,5.849
-67,-67.332,5.793
-69,-67.666,6.021
-67,-67.532,5.929
-67,-67.426,5.857
-67,-67.341,5.799
-69,-67.673,6.026
-67,-67.538,5.933
-67,-67.430,5.860
-69,-67.744,6.077
-68,-67.795,6.113
-67,-67.636,6.001
-67,-67.509,5.913
-66,-67.207,5.710
-69,-67.566,5.952
-67,-67.453,5.875
-66,-67.162,5.680
-69,-67.530,5.928
-45,-63.024,3.517
-67,-63.819,3.857
-71,-65.255,4.555
-67,-65.604,4.743
-66,-65.683,4.786
-70,-66.547,5.290
-68,-66.837,5.471
-67,-66.870,5.491
-67,-66.896,5.508
-70,-67.517,5.919
-67,-67.413,5.848
-66,-67.131,5.660
-69,-67.505,5.910
-68,-67.604,5.978
-67,-67.483,5.895
-69,-67.786,6.106
-67,-67.629,5.996
-66,-67.303,5.774
-69,-67.643,6.006
-67,-67.514,5.917
-67,-67.411,5.847
-66,-67.129,5.659
-68,-67.303,5.774
-67,-67.243,5.734
-66,-66.994,5.571
-66,-66.795,5.444
-69,-67.236,5.729
-67,-67.189,5.698
-66,-66.951,5.543
-68,-67.161,5.680
-68,-67.329,5.791
-68,-67.463,5.882
-66,-67.170,5.686
-68,-67.336,5.796
-66,-67.069,5.620
-67,-67.055,5.611
-68,-67.244,5.735
-66,-66.995,5.572
-68,-67.196,5.703
-67,-67.157,5.677
-68,-67.326,5.789
-65,-66.860,5.485
-66,-66.688,5.377
-68,-66.951,5.543
-67,-66.961,5.549
-65,-66.568,5.303
-69,-67.055,5.610
-68,-67.244,5.734
-69,-67.595,5.973
-67,-67.476,5.891
-67,-67.381,5.826
-65,-66.905,5.514
-69,-67.324,5.788
-68,-67.459,5.879
-68,-67.567,5.953
-65,-67.054,5.610
-69,-67.443,5.868
-71,-68.154,6.372
-68,-68.124,6.350
-67,-67.899,6.186
-69,-68.119,6.346
-66,-67.695,6.042
-69,-67.956,6.228
-68,-67.965,6.234
-67,-67.772,6.096
-68,-67.818,6.128
-69,-68.054,6.299
-68,-68.043,6.291
-68,-68.035,6.284
-69,-68.228,6.427
-68,-68.182,6.393
-67,-67.946,6.220
-67,-67.757,6.085
-69,-68.005,6.263
-69,-68.204,6.409
-68,-68.163,6.379
-68,-68.131,6.355
-69,-68.305,6.484
-68,-68.244,6.439
-68,-68.195,6.402
-66,-67.756,6.085
-69,-68.005,6.263
-67,-67.804,6.119
-69,-68.043,6.291
-68,-68.034,6.284
-66,-67.628,5.995
-69,-67.902,6.189
-67,-67.722,6.061
-69,-67.977,6.243
-68,-67.982,6.246
-66,-67.585,5.966
-66,-67.268,5.751
-69,-67.615,5.986
-68,-67.692,6.040
-68,-67.753,6.083
-67,-67.603,5.978
-67,-67.482,5.895
-69,-67.786,6.106
-67,-67.629,5.996
-66,-67.303,5.774
-69,-67.642,6.005
-68,-67.714,6.055
-66,-67.371,5.820
-69,-67.697,6.043
-69,-67.957,6.229
-68,-67.966,6.235
-66,-67.573,5.957
-69,-67.858,6.157
-69,-68.087,6.322
-67,-67.869,6.165
-67,-67.695,6.042
-66,-67.356,5.810
