tick,time,Beacon #1,Beacon #2,Beacon #3
0,201,0.216,5.635,4.196
1,400,0.216,5.635,4.196
2,601,0.216,5.635,4.196
3,802,0.258,5.635,3.808
4,1001,0.258,5.635,3.808
5,1201,0.258,5.635,3.808
6,1400,0.324,6.092,3.679
7,1604,0.324,6.092,3.679
8,1801,0.324,6.092,3.679
9,2001,0.324,5.694,2.883
10,2203,0.324,5.694,2.883
11,2402,0.324,5.694,2.883
12,2601,0.336,5.986,2.883
13,2801,0.336,6.070,3.025
14,3002,0.336,6.070,3.025
15,3201,0.326,6.636,3.025
16,3402,0.319,6.636,3.060
17,3602,0.319,6.636,3.060
18,3802,0.319,6.636,3.060
19,4002,0.319,6.636,2.699
20,4202,0.319,6.636,2.699
21,4401,0.319,6.636,2.699
22,4601,0.319,6.388,2.870
23,4802,0.319,6.388,3.014
24,5002,0.319,6.388,3.014
25,5201,0.322,6.388,2.970
26,5403,0.322,6.388,2.935
27,5602,0.322,6.388,2.935
28,5801,0.322,5.762,2.611
29,6002,0.325,5.762,2.442
30,6201,0.325,5.762,2.442
31,6401,0.325,5.762,2.442
32,6601,0.325,5.762,2.442
33,6802,0.325,5.762,2.442
34,7002,0.325,5.762,2.442
35,7201,0.325,5.762,2.442
36,7401,0.325,5.762,2.442
37,7602,0.325,5.762,2.442
38,7801,0.171,5.305,2.378
39,8002,0.171,5.305,2.378
40,8201,0.171,5.305,2.378
41,8401,0.202,5.657,2.378
42,8602,0.230,5.954,2.378
43,8801,0.230,5.954,2.378
44,9001,0.230,5.954,2.378
45,9201,0.230,6.204,2.457
46,9400,0.230,6.204,2.457
47,9601,0.230,5.777,2.457
48,9802,0.230,5.456,2.390
49,10002,0.230,5.456,2.390
50,10201,0.230,5.456,2.390
51,10401,0.230,5.785,2.864
52,10601,0.230,5.785,2.864
53,10802,0.230,5.785,2.864
54,11001,0.264,6.222,2.852
55,11202,0.264,6.222,2.852
56,11401,0.264,6.222,2.852
57,11600,0.264,5.642,2.621
58,11802,0.277,5.642,2.621
59,12002,0.277,5.642,2.621
60,12201,0.277,5.789,2.879
61,12401,0.296,5.789,2.879
62,12601,0.296,5.789,2.879
63,12803,0.296,5.789,2.879
64,13002,0.296,6.066,2.851
65,13200,0.296,6.066,2.851
66,13402,0.296,6.066,2.851
67,13601,0.296,5.528,2.550
68,13802,0.296,5.528,2.550
69,14002,0.296,5.528,2.550
70,14201,0.332,5.549,2.670
71,14403,0.332,5.713,2.670
72,14601,0.332,5.713,2.670
73,14801,0.363,6.002,2.670
74,15001,0.363,6.002,2.695
75,15201,0.363,6.002,2.695
76,15401,0.357,5.626,2.695
77,15601,0.357,5.205,2.505
78,15801,0.357,5.205,2.505
79,16000,0.357,5.571,2.777
80,16202,0.368,5.882,2.777
81,16401,0.368,5.882,2.777
82,16601,0.368,5.882,2.777
83,16801,0.361,5.882,2.777
84,17002,0.361,5.882,2.777
85,17202,0.361,5.882,2.777
86,17400,0.352,5.138,2.498
87,17602,0.352,5.138,2.498
88,17801,0.352,5.138,2.498
89,18001,0.381,5.513,2.697
90,18202,0.381,5.513,2.697
91,18402,0.381,5.513,2.697
92,18602,0.371,5.513,2.718
93,18801,0.371,5.833,2.718
94,19002,0.371,5.833,2.718
95,19201,0.371,5.833,2.718
96,19401,0.364,5.499,2.375
97,19602,0.364,5.499,2.375
98,19801,0.364,5.499,2.375
99,20001,0.369,5.821,2.522
100,20202,0.369,5.821,2.522
101,20402,0.369,5.821,2.522
102,20601,0.362,6.093,2.575
103,20802,0.362,6.657,2.575
104,21001,0.362,6.657,2.575
105,21201,0.362,6.112,2.416
106,21401,0.362,6.112,2.416
107,21601,0.362,6.112,2.416
108,21800,0.356,6.335,2.626
109,22001,0.385,6.188,2.626
110,22202,0.385,6.188,2.626
111,22401,0.385,6.188,2.733
112,22602,0.409,6.566,2.733
113,22801,0.409,6.566,2.733
114,23002,0.409,6.566,2.733
115,23202,0.206,6.566,2.533
116,23401,0.206,6.566,2.533
117,23602,0.206,6.566,2.533
118,23800,0.158,6.566,2.655
119,24001,0.158,6.566,2.655
120,24201,0.158,6.566,2.655
121,24401,0.184,6.886,2.683
122,24601,0.184,7.153,2.683
123,24802,0.184,7.153,2.683
124,25001,0.207,6.473,2.683
125,25201,0.207,5.977,2.430
126,25401,0.207,5.977,2.430
127,25601,0.207,5.977,2.430
128,25801,0.228,5.977,2.638
129,26002,0.228,5.977,2.638
130,26201,0.247,5.977,2.638
131,26401,0.247,6.222,2.670
132,26601,0.247,6.222,2.670
133,26801,0.247,6.222,2.670
134,27000,0.262,5.791,2.420
135,27201,0.262,5.791,2.420
136,27402,0.262,5.791,2.420
137,27601,0.275,6.297,2.630
138,27801,0.275,6.297,2.630
139,28001,0.275,6.297,2.630
140,28201,0.275,6.297,2.663
141,28402,0.287,6.297,2.690
142,28602,0.287,6.297,2.690
143,28802,0.287,6.297,2.690
144,29001,0.296,5.846,2.501
145,29201,0.296,5.846,2.501
146,29402,0.296,5.846,2.501
147,29601,0.296,5.846,2.871
148,29802,0.296,5.846,2.871
149,30001,0.296,5.846,2.871
150,30200,0.295,6.114,2.857
151,30402,0.295,6.114,2.857
152,30602,0.295,6.114,2.857
153,30801,0.302,5.710,2.624
154,31002,0.309,5.710,2.387
155,31201,0.309,5.710,2.387
156,31401,0.314,5.999,2.601
157,31602,0.318,6.080,2.786
158,31801,0.318,6.080,2.786
159,32001,0.318,6.080,2.786
160,32201,0.322,6.669,2.789
161,32402,0.322,6.669,2.789
162,32601,0.324,6.669,2.789
163,32801,0.327,5.963,2.575
164,33002,0.327,5.963,2.575
165,33202,0.327,5.963,2.575
166,33401,0.328,6.417,2.763
167,33602,0.328,6.417,2.763
168,33802,0.328,6.417,2.763
169,34001,0.330,6.586,2.777
170,34202,0.330,6.725,2.777
171,34402,0.330,6.725,2.777
172,34601,0.331,6.725,2.777
173,34802,0.331,6.162,2.497
174,35002,0.331,6.162,2.497
175,35201,0.331,6.162,2.497
176,35402,0.331,6.212,2.697
177,35602,0.331,6.212,2.697
178,35802,0.331,6.212,2.697
179,36002,0.331,6.418,2.717
180,36202,0.331,6.418,2.717
181,36401,0.331,6.418,2.717
182,36601,0.331,5.936,2.717
183,36802,0.331,5.936,2.717
184,37002,0.331,5.936,2.717
185,37201,0.332,6.188,2.717
186,37401,0.332,6.188,2.717
187,37602,0.332,6.188,2.717
188,37801,0.332,6.188,2.717
189,38001,0.333,6.567,2.717
190,38202,0.333,6.567,2.717
191,38402,0.333,6.567,2.717
192,38602,0.333,6.046,2.454
193,38802,0.333,6.046,2.454
194,39002,0.333,6.046,2.454
195,39201,0.334,6.280,2.454
