tick,time,Beacon #1,Beacon #2,Beacon #3,Beacon #4
0,203,null,null,null,null
1,1293,1.528,23.376,3.256,4.312
2,1778,2.250,24.516,3.256,4.312
3,2244,3.067,33.892,3.510,6.815
4,2693,2.668,38.068,3.458,7.175
5,3145,2.491,37.981,3.458,7.175
6,3588,4.125,45.867,3.417,6.112
7,4032,5.405,50.859,3.749,6.112
8,4466,5.405,50.859,3.749,6.112
9,4906,7.063,50.222,3.645,6.112
10,5333,7.063,52.144,3.500,5.700
11,5760,7.026,52.144,3.500,5.700
12,6190,7.026,56.354,3.567,7.598
13,6615,5.406,54.518,3.503,6.785
14,7039,5.406,54.518,3.503,6.785
15,7460,5.923,54.518,3.367,6.022
16,7881,5.401,54.518,3.261,6.688
17,8301,5.401,54.518,3.261,6.688
18,8727,3.579,50.624,3.180,5.785
19,9156,5.108,51.989,3.195,5.301
20,9578,5.108,51.989,3.195,5.301
21,10005,4.173,54.936,3.050,6.039
22,10437,4.173,54.936,2.939,6.315
23,10870,4.173,54.936,2.939,6.315
24,11300,5.247,30.934,3.076,5.686
25,11713,6.302,29.249,3.285,7.583
26,12120,6.302,29.249,3.285,7.583
27,12541,6.144,24.243,3.068,6.970
28,12956,7.344,20.863,2.936,5.980
29,13366,7.344,20.863,2.936,5.980
30,13783,8.744,20.351,3.048,5.893
31,14193,7.018,18.137,3.012,5.536
32,14616,7.018,17.348,3.012,5.536
33,15028,7.018,17.348,3.012,2.807
34,15442,7.018,17.348,3.012,3.429
35,15847,7.018,17.348,3.012,3.429
36,16250,5.886,16.271,3.059,3.694
37,16659,5.886,15.165,3.059,3.598
38,17057,6.618,13.668,3.021,3.598
39,17462,6.389,15.219,3.144,4.305
40,17879,6.389,15.219,3.144,4.305
41,18289,4.815,15.219,3.088,4.802
42,18701,4.815,13.095,3.121,4.515
43,19119,4.815,13.095,3.121,4.515
44,19531,4.815,14.020,3.332,5.162
45,19941,4.018,13.538,3.222,5.094
46,20354,4.018,13.538,3.222,5.094
47,20769,5.314,12.481,3.149,4.788
48,21176,5.314,12.481,3.170,4.788
49,21592,5.361,12.481,3.187,4.788
50,22006,4.745,12.266,3.187,4.825
51,22416,4.745,12.266,3.187,4.825
52,22824,5.815,11.534,3.187,4.585
53,23231,5.815,11.534,3.187,7.252
54,23638,5.815,11.534,3.187,7.252
55,24044,5.064,12.078,3.201,6.332
56,24451,5.064,11.959,3.132,5.238
57,24854,5.064,11.959,3.132,5.238
58,25263,5.384,13.038,3.157,5.812
59,25676,4.762,13.038,3.176,5.634
60,26074,4.762,13.322,3.176,5.634
61,26483,5.586,12.923,3.273,5.496
62,26889,6.347,12.923,3.273,5.496
63,27305,6.734,13.872,3.504,7.735
64,27716,4.980,13.999,3.262,7.735
65,28127,4.980,13.999,3.262,7.735
66,28542,6.044,13.446,3.260,6.882
