rssi,rssiKarman,distance
-71,-71.000,2.912
-72,-71.200,3.040
-73,-71.560,3.285
-76,-72.448,3.976
-77,-73.358,4.836
-73,-73.287,4.762
-80,-74.629,6.355
-71,-73.904,5.437
-69,-72.923,4.403
-84,-75.138,7.090
-79,-75.911,8.370
-80,-76.728,9.980
-70,-75.383,7.472
-80,-76.306,9.113
-78,-76.645,9.802
-78,-76.916,10.390
-78,-77.133,10.886
-70,-75.706,8.011
-81,-76.765,10.058
-79,-77.212,11.073
-78,-77.370,11.454
-77,-77.296,11.274
-70,-75.837,8.238
-70,-74.669,6.410
-79,-75.535,7.722
-78,-76.028,8.585
-70,-74.823,6.625
-79,-75.658,7.928
-77,-75.926,8.399
-70,-74.741,6.510
-70,-73.793,5.309
-70,-73.034,4.510
-78,-74.027,5.584
-78,-74.822,6.624
-70,-73.858,5.383
-79,-74.886,6.716
-78,-75.509,7.678
-70,-74.407,6.058
-73,-74.126,5.703
-79,-75.101,7.032
-78,-75.680,7.966
-77,-75.944,8.431
-70,-74.755,6.530
-70,-73.804,5.322
-80,-75.044,6.947
-77,-75.435,7.556
-77,-75.748,8.083
-70,-74.598,6.313
-78,-75.279,7.307
-70,-74.223,5.823
-88,-76.978,10.530
-78,-77.183,11.003
-70,-75.746,8.080
-73,-75.197,7.180
-78,-75.758,8.099
-79,-76.406,9.311
-71,-75.325,7.380
-71,-74.460,6.128
-79,-75.368,7.449
-81,-76.494,9.490
-78,-76.795,10.124
-78,-77.036,10.662
-70,-75.629,7.879
-85,-77.503,11.788
-84,-78.803,15.587
-78,-78.642,15.059
-70,-76.914,10.385
-70,-75.531,7.714
-81,-76.625,9.759
-78,-76.900,10.354
-70,-75.520,7.696
-78,-76.016,8.562
-78,-76.413,9.325
-78,-76.730,9.983
-77,-76.784,10.100
-70,-75.427,7.544
-70,-74.342,5.974
-81,-75.673,7.954
-79,-76.339,9.178
-79,-76.871,10.290
-70,-75.497,7.658
-79,-76.197,8.903
-79,-76.758,10.043
-80,-77.406,11.545
-77,-77.325,11.345
-71,-76.060,8.644
-82,-77.248,11.159
-78,-77.398,11.526
-77,-77.319,11.330
-71,-76.055,8.634
-70,-74.844,6.655
-82,-76.275,9.053
-71,-75.220,7.216
-81,-76.376,9.251
-78,-76.701,9.921
-70,-75.361,7.437
-80,-76.289,9.079
-78,-76.631,9.772
-78,-76.905,10.365
-71,-75.724,8.041
-80,-76.579,9.664
-76,-76.463,9.426
-78,-76.771,10.070
-76,-76.616,9.742
-80,-77.293,11.268
-81,-78.035,13.215
-75,-77.428,11.598
-71,-76.142,8.798
-70,-74.914,6.756
-83,-76.531,9.565
-81,-77.425,11.591
-76,-77.140,10.902
-83,-78.312,14.027
-75,-77.649,12.165
-70,-76.120,8.755
-77,-76.296,9.093
-73,-75.637,7.891
-69,-74.309,5.932
-77,-74.847,6.660
-77,-75.278,7.306
-72,-74.622,6.345
-72,-74.098,5.669
-74,-74.078,5.645
-69,-73.063,4.538
-77,-73.850,5.375
-80,-75.080,7.002
-73,-74.664,6.403
-73,-74.331,5.960
-69,-73.265,4.739
-69,-72.412,3.945
-79,-73.730,5.237
-77,-74.384,6.028
-73,-74.107,5.680
-72,-73.686,5.188
-81,-75.148,7.105
-79,-75.919,8.385
avg(rssi),avg(rssiKalman),avg(distance)
-75.7279411764706,-75.58328676470585,8.169727941176475
stdev(rssi),stdev(rssiKalman),stdev(distance)
4.406657583176087,1.4550765338072735,2.393788258692607
