rssi,rssiKarman,distance
-67,-67.000,2.872
-70,-67.600,3.097
-72,-68.480,3.458
-67,-68.184,3.332
-71,-68.747,3.576
-72,-69.398,3.879
-68,-69.118,3.746
-69,-69.095,3.735
-69,-69.076,3.726
-71,-69.461,3.910
-69,-69.368,3.865
-69,-69.295,3.830
-71,-69.636,3.997
-68,-69.309,3.836
-68,-69.047,3.713
-69,-69.038,3.708
-71,-69.430,3.895
-68,-69.144,3.758
-68,-68.915,3.652
-71,-69.332,3.848
-72,-69.866,4.114
-68,-69.493,3.926
-68,-69.194,3.782
-71,-69.555,3.957
-71,-69.844,4.103
-68,-69.475,3.917
-68,-69.180,3.775
-71,-69.544,3.951
-68,-69.235,3.801
-69,-69.188,3.779
-70,-69.351,3.857
-71,-69.681,4.019
-71,-69.944,4.155
-68,-69.556,3.957
-68,-69.244,3.806
-69,-69.196,3.782
-69,-69.156,3.764
-71,-69.525,3.942
-71,-69.820,4.090
-68,-69.456,3.908
-68,-69.165,3.768
-68,-68.932,3.659
-71,-69.346,3.854
-68,-69.076,3.726
-68,-68.861,3.627
-71,-69.289,3.827
-69,-69.231,3.799
-70,-69.385,3.873
-69,-69.308,3.836
-68,-69.046,3.712
-68,-68.837,3.616
-68,-68.670,3.541
-68,-68.536,3.482
-71,-69.029,3.704
-68,-68.823,3.610
-70,-69.058,3.718
-71,-69.447,3.903
-68,-69.157,3.764
-68,-68.926,3.657
-70,-69.141,3.756
-71,-69.513,3.936
-71,-69.810,4.085
-68,-69.448,3.904
-68,-69.158,3.765
-71,-69.527,3.943
-68,-69.221,3.795
-71,-69.577,3.968
-68,-69.262,3.814
-68,-69.009,3.695
-71,-69.407,3.884
-71,-69.726,4.042
-68,-69.381,3.871
-68,-69.105,3.740
-71,-69.484,3.921
-71,-69.787,4.073
-68,-69.430,3.895
-68,-69.144,3.758
-71,-69.515,3.937
-68,-69.212,3.790
-68,-68.970,3.677
-71,-69.376,3.869
-68,-69.101,3.738
-68,-68.880,3.636
-68,-68.704,3.557
-69,-68.763,3.583
-71,-69.211,3.790
-68,-68.969,3.676
-68,-68.775,3.588
-69,-68.820,3.608
-71,-69.256,3.811
-68,-69.005,3.693
-69,-69.004,3.693
-71,-69.403,3.882
-68,-69.122,3.748
-68,-68.898,3.644
-71,-69.318,3.841
-68,-69.055,3.716
-69,-69.044,3.711
-72,-69.635,3.997
-68,-69.308,3.836
-69,-69.246,3.807
-68,-68.997,3.689
-71,-69.398,3.879
-68,-69.118,3.746
-69,-69.095,3.735
-70,-69.276,3.821
-68,-69.020,3.700
-69,-69.016,3.698
-71,-69.413,3.887
-71,-69.730,4.045
-69,-69.584,3.971
-69,-69.468,3.914
-69,-69.374,3.868
-69,-69.299,3.832
-71,-69.639,3.999
-68,-69.311,3.838
-68,-69.049,3.714
-69,-69.039,3.709
-71,-69.431,3.896
-68,-69.145,3.759
-70,-69.316,3.840
-66,-68.653,3.534
-70,-68.922,3.655
-69,-68.938,3.662
-68,-68.750,3.577
-66,-68.200,3.339
-72,-68.960,3.672
-67,-68.568,3.496
-71,-69.055,3.716
-67,-68.644,3.530
-67,-68.315,3.387
-70,-68.652,3.533
-72,-69.322,3.843
-71,-69.657,4.008
-69,-69.526,3.942
-69,-69.421,3.891
-67,-68.936,3.662
-72,-69.549,3.954
-67,-69.039,3.709
-69,-69.031,3.705
-70,-69.225,3.796
-68,-68.980,3.682
avg(rssi),avg(rssiKalman),avg(distance)
-69.22535211267606,-69.16957042253526,3.7746478873239453
stdev(rssi),stdev(rssiKalman),stdev(distance)
1.4841622391345897,0.3970537338646721,0.18083177137270465
