coordX,coordY
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0018468796,0.007170133
0.0018468796,0.007170133
0.0018468796,0.007170133
0.0018468796,0.007170133
0.0018468796,0.007170133
0.0018468796,0.007170133
0.0063958187,0.018478815
0.0063958187,0.018478815
0.0063958187,0.018478815
0.0063958187,0.018478815
0.013750666,0.03282082
0.013750666,0.03282082
0.013750666,0.03282082
0.013750666,0.03282082
0.013750666,0.03282082
0.013750666,0.03282082
0.013750666,0.03282082
0.02509012,0.049751937
0.02509012,0.049751937
0.02509012,0.049751937
0.02509012,0.049751937
0.02509012,0.049751937
0.03897496,0.06736132
0.03897496,0.06736132
0.03897496,0.06736132
0.03897496,0.06736132
0.03897496,0.06736132
0.03897496,0.06736132
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
0.056478094,0.08644873
