tick,time,Beacon #1,Beacon #2,Beacon #3,Beacon #4
0,201,null,null,null,null
1,400,1.895,76.883,6.569,null
2,601,1.895,76.883,6.569,null
3,801,1.895,76.883,6.569,null
4,2299,1.287,76.883,6.569,4.312
5,2904,1.322,76.883,6.804,4.582
6,3666,1.549,76.883,6.804,5.223
7,4253,1.193,76.883,6.804,3.192
8,4827,1.366,73.308,6.656,3.578
9,5408,1.080,73.308,6.539,3.578
10,5976,0.894,53.028,6.539,3.578
11,6533,0.894,53.028,7.494,3.933
12,7080,1.321,37.208,8.005,3.893
13,7631,1.612,30.824,9.277,3.973
14,8189,1.595,25.283,9.668,4.642
15,8746,1.650,20.572,9.504,4.393
16,9301,1.256,18.295,9.856,4.393
17,9858,1.009,18.295,9.856,4.634
18,10403,1.009,18.295,9.856,4.701
19,10953,1.266,15.881,8.500,4.754
20,11495,0.973,14.874,10.341,4.798
21,12041,0.823,19.698,11.369,4.973
22,12585,0.823,19.698,10.552,4.973
23,13131,0.598,18.532,12.456,4.833
24,13677,0.557,25.834,12.456,4.861
25,14220,0.557,25.834,12.456,4.861
26,14775,0.794,17.687,12.456,4.322
27,15319,0.632,16.211,11.534,5.306
28,15855,0.558,16.211,11.800,5.459
29,16381,0.558,14.417,9.490,5.160
30,16905,0.505,14.417,10.351,5.744
31,17425,0.505,14.417,11.097,5.581
32,17947,0.466,14.417,11.097,5.454
33,18461,0.591,14.438,8.591,5.510
34,18985,0.591,13.141,11.169,5.399
35,19502,0.523,13.141,11.500,5.466
36,20021,0.523,13.141,11.500,5.466
37,20537,0.523,12.782,9.633,5.519
38,21053,0.523,13.112,9.633,5.406
39,21566,0.448,13.112,9.633,5.471
40,22079,0.597,12.166,8.790,5.368
41,22597,0.597,12.166,8.790,5.287
42,23115,0.533,11.459,8.790,5.287
43,23622,0.533,11.459,8.790,4.941
44,24134,0.749,11.459,8.169,4.599
45,24644,0.667,10.923,8.732,4.540
46,25160,0.609,10.923,8.761,4.540
47,25682,0.609,10.923,8.761,4.758
48,26204,0.797,11.214,7.687,4.801
49,26717,0.672,11.259,7.716,4.835
50,27232,0.612,17.340,7.716,4.863
51,27748,0.767,15.957,7.000,4.747
52,28261,0.919,14.236,6.640,4.747
53,28769,0.753,14.236,6.862,4.792
54,29277,0.585,14.236,7.408,5.114
55,29790,0.740,14.236,7.124,5.114
56,30315,0.661,14.236,7.444,5.086
57,30834,0.661,13.627,7.444,4.921
58,31349,0.604,13.627,7.444,4.932
