rssi,rssiKarman,distance
-62,-62.000,2.570
-61,-61.800,2.512
-68,-63.040,2.893
-56,-61.632,2.465
-60,-61.306,2.375
-62,-61.444,2.412
-56,-60.356,2.131
-57,-59.684,1.974
-65,-60.748,2.228
-59,-60.398,2.141
-63,-60.918,2.272
-58,-60.335,2.126
-58,-59.868,2.016
-59,-59.694,1.976
-67,-61.155,2.334
-58,-60.524,2.172
-56,-59.619,1.960
-60,-59.696,1.977
-60,-59.756,1.990
-56,-59.005,1.827
-64,-60.004,2.047
-65,-61.003,2.294
-56,-60.003,2.047
-55,-59.002,1.826
-56,-58.402,1.706
-61,-58.921,1.810
-59,-58.937,1.813
-58,-58.750,1.775
-55,-58.000,1.629
-60,-58.400,1.705
-60,-58.720,1.769
-59,-58.776,1.780
-54,-57.821,1.596
-54,-57.057,1.463
-58,-57.245,1.495
-59,-57.596,1.556
-58,-57.677,1.571
-57,-57.542,1.546
-56,-57.233,1.493
-58,-57.387,1.519
-58,-57.509,1.541
-56,-57.207,1.489
-62,-58.166,1.660
-60,-58.533,1.731
-60,-58.826,1.790
-57,-58.461,1.717
-61,-58.969,1.820
-61,-59.375,1.906
-63,-60.100,2.070
-59,-59.880,2.019
-60,-59.904,2.024
-62,-60.323,2.123
-55,-59.259,1.881
-56,-58.607,1.746
-62,-59.285,1.886
-60,-59.428,1.917
-66,-60.743,2.227
-66,-61.794,2.511
-58,-61.035,2.303
-66,-62.028,2.578
-61,-61.823,2.519
-59,-61.258,2.362
-63,-61.606,2.457
-64,-62.085,2.595
-62,-62.068,2.590
-56,-60.855,2.256
-62,-61.084,2.315
-62,-61.267,2.364
-62,-61.414,2.404
-57,-60.531,2.174
-68,-62.025,2.577
-57,-61.020,2.298
-55,-59.816,2.004
-64,-60.653,2.204
-64,-61.322,2.379
-57,-60.458,2.156
-57,-59.766,1.993
-55,-58.813,1.788
-60,-59.050,1.837
-57,-58.640,1.753
-55,-57.912,1.613
-57,-57.730,1.580
-55,-57.184,1.485
-55,-56.747,1.413
-58,-56.998,1.454
-57,-56.998,1.454
-56,-56.798,1.421
-54,-56.239,1.333
-60,-56.991,1.452
-60,-57.593,1.556
-61,-58.274,1.681
-63,-59.219,1.872
-57,-58.776,1.780
-57,-58.420,1.709
-61,-58.936,1.813
-60,-59.149,1.857
-58,-58.919,1.809
-58,-58.735,1.772
-59,-58.788,1.783
-61,-59.231,1.875
-58,-58.985,1.823
-62,-59.588,1.952
-60,-59.670,1.971
-60,-59.736,1.986
-58,-59.389,1.909
-58,-59.111,1.849
-62,-59.689,1.975
-60,-59.751,1.989
-64,-60.601,2.191
-64,-61.281,2.368
-64,-61.825,2.519
-56,-60.660,2.206
-57,-59.928,2.030
-63,-60.542,2.177
-59,-60.234,2.102
-62,-60.587,2.188
avg(rssi),avg(rssiKalman),avg(distance)
-59.5,-59.54874137931033,1.971568965517241
stdev(rssi),stdev(rssiKalman),stdev(distance)
3.2230313424605037,1.4814352204621317,0.33158551256095187
