tick,time,Beacon #1,Beacon #2,Beacon #3,Beacon #4
0,201,null,null,null,null
1,401,0.937,5.635,4.801,null
2,602,0.937,5.635,4.801,null
3,802,0.937,5.635,4.801,null
4,1002,0.937,4.458,4.932,null
5,1202,0.937,4.458,4.932,null
6,1403,0.937,4.458,4.932,null
7,1603,0.937,4.321,5.319,null
8,1804,0.937,4.321,5.319,null
9,2002,0.937,4.321,5.319,null
10,2202,0.937,4.321,5.319,null
11,2402,0.937,4.321,5.319,null
12,2602,0.937,4.321,5.319,null
13,2803,0.937,4.321,5.319,null
14,3002,0.937,4.321,5.319,null
15,3203,0.937,4.321,5.319,null
16,3403,0.937,4.321,5.319,null
17,3602,0.916,4.106,5.211,null
18,3802,0.916,4.106,5.211,null
19,4002,0.916,4.106,5.211,null
20,4202,0.897,4.190,5.211,null
21,4403,0.897,4.190,5.211,null
22,4602,0.897,4.190,5.211,null
23,4802,0.897,3.803,4.728,null
24,5002,0.905,3.803,4.374,null
25,5203,0.905,3.803,4.374,null
26,5401,0.885,3.905,4.456,null
27,5603,0.895,3.905,4.456,null
28,5803,0.895,3.905,4.456,null
29,6002,0.895,3.905,4.456,null
30,6204,0.903,3.989,3.953,null
31,6403,0.903,3.989,3.953,null
32,6604,0.903,3.989,3.953,null
33,6803,0.937,3.852,3.587,null
34,7003,0.937,3.852,3.587,null
35,7203,0.937,3.852,3.587,null
36,7403,0.910,3.643,3.803,null
37,7602,0.910,3.643,3.803,null
38,7803,0.910,3.643,3.803,null
39,8002,0.889,3.873,3.577,null
40,8203,0.889,3.861,3.577,null
41,8402,0.889,3.861,3.577,null
42,8602,0.925,3.861,3.577,null
43,8802,0.955,3.752,3.406,null
44,9002,0.955,3.752,3.406,null
45,9202,0.955,3.864,3.406,null
46,9402,0.924,3.955,3.551,null
47,9603,0.924,3.955,3.551,null
48,9803,0.924,3.955,3.551,null
49,10002,0.856,3.955,3.551,null
50,10203,0.856,3.955,3.551,null
51,10403,0.856,3.955,3.551,null
52,10602,0.884,3.631,3.479,null
53,10802,0.884,3.631,3.479,null
54,11002,0.884,3.631,3.479,null
55,11202,0.869,3.764,3.711,null
56,11403,0.832,3.764,3.803,null
57,11603,0.832,3.764,3.803,null
58,11802,0.852,3.873,3.675,null
59,12003,0.843,3.873,3.675,null
60,12202,0.843,3.873,3.675,null
61,12402,0.843,3.873,3.673,null
62,12602,0.913,3.762,3.772,null
63,12803,0.913,3.762,3.772,null
64,13002,0.913,3.762,3.772,null
65,13202,0.892,3.872,3.959,null
66,13402,0.892,3.872,3.959,null
67,13602,0.892,3.872,3.959,null
68,13801,0.901,3.952,3.959,null
69,14003,0.901,3.952,3.959,null
70,14202,0.901,3.952,3.959,null
71,14402,0.935,3.629,3.669,null
72,14602,0.935,3.303,3.669,null
73,14803,0.935,3.303,3.669,null
74,15003,0.935,3.303,3.669,null
75,15203,0.935,3.227,3.872,null
76,15403,0.935,3.227,3.872,null
77,15603,0.935,3.514,3.872,null
78,15803,0.936,3.667,3.629,null
79,16003,0.936,3.667,3.629,null
80,16202,0.936,3.667,3.629,null
81,16403,0.964,3.330,3.540,null
82,16603,0.964,3.330,3.540,null
83,16803,0.964,3.330,3.540,null
84,17002,0.905,3.330,3.762,null
85,17203,0.905,3.330,3.762,null
86,17403,0.905,3.330,3.762,null
87,17602,0.905,3.512,3.547,null
88,17803,0.905,3.664,3.475,null
89,18002,0.905,3.664,3.475,null
90,18202,0.912,3.599,3.475,null
91,18402,0.944,3.367,3.420,null
92,18603,0.944,3.367,3.420,null
93,18802,0.944,3.367,3.760,null
94,19003,0.915,3.277,3.760,null
95,19202,0.915,3.277,3.760,null
96,19402,0.915,3.277,3.760,null
97,19602,0.920,3.467,3.474,null
98,19802,0.920,3.467,3.474,null
99,20003,0.920,3.467,3.474,null
100,20202,0.923,3.268,3.418,null
101,20403,0.923,3.268,3.418,null
102,20602,0.923,3.268,3.418,null
103,20802,0.926,3.459,3.561,null
104,21002,0.926,3.459,3.561,null
105,21202,0.926,3.459,3.561,null
106,21402,0.928,3.459,3.561,null
107,21602,0.930,3.620,3.394,null
108,21802,0.930,3.620,3.394,null
109,22001,0.959,3.620,3.394,null
110,22204,0.959,3.620,3.394,null
111,22403,0.959,3.620,3.394,null
112,22602,0.959,3.620,3.394,null
113,22802,0.927,3.658,3.866,null
114,23003,0.927,3.658,3.866,null
115,23202,0.927,3.658,3.866,null
116,23403,0.929,3.658,3.443,null
117,23602,0.929,3.658,3.443,null
118,23803,0.929,3.658,3.443,null
119,24002,0.959,3.501,3.443,null
120,24202,0.959,3.294,3.303,null
121,24403,0.959,3.294,3.303,null
122,24602,0.954,3.305,3.560,null
123,24803,0.923,3.490,3.779,null
124,25003,0.923,3.490,3.779,null
125,25203,0.923,3.490,3.779,null
126,25403,0.926,3.646,3.465,null
127,25602,0.926,3.646,3.465,null
128,25803,0.926,3.646,3.465,null
129,26002,0.926,3.463,3.369,null
130,26203,0.926,3.463,3.369,null
131,26403,0.926,3.463,3.369,null
132,26602,0.902,3.440,3.616,null
133,26802,0.902,3.440,3.616,null
134,27003,0.902,3.440,3.616,null
135,27201,0.909,3.604,3.436,null
136,27403,0.909,3.604,3.436,null
137,27602,0.909,3.604,3.436,null
138,27802,0.909,3.604,3.211,null
139,28003,0.914,3.460,3.211,null
140,28203,0.914,3.460,3.211,null
141,28402,0.914,3.460,3.211,null
142,28602,0.892,3.437,3.387,null
143,28802,0.892,3.437,3.387,null
144,29002,0.892,3.437,3.387,null
145,29202,0.882,3.739,3.261,null
146,29403,0.882,3.739,3.261,null
147,29602,0.882,3.739,3.261,null
148,29802,0.919,3.657,3.250,null
149,30003,0.919,3.657,3.250,null
150,30202,0.919,3.657,3.250,null
151,30403,0.896,3.785,3.513,null
152,30603,0.904,3.694,3.513,null
153,30803,0.904,3.694,3.513,null
154,31002,0.911,3.815,3.358,null
155,31203,0.916,3.815,3.327,null
156,31403,0.916,3.815,3.327,null
157,31602,0.916,3.815,3.327,null
158,31803,0.916,3.815,3.212,null
159,32003,0.916,3.815,3.212,null
160,32202,0.916,3.915,3.212,null
161,32403,0.876,3.997,3.212,null
162,32603,0.876,3.997,3.212,null
163,32803,0.876,3.997,3.212,null
164,33002,0.888,4.171,3.141,null
165,33203,0.888,4.171,3.141,null
166,33402,0.888,4.171,3.141,null
167,33602,0.898,3.889,3.154,null
168,33803,0.898,3.889,3.154,null
169,34002,0.898,3.889,3.154,null
170,34202,0.879,3.976,3.154,null
171,34402,0.865,3.976,3.430,null
172,34602,0.865,3.976,3.430,null
173,34802,0.879,3.976,3.430,null
174,35003,0.865,4.154,3.430,null
175,35203,0.865,4.154,3.430,null
176,35403,0.865,4.154,3.430,null
177,35602,0.905,3.573,3.384,null
178,35802,0.905,3.573,3.384,null
179,36002,0.905,3.573,3.384,null
180,36202,0.869,3.833,3.629,null
181,36402,0.869,3.833,3.629,null
182,36602,0.869,3.833,3.629,null
183,36801,0.883,3.833,3.629,null
184,37003,0.883,3.930,3.629,null
185,37202,0.883,3.930,3.629,null
186,37402,0.883,3.806,3.629,null
187,37603,0.920,3.710,3.629,null
188,37803,0.920,3.710,3.629,null
189,38003,0.920,3.710,3.629,null
190,38202,0.897,3.730,3.629,null
191,38403,0.897,3.730,3.629,null
192,38601,0.897,3.730,3.629,null
193,38802,0.905,3.839,3.354,null
194,39003,0.905,3.839,3.354,null
195,39202,0.905,3.839,3.354,null
196,39402,0.938,3.735,3.300,null
197,39604,0.938,3.735,3.300,null
198,39803,0.938,3.735,3.300,null
199,40002,0.938,3.850,3.557,null
200,40203,0.938,3.850,3.557,null
201,40402,0.938,3.850,3.557,null
202,40602,0.938,3.944,3.557,null
203,40802,0.938,3.944,3.391,null
204,41002,0.938,3.944,3.391,null
205,41202,0.938,3.944,3.264,null
206,41403,0.938,3.719,3.252,null
207,41603,0.938,3.719,3.252,null
208,41802,0.938,3.719,3.252,null
209,42002,0.911,3.637,3.422,null
210,42203,0.911,3.637,3.422,null
211,42403,0.911,3.637,3.422,null
212,42602,0.916,3.877,3.287,null
213,42803,0.916,3.877,3.287,null
214,43002,0.916,3.877,3.287,null
215,43202,0.920,3.765,3.271,null
216,43402,0.920,3.765,3.271,null
217,43603,0.920,3.765,3.271,null
218,43802,0.920,3.874,3.271,null
219,44003,0.897,3.964,3.438,null
220,44202,0.897,3.964,3.438,null
221,44402,0.897,3.964,3.438,null
222,44603,0.905,4.037,3.212,null
223,44803,0.905,4.037,3.212,null
224,45003,0.905,4.037,3.212,null
225,45202,0.911,3.789,3.211,null
226,45402,0.911,3.789,3.211,null
227,45603,0.911,3.789,3.211,null
228,45802,0.890,3.894,3.812,null
229,46002,0.890,3.894,3.812,null
230,46203,0.890,3.894,3.812,null
231,46402,0.899,3.980,3.584,null
232,46603,0.899,3.980,3.584,null
233,46803,0.899,3.980,3.584,null
234,47002,0.907,3.844,3.505,null
235,47202,0.907,3.844,3.443,null
236,47401,0.907,3.844,3.443,null
237,47601,0.886,3.739,3.780,null
238,47802,0.886,3.739,3.965,null
239,48003,0.886,3.739,3.965,null
240,48202,0.886,3.739,3.965,null
241,48402,0.896,3.947,3.699,null
242,48603,0.896,3.947,3.699,null
243,48803,0.896,3.947,3.699,null
244,49002,0.904,3.387,3.594,null
245,49203,0.904,3.387,3.594,null
246,49402,0.904,3.387,3.594,null
247,49602,0.904,3.560,3.809,null
248,49802,0.904,3.560,3.809,null
249,50002,0.904,3.560,3.809,null
250,50201,0.904,3.560,3.679,null
251,50403,0.904,3.802,3.679,null
252,50603,0.904,3.802,3.679,null
253,50802,0.904,3.802,3.679,null
254,51002,0.938,3.611,3.501,null
255,51204,0.938,3.611,3.501,null
256,51402,0.938,3.611,3.501,null
257,51602,0.911,3.747,3.729,null
258,51802,0.911,3.747,3.729,null
259,52003,0.911,3.747,3.729,null
260,52202,0.873,4.065,3.729,null
